                    *********************************************************************************
                    *  Z= 80 A=200: Positive-Parity Spin-dependent Level Density [MeV-1] for HG200  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  17.00  0.962  1.14E+10 7.83E+09 1.55E+11 5.39E+07 1.74E+08 2.86E+08 3.86E+08 4.70E+08 5.35E+08 5.78E+08 6.00E+08 6.02E+08 5.85E+08 5.53E+08 5.10E+08 4.60E+08 4.05E+08 3.48E+08 2.93E+08 2.41E+08 1.94E+08 1.52E+08 1.17E+08 8.74E+07 6.39E+07 4.56E+07 3.17E+07 2.15E+07 1.42E+07 9.16E+06 5.74E+06 3.52E+06 4.37E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.990  2.29E+10 1.52E+10 3.09E+11 1.00E+08 3.25E+08 5.36E+08 7.24E+08 8.82E+08 1.01E+09 1.09E+09 1.14E+09 1.15E+09 1.12E+09 1.07E+09 9.95E+08 9.04E+08 8.03E+08 6.98E+08 5.94E+08 4.94E+08 4.02E+08 3.20E+08 2.49E+08 1.89E+08 1.41E+08 1.02E+08 7.24E+07 5.02E+07 3.39E+07 2.24E+07 1.44E+07 9.08E+06 1.21E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.017  4.54E+10 2.97E+10 6.17E+11 1.86E+08 6.07E+08 1.00E+09 1.36E+09 1.65E+09 1.89E+09 2.05E+09 2.15E+09 2.18E+09 2.15E+09 2.07E+09 1.94E+09 1.78E+09 1.60E+09 1.40E+09 1.20E+09 1.01E+09 8.33E+08 6.72E+08 5.30E+08 4.09E+08 3.09E+08 2.29E+08 1.65E+08 1.17E+08 8.09E+07 5.47E+07 3.62E+07 2.35E+07 3.34E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.044  8.93E+10 5.81E+10 1.24E+12 3.46E+08 1.13E+09 1.88E+09 2.54E+09 3.10E+09 3.55E+09 3.87E+09 4.07E+09 4.15E+09 4.12E+09 3.99E+09 3.78E+09 3.50E+09 3.17E+09 2.81E+09 2.44E+09 2.07E+09 1.73E+09 1.41E+09 1.13E+09 8.86E+08 6.81E+08 5.13E+08 3.78E+08 2.73E+08 1.93E+08 1.34E+08 9.07E+07 6.06E+07 9.24E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.107  5.55E+11 3.14E+11 7.13E+12 1.63E+09 5.42E+09 8.99E+09 1.22E+10 1.49E+10 1.72E+10 1.89E+10 2.01E+10 2.08E+10 2.10E+10 2.07E+10 2.01E+10 1.90E+10 1.76E+10 1.60E+10 1.43E+10 1.25E+10 1.07E+10 9.02E+09 7.48E+09 6.10E+09 4.89E+09 3.86E+09 2.98E+09 2.27E+09 1.70E+09 1.25E+09 9.06E+08 6.49E+08 1.18E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.167  3.12E+12 1.74E+12 4.25E+13 7.66E+09 2.59E+10 4.30E+10 5.85E+10 7.19E+10 8.31E+10 9.22E+10 9.91E+10 1.04E+11 1.07E+11 1.08E+11 1.06E+11 1.03E+11 9.80E+10 9.13E+10 8.35E+10 7.50E+10 6.63E+10 5.77E+10 4.96E+10 4.20E+10 3.51E+10 2.90E+10 2.35E+10 1.89E+10 1.49E+10 1.17E+10 9.04E+09 6.96E+09 1.50E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.278  1.54E+14 5.88E+13 1.74E+15 1.70E+11 5.91E+11 9.88E+11 1.35E+12 1.67E+12 1.95E+12 2.19E+12 2.41E+12 2.60E+12 2.77E+12 2.90E+12 2.99E+12 3.04E+12 3.03E+12 2.97E+12 2.86E+12 2.71E+12 2.54E+12 2.36E+12 2.18E+12 2.00E+12 1.81E+12 1.64E+12 1.47E+12 1.30E+12 1.15E+12 1.02E+12 9.01E+11 7.99E+11 2.42E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.476  4.59E+17 9.17E+16 3.58E+18 8.32E+13 3.07E+14 5.20E+14 7.15E+14 8.96E+14 1.07E+15 1.24E+15 1.43E+15 1.63E+15 1.86E+15 2.11E+15 2.37E+15 2.64E+15 2.89E+15 3.13E+15 3.34E+15 3.54E+15 3.74E+15 3.96E+15 4.20E+15 4.50E+15 4.83E+15 5.24E+15 5.68E+15 6.23E+15 6.86E+15 7.75E+15 8.94E+15 2.38E+12 7.23E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.650  1.83E+18 1.83E+17 7.15E+18 1.66E+14 6.14E+14 1.04E+15 1.43E+15 1.79E+15 2.13E+15 2.48E+15 2.85E+15 3.26E+15 3.71E+15 4.21E+15 4.74E+15 5.27E+15 5.78E+15 6.26E+15 6.68E+15 7.08E+15 7.47E+15 7.91E+15 8.40E+15 8.99E+15 9.66E+15 1.05E+16 1.14E+16 1.24E+16 1.37E+16 1.55E+16 1.79E+16 7.11E+12 2.16E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.808  4.58E+18 3.67E+17 1.43E+19 3.32E+14 1.23E+15 2.08E+15 2.85E+15 3.58E+15 4.26E+15 4.96E+15 5.70E+15 6.51E+15 7.42E+15 8.42E+15 9.47E+15 1.05E+16 1.16E+16 1.25E+16 1.34E+16 1.42E+16 1.49E+16 1.58E+16 1.68E+16 1.80E+16 1.93E+16 2.09E+16 2.27E+16 2.49E+16 2.74E+16 3.10E+16 3.57E+16 2.12E+13 6.46E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.952  1.01E+19 7.33E+17 2.86E+19 6.63E+14 2.45E+15 4.15E+15 5.70E+15 7.15E+15 8.52E+15 9.91E+15 1.14E+16 1.30E+16 1.48E+16 1.68E+16 1.89E+16 2.11E+16 2.31E+16 2.50E+16 2.67E+16 2.83E+16 2.99E+16 3.16E+16 3.36E+16 3.59E+16 3.86E+16 4.19E+16 4.55E+16 4.98E+16 5.49E+16 6.20E+16 7.15E+16 6.33E+13 1.93E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.087  2.11E+19 1.47E+18 5.72E+19 1.33E+15 4.90E+15 8.29E+15 1.14E+16 1.43E+16 1.70E+16 1.98E+16 2.27E+16 2.60E+16 2.96E+16 3.36E+16 3.78E+16 4.21E+16 4.62E+16 5.00E+16 5.34E+16 5.66E+16 5.97E+16 6.32E+16 6.71E+16 7.19E+16 7.73E+16 8.38E+16 9.09E+16 9.96E+16 1.10E+17 1.24E+17 1.43E+17 1.89E+14 5.76E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.214  4.31E+19 2.93E+18 1.14E+20 2.65E+15 9.78E+15 1.66E+16 2.28E+16 2.85E+16 3.40E+16 3.96E+16 4.55E+16 5.20E+16 5.92E+16 6.72E+16 7.56E+16 8.42E+16 9.23E+16 9.99E+16 1.07E+17 1.13E+17 1.19E+17 1.26E+17 1.34E+17 1.44E+17 1.55E+17 1.67E+17 1.82E+17 1.99E+17 2.19E+17 2.48E+17 2.86E+17 5.63E+14 1.72E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.334  8.70E+19 5.86E+18 2.29E+20 5.29E+15 1.96E+16 3.31E+16 4.55E+16 5.70E+16 6.80E+16 7.91E+16 9.08E+16 1.04E+17 1.18E+17 1.34E+17 1.51E+17 1.68E+17 1.85E+17 2.00E+17 2.13E+17 2.26E+17 2.39E+17 2.53E+17 2.68E+17 2.87E+17 3.09E+17 3.35E+17 3.63E+17 3.98E+17 4.39E+17 4.96E+17 5.72E+17 1.68E+15 5.14E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.447  1.75E+20 1.17E+19 4.58E+20 1.06E+16 3.91E+16 6.61E+16 9.09E+16 1.14E+17 1.36E+17 1.58E+17 1.82E+17 2.08E+17 2.36E+17 2.68E+17 3.02E+17 3.36E+17 3.69E+17 3.99E+17 4.26E+17 4.52E+17 4.77E+17 5.05E+17 5.37E+17 5.75E+17 6.18E+17 6.70E+17 7.27E+17 7.96E+17 8.78E+17 9.92E+17 1.14E+18 5.01E+15 1.54E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.556  3.51E+20 2.35E+19 9.18E+20 2.11E+16 7.81E+16 1.32E+17 1.82E+17 2.28E+17 2.71E+17 3.16E+17 3.63E+17 4.15E+17 4.73E+17 5.36E+17 6.04E+17 6.72E+17 7.37E+17 7.98E+17 8.53E+17 9.04E+17 9.54E+17 1.01E+18 1.07E+18 1.15E+18 1.24E+18 1.34E+18 1.45E+18 1.59E+18 1.76E+18 1.98E+18 2.29E+18 1.49E+16 4.59E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.661  7.03E+20 4.70E+19 1.84E+21 4.22E+16 1.56E+17 2.64E+17 3.63E+17 4.55E+17 5.42E+17 6.31E+17 7.25E+17 8.29E+17 9.45E+17 1.07E+18 1.21E+18 1.34E+18 1.47E+18 1.60E+18 1.70E+18 1.81E+18 1.91E+18 2.02E+18 2.15E+18 2.30E+18 2.47E+18 2.68E+18 2.91E+18 3.18E+18 3.51E+18 3.97E+18 4.57E+18 4.45E+16 1.37E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.761  1.41E+21 9.41E+19 3.69E+21 8.43E+16 3.12E+17 5.28E+17 7.25E+17 9.09E+17 1.08E+18 1.26E+18 1.45E+18 1.66E+18 1.89E+18 2.14E+18 2.41E+18 2.69E+18 2.95E+18 3.19E+18 3.41E+18 3.61E+18 3.81E+18 4.04E+18 4.29E+18 4.59E+18 4.94E+18 5.36E+18 5.81E+18 6.37E+18 7.02E+18 7.93E+18 9.15E+18 1.33E+17 4.10E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.858  2.82E+21 1.89E+20 7.40E+21 1.68E+17 6.23E+17 1.05E+18 1.45E+18 1.82E+18 2.16E+18 2.52E+18 2.89E+18 3.31E+18 3.77E+18 4.28E+18 4.82E+18 5.37E+18 5.89E+18 6.38E+18 6.81E+18 7.22E+18 7.63E+18 8.07E+18 8.58E+18 9.18E+18 9.88E+18 1.07E+19 1.16E+19 1.27E+19 1.40E+19 1.59E+19 1.83E+19 3.96E+17 1.22E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.952  5.66E+21 3.79E+20 1.49E+22 3.37E+17 1.24E+18 2.11E+18 2.89E+18 3.63E+18 4.33E+18 5.03E+18 5.78E+18 6.62E+18 7.54E+18 8.56E+18 9.63E+18 1.07E+19 1.18E+19 1.27E+19 1.36E+19 1.44E+19 1.52E+19 1.61E+19 1.71E+19 1.84E+19 1.98E+19 2.14E+19 2.32E+19 2.55E+19 2.81E+19 3.17E+19 3.66E+19 1.18E+18 3.66E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.043  1.14E+22 7.63E+20 3.01E+22 6.72E+17 2.49E+18 4.21E+18 5.78E+18 7.25E+18 8.64E+18 1.01E+19 1.16E+19 1.32E+19 1.51E+19 1.71E+19 1.93E+19 2.14E+19 2.35E+19 2.55E+19 2.72E+19 2.89E+19 3.05E+19 3.23E+19 3.43E+19 3.67E+19 3.95E+19 4.28E+19 4.65E+19 5.09E+19 5.61E+19 6.35E+19 7.32E+19 3.52E+18 1.09E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.131  2.29E+22 1.54E+21 6.09E+22 1.34E+18 4.97E+18 8.41E+18 1.16E+19 1.45E+19 1.73E+19 2.01E+19 2.31E+19 2.64E+19 3.01E+19 3.42E+19 3.85E+19 4.29E+19 4.70E+19 5.09E+19 5.44E+19 5.77E+19 6.09E+19 6.45E+19 6.86E+19 7.34E+19 7.90E+19 8.56E+19 9.30E+19 1.02E+20 1.12E+20 1.27E+20 1.46E+20 1.05E+19 3.27E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.217  4.62E+22 3.12E+21 1.24E+23 2.68E+18 9.92E+18 1.68E+19 2.31E+19 2.89E+19 3.45E+19 4.02E+19 4.62E+19 5.28E+19 6.02E+19 6.83E+19 7.69E+19 8.57E+19 9.40E+19 1.02E+20 1.09E+20 1.15E+20 1.22E+20 1.29E+20 1.37E+20 1.47E+20 1.58E+20 1.71E+20 1.86E+20 2.04E+20 2.25E+20 2.54E+20 2.93E+20 3.14E+19 9.76E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.300  9.36E+22 6.36E+21 2.56E+23 5.36E+18 1.98E+19 3.36E+19 4.61E+19 5.78E+19 6.90E+19 8.03E+19 9.22E+19 1.06E+20 1.20E+20 1.37E+20 1.54E+20 1.71E+20 1.88E+20 2.04E+20 2.18E+20 2.31E+20 2.44E+20 2.58E+20 2.74E+20 2.94E+20 3.16E+20 3.42E+20 3.72E+20 4.07E+20 4.49E+20 5.08E+20 5.85E+20 9.35E+19 2.92E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 80 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for HG199  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.118  1.00E+00 7.84E+00 6.61E+01 1.00E+00 1.28E+00 1.32E+00 1.49E+00 6.47E-01 4.85E-01 4.85E-01 4.85E-01 3.24E-01 3.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.166  3.00E+00 7.34E+00 6.97E+01 8.33E-01 1.07E+00 1.10E+00 1.24E+00 5.39E-01 5.39E-01 5.39E-01 4.04E-01 4.04E-01 4.04E-01 2.70E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.204  5.00E+00 8.99E+00 9.03E+01 7.14E-01 1.63E+00 1.06E+00 1.18E+00 1.29E+00 6.93E-01 4.62E-01 4.62E-01 4.62E-01 3.47E-01 3.47E-01 2.31E-01 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.235  8.00E+00 1.32E+01 1.18E+02 3.07E+00 1.38E+00 2.12E+00 1.52E+00 1.18E+00 6.93E-01 6.93E-01 5.78E-01 4.62E-01 4.62E-01 3.47E-01 3.47E-01 2.31E-01 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.263  1.50E+01 4.45E+01 3.14E+02 9.58E+00 1.05E+01 7.48E+00 5.47E+00 4.06E+00 2.56E+00 1.27E+00 6.93E-01 6.93E-01 5.78E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.288  3.20E+01 9.13E+01 6.53E+02 1.58E+01 2.00E+01 1.72E+01 1.35E+01 1.00E+01 5.91E+00 3.47E+00 1.50E+00 9.25E-01 6.93E-01 5.78E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.311  6.30E+01 1.56E+02 1.32E+03 1.89E+01 2.53E+01 2.62E+01 2.45E+01 1.84E+01 1.50E+01 1.15E+01 7.28E+00 4.51E+00 1.50E+00 6.93E-01 6.93E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.332  1.10E+02 2.17E+02 1.99E+03 2.22E+01 3.17E+01 3.33E+01 3.11E+01 2.93E+01 2.13E+01 1.68E+01 1.27E+01 9.48E+00 4.97E+00 1.50E+00 6.93E-01 6.93E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.353  1.79E+02 3.38E+02 3.40E+03 2.36E+01 4.21E+01 5.10E+01 4.78E+01 4.59E+01 3.31E+01 2.89E+01 2.22E+01 1.66E+01 1.27E+01 7.28E+00 2.89E+00 1.16E+00 6.93E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.372  2.78E+02 4.52E+02 4.79E+03 3.02E+01 5.00E+01 6.32E+01 6.14E+01 5.82E+01 5.09E+01 3.95E+01 3.08E+01 2.42E+01 1.80E+01 1.27E+01 7.28E+00 2.89E+00 9.25E-01 6.93E-01 4.62E-01 4.62E-01 3.47E-01 2.31E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
