                    *********************************************************************************
                    *  Z= 31 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for GA 70  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  20.00  1.773  4.08E+08 1.57E+08 2.50E+09 8.19E+05 5.12E+07 8.71E+06 4.20E+06 1.68E+06 4.34E+06 5.90E+06 7.74E+06 8.09E+06 8.01E+06 7.53E+06 7.08E+06 6.33E+06 5.78E+06 5.13E+06 4.37E+06 3.84E+06 3.16E+06 2.66E+06 2.15E+06 1.77E+06 1.49E+06 1.10E+06 9.19E+05 6.99E+05 6.43E+05 4.96E+05 3.30E+05 3.03E+05 4.75E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.880  1.14E+09 4.28E+08 7.22E+09 2.14E+06 1.51E+08 1.31E+07 4.63E+06 1.68E+06 7.58E+06 1.33E+07 2.03E+07 2.20E+07 2.22E+07 2.10E+07 2.01E+07 1.82E+07 1.70E+07 1.53E+07 1.31E+07 1.18E+07 9.67E+06 8.27E+06 6.73E+06 5.68E+06 4.99E+06 3.64E+06 3.14E+06 2.40E+06 2.29E+06 1.84E+06 1.19E+06 1.21E+06 1.85E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.982  3.18E+09 1.21E+09 2.14E+10 5.57E+06 4.46E+08 1.98E+07 5.10E+06 1.68E+06 1.33E+07 3.02E+07 5.32E+07 5.99E+07 6.15E+07 5.87E+07 5.73E+07 5.22E+07 4.98E+07 4.57E+07 3.91E+07 3.60E+07 2.96E+07 2.57E+07 2.11E+07 1.83E+07 1.66E+07 1.20E+07 1.07E+07 8.22E+06 8.12E+06 6.84E+06 4.25E+06 4.84E+06 7.23E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.171  3.18E+10 1.02E+10 1.96E+11 3.78E+07 3.88E+09 4.51E+07 6.18E+06 1.69E+06 4.06E+07 1.54E+08 3.66E+08 4.43E+08 4.72E+08 4.58E+08 4.63E+08 4.30E+08 4.29E+08 4.07E+08 3.51E+08 3.36E+08 2.77E+08 2.48E+08 2.07E+08 1.88E+08 1.85E+08 1.30E+08 1.24E+08 9.67E+07 1.03E+08 9.43E+07 5.48E+07 7.73E+07 1.10E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.507  4.20E+12 8.23E+11 1.91E+13 1.75E+09 2.94E+11 2.33E+08 9.08E+06 1.70E+06 3.80E+08 4.04E+09 1.73E+10 2.43E+10 2.78E+10 2.78E+10 3.03E+10 2.91E+10 3.19E+10 3.24E+10 2.81E+10 2.94E+10 2.42E+10 2.31E+10 1.99E+10 2.01E+10 2.30E+10 1.53E+10 1.69E+10 1.34E+10 1.64E+10 1.79E+10 9.08E+09 1.97E+10 2.55E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.803  2.49E+14 4.82E+13 8.05E+14 8.08E+10 2.23E+13 1.21E+09 1.34E+07 1.71E+06 3.55E+09 1.06E+11 8.21E+11 1.33E+12 1.64E+12 1.69E+12 1.98E+12 1.98E+12 2.36E+12 2.57E+12 2.26E+12 2.58E+12 2.12E+12 2.15E+12 1.92E+12 3.99E+10 4.58E+10 3.05E+10 3.36E+10 2.67E+10 3.26E+10 3.57E+10 1.81E+10 3.94E+10 5.09E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.071  1.86E+16 3.63E+15 6.21E+16 3.73E+12 1.69E+15 6.24E+09 1.96E+07 1.73E+06 3.33E+10 2.76E+12 3.89E+13 7.31E+13 9.65E+13 1.03E+14 1.30E+14 1.34E+14 1.76E+14 2.04E+14 1.81E+14 2.25E+14 1.85E+14 2.01E+14 1.84E+14 7.95E+10 9.12E+10 6.08E+10 6.69E+10 5.32E+10 6.51E+10 7.13E+10 3.61E+10 7.87E+10 1.02E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.317  1.43E+18 2.80E+17 5.02E+18 1.72E+14 1.28E+17 3.23E+10 2.89E+07 1.74E+06 3.11E+11 7.23E+13 1.84E+15 4.01E+15 5.69E+15 6.23E+15 8.48E+15 9.09E+15 1.30E+16 1.62E+16 1.45E+16 1.97E+16 1.62E+16 1.87E+16 1.77E+16 1.58E+11 1.82E+11 1.21E+11 1.33E+11 1.06E+11 1.30E+11 1.42E+11 7.20E+10 1.57E+11 2.03E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.546  1.12E+20 2.19E+19 4.14E+20 7.96E+15 9.68E+18 1.67E+11 4.24E+07 1.76E+06 2.91E+12 1.89E+15 8.71E+16 2.20E+17 3.35E+17 3.78E+17 5.55E+17 6.17E+17 9.67E+17 1.29E+18 1.17E+18 1.73E+18 1.42E+18 1.74E+18 1.71E+18 3.15E+11 3.62E+11 2.41E+11 2.66E+11 2.11E+11 2.59E+11 2.84E+11 1.44E+11 3.13E+11 4.04E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.761  8.93E+21 1.74E+21 3.48E+22 3.68E+17 7.33E+20 8.65E+11 6.24E+07 1.77E+06 2.73E+13 4.95E+16 4.12E+18 1.21E+19 1.97E+19 2.30E+19 3.63E+19 4.18E+19 7.18E+19 1.03E+20 9.37E+19 1.51E+20 1.24E+20 1.62E+20 1.64E+20 6.27E+11 7.21E+11 4.80E+11 5.30E+11 4.21E+11 5.16E+11 5.66E+11 2.86E+11 6.26E+11 8.07E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.964  7.19E+23 1.40E+23 2.96E+24 1.70E+19 5.55E+22 4.48E+12 9.17E+07 1.78E+06 2.55E+14 1.30E+18 1.95E+20 6.61E+20 1.16E+21 1.40E+21 2.37E+21 2.84E+21 5.33E+21 8.15E+21 7.52E+21 1.32E+22 1.09E+22 1.51E+22 1.58E+22 1.25E+12 1.44E+12 9.57E+11 1.06E+12 8.38E+11 1.03E+12 1.13E+12 5.71E+11 1.25E+12 1.61E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.158  5.86E+25 1.14E+25 2.56E+26 7.85E+20 4.21E+24 2.32E+13 1.35E+08 1.80E+06 2.39E+15 3.39E+19 9.23E+21 3.63E+22 6.85E+22 8.47E+22 1.55E+23 1.92E+23 3.96E+23 6.48E+23 6.03E+23 1.16E+24 9.51E+23 1.41E+24 1.52E+24 2.49E+12 2.86E+12 1.91E+12 2.10E+12 1.67E+12 2.05E+12 2.25E+12 1.14E+12 2.49E+12 3.22E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.342  4.84E+27 9.45E+26 2.24E+28 3.63E+22 3.19E+26 1.20E+14 1.98E+08 1.81E+06 2.24E+16 8.87E+20 4.37E+23 1.99E+24 4.04E+24 5.15E+24 1.02E+25 1.31E+25 2.94E+25 5.15E+25 4.84E+25 1.01E+26 8.32E+25 1.31E+26 1.47E+26 4.95E+12 5.70E+12 3.79E+12 4.19E+12 3.33E+12 4.09E+12 4.49E+12 2.27E+12 4.97E+12 6.42E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.520  4.05E+29 7.90E+28 1.97E+30 1.68E+24 2.41E+28 6.20E+14 2.91E+08 1.82E+06 2.09E+17 2.32E+22 2.07E+25 1.09E+26 2.38E+26 3.13E+26 6.64E+26 8.85E+26 2.18E+27 4.09E+27 3.89E+27 8.86E+27 7.28E+27 1.22E+28 1.41E+28 9.85E+12 1.13E+13 7.56E+12 8.35E+12 6.64E+12 8.15E+12 8.95E+12 4.52E+12 9.93E+12 1.28E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.690  3.42E+31 6.68E+30 1.75E+32 7.74E+25 1.83E+30 3.21E+15 4.28E+08 1.84E+06 1.96E+18 6.07E+23 9.79E+26 5.98E+27 1.40E+28 1.90E+28 4.35E+28 6.00E+28 1.62E+29 3.25E+29 3.12E+29 7.76E+29 6.37E+29 1.14E+30 1.36E+30 1.96E+13 2.26E+13 1.50E+13 1.66E+13 1.32E+13 1.62E+13 1.79E+13 9.02E+12 1.98E+13 2.56E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.855  2.92E+33 5.71E+32 1.57E+34 3.58E+27 1.38E+32 1.66E+16 6.30E+08 1.85E+06 1.83E+19 1.59E+25 4.64E+28 3.28E+29 8.26E+29 1.15E+30 2.84E+30 4.07E+30 1.20E+31 2.58E+31 2.50E+31 6.79E+31 5.57E+31 1.06E+32 1.31E+32 3.90E+13 4.50E+13 3.00E+13 3.32E+13 2.63E+13 3.24E+13 3.56E+13 1.80E+13 3.96E+13 5.10E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.014  2.53E+35 4.94E+34 1.42E+36 1.65E+29 1.05E+34 8.59E+16 9.26E+08 1.87E+06 1.72E+20 4.16E+26 2.19E+30 1.80E+31 4.87E+31 7.00E+31 1.86E+32 2.76E+32 8.92E+32 2.05E+33 2.01E+33 5.94E+33 4.88E+33 9.91E+33 1.26E+34 7.77E+13 8.97E+13 5.97E+13 6.61E+13 5.25E+13 6.46E+13 7.11E+13 3.59E+13 7.90E+13 1.02E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.169  2.20E+37 4.31E+36 1.28E+38 7.63E+30 7.94E+35 4.45E+17 1.36E+09 1.88E+06 1.61E+21 1.09E+28 1.04E+32 9.86E+32 2.87E+33 4.25E+33 1.22E+34 1.87E+34 6.62E+34 1.63E+35 1.61E+35 5.20E+35 4.27E+35 9.24E+35 1.21E+36 1.55E+14 1.79E+14 1.19E+14 1.32E+14 1.05E+14 1.29E+14 1.42E+14 7.15E+13 1.58E+14 2.03E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.318  1.94E+39 3.79E+38 1.17E+40 3.52E+32 6.02E+37 2.30E+18 2.00E+09 1.90E+06 1.50E+22 2.84E+29 4.92E+33 5.41E+34 1.69E+35 2.58E+35 7.95E+35 1.27E+36 4.91E+36 1.30E+37 1.29E+37 4.55E+37 3.73E+37 8.61E+37 1.17E+38 3.08E+14 3.56E+14 2.37E+14 2.62E+14 2.09E+14 2.57E+14 2.83E+14 1.43E+14 3.15E+14 4.05E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.464  1.72E+41 3.36E+40 1.07E+42 1.63E+34 4.56E+39 1.19E+19 2.94E+09 1.91E+06 1.41E+23 7.44E+30 2.33E+35 2.96E+36 9.95E+36 1.57E+37 5.20E+37 8.62E+37 3.65E+38 1.03E+39 1.04E+39 3.98E+39 3.27E+39 8.02E+39 1.12E+40 6.13E+14 7.09E+14 4.71E+14 5.23E+14 4.16E+14 5.12E+14 5.64E+14 2.84E+14 6.28E+14 8.09E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.606  1.54E+43 3.01E+42 9.83E+43 7.52E+35 3.45E+41 6.16E+19 4.32E+09 1.93E+06 1.32E+24 1.95E+32 1.10E+37 1.63E+38 5.86E+38 9.53E+38 3.40E+39 5.85E+39 2.71E+40 8.19E+40 8.33E+40 3.48E+41 2.86E+41 7.47E+41 1.08E+42 1.22E+15 1.41E+15 9.39E+14 1.04E+15 8.28E+14 1.02E+15 1.13E+15 5.67E+14 1.25E+15 1.61E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 31 A= 72: Positive-Parity Spin-dependent Level Density [MeV-1] for GA 72  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.195  1.00E+00 7.49E+00 5.64E+01 6.48E-02 2.00E+00 1.11E+00 1.45E-01 2.06E+00 1.11E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.276  4.00E+00 1.18E+01 7.24E+01 2.55E+00 2.19E+00 9.22E-01 1.79E+00 1.78E+00 1.76E+00 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.339  7.00E+00 1.40E+01 8.76E+01 2.90E+00 1.88E+00 1.50E+00 2.53E+00 2.24E+00 2.22E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.391  1.10E+01 1.54E+01 9.48E+01 3.62E+00 1.88E+00 1.50E+00 2.53E+00 2.95E+00 2.22E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.437  1.50E+01 1.75E+01 9.51E+01 5.05E+00 2.59E+00 1.50E+00 3.24E+00 2.91E+00 1.51E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.479  1.90E+01 1.75E+01 8.56E+01 6.47E+00 1.98E+00 1.43E+00 3.24E+00 2.19E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.517  2.40E+01 1.96E+01 1.07E+02 6.43E+00 2.24E+00 1.64E+00 2.65E+00 3.62E+00 2.30E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.553  2.90E+01 2.36E+01 1.17E+02 7.97E+00 2.98E+00 2.80E+00 4.51E+00 3.05E+00 1.59E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.586  3.80E+01 4.45E+01 2.52E+02 1.37E+01 4.12E+00 8.29E+00 5.83E+00 3.56E+00 6.59E+00 9.17E-01 7.14E-01 0.00E+00 6.49E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.618  5.10E+01 5.82E+01 3.49E+02 1.60E+01 6.20E+00 9.80E+00 8.69E+00 4.99E+00 7.30E+00 2.35E+00 2.14E+00 0.00E+00 6.49E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.648  7.10E+01 1.01E+02 7.93E+02 2.24E+01 6.77E+00 1.23E+01 1.37E+01 1.25E+01 8.73E+00 1.03E+01 6.28E+00 3.29E+00 2.55E+00 7.14E-01 8.19E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.677  1.01E+02 1.42E+02 1.22E+03 2.88E+01 7.38E+00 1.52E+01 1.87E+01 1.91E+01 1.23E+01 1.46E+01 1.13E+01 6.15E+00 2.55E+00 2.14E+00 1.77E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.705  1.45E+02 2.06E+02 1.86E+03 3.86E+01 6.39E+00 2.36E+01 2.76E+01 1.89E+01 2.71E+01 2.10E+01 1.91E+01 1.11E+01 4.69E+00 4.29E+00 1.77E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.731  2.02E+02 2.57E+02 2.46E+03 3.48E+01 1.49E+01 2.46E+01 3.11E+01 2.96E+01 3.29E+01 3.32E+01 2.48E+01 1.47E+01 4.63E+00 5.49E+00 2.48E+00 2.97E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
