                    *********************************************************************************
                    *  Z= 78 A=196: Positive-Parity Spin-dependent Level Density [MeV-1] for PT196  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  80.00  2.114  4.24E+21 2.95E+20 6.09E+21 2.42E+18 4.82E+18 7.22E+18 1.56E+19 2.19E+19 2.32E+19 2.21E+19 2.17E+19 2.31E+19 2.24E+19 2.00E+19 1.89E+19 1.77E+19 1.36E+19 1.29E+19 1.11E+19 9.22E+18 7.00E+18 6.64E+18 4.21E+18 3.12E+18 2.22E+18 1.58E+18 9.16E+17 6.20E+17 3.78E+17 2.01E+17 1.18E+17 5.84E+16 2.09E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.242  8.67E+21 5.90E+20 1.22E+22 4.83E+18 9.64E+18 1.44E+19 3.12E+19 4.38E+19 4.64E+19 4.42E+19 4.34E+19 4.62E+19 4.48E+19 4.00E+19 3.78E+19 3.53E+19 2.72E+19 2.58E+19 2.22E+19 1.84E+19 1.40E+19 1.33E+19 8.41E+18 6.24E+18 4.44E+18 3.15E+18 1.83E+18 1.24E+18 7.56E+17 4.01E+17 2.37E+17 1.17E+17 4.19E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.363  1.75E+22 1.18E+21 2.43E+22 9.65E+18 1.93E+19 2.88E+19 6.23E+19 8.75E+19 9.27E+19 8.83E+19 8.68E+19 9.23E+19 8.96E+19 8.00E+19 7.56E+19 7.05E+19 5.43E+19 5.16E+19 4.43E+19 3.69E+19 2.80E+19 2.66E+19 1.68E+19 1.25E+19 8.87E+18 6.30E+18 3.66E+18 2.48E+18 1.51E+18 8.02E+17 4.74E+17 2.33E+17 8.38E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.478  3.52E+22 2.36E+21 4.87E+22 1.93E+19 3.85E+19 5.76E+19 1.24E+20 1.75E+20 1.85E+20 1.76E+20 1.74E+20 1.84E+20 1.79E+20 1.60E+20 1.51E+20 1.41E+20 1.09E+20 1.03E+20 8.85E+19 7.37E+19 5.60E+19 5.31E+19 3.36E+19 2.50E+19 1.77E+19 1.26E+19 7.32E+18 4.96E+18 3.02E+18 1.60E+18 9.47E+17 4.67E+17 1.68E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.589  7.05E+22 4.71E+21 9.73E+22 3.85E+19 7.69E+19 1.15E+20 2.49E+20 3.49E+20 3.70E+20 3.53E+20 3.47E+20 3.69E+20 3.58E+20 3.19E+20 3.02E+20 2.82E+20 2.17E+20 2.06E+20 1.77E+20 1.47E+20 1.12E+20 1.06E+20 6.72E+19 4.99E+19 3.55E+19 2.52E+19 1.46E+19 9.92E+18 6.04E+18 3.21E+18 1.89E+18 9.33E+17 3.35E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.694  1.41E+23 9.41E+21 1.94E+23 7.70E+19 1.54E+20 2.30E+20 4.97E+20 6.98E+20 7.40E+20 7.05E+20 6.93E+20 7.37E+20 7.16E+20 6.39E+20 6.04E+20 5.64E+20 4.34E+20 4.12E+20 3.54E+20 2.95E+20 2.24E+20 2.12E+20 1.34E+20 9.98E+19 7.09E+19 5.04E+19 2.93E+19 1.98E+19 1.21E+19 6.42E+18 3.79E+18 1.87E+18 6.70E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.796  2.82E+23 1.88E+22 3.89E+23 1.54E+20 3.07E+20 4.60E+20 9.94E+20 1.40E+21 1.48E+21 1.41E+21 1.39E+21 1.47E+21 1.43E+21 1.28E+21 1.21E+21 1.13E+21 8.67E+20 8.24E+20 7.08E+20 5.89E+20 4.47E+20 4.24E+20 2.69E+20 2.00E+20 1.42E+20 1.01E+20 5.85E+19 3.96E+19 2.42E+19 1.28E+19 7.57E+18 3.73E+18 1.34E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.894  5.64E+23 3.76E+22 7.77E+23 3.07E+20 6.14E+20 9.18E+20 1.99E+21 2.79E+21 2.96E+21 2.82E+21 2.77E+21 2.94E+21 2.86E+21 2.55E+21 2.41E+21 2.25E+21 1.73E+21 1.65E+21 1.41E+21 1.18E+21 8.94E+20 8.49E+20 5.37E+20 3.99E+20 2.84E+20 2.01E+20 1.17E+20 7.93E+19 4.83E+19 2.57E+19 1.51E+19 7.46E+18 2.68E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.989  1.13E+24 7.52E+22 1.55E+24 6.14E+20 1.23E+21 1.84E+21 3.97E+21 5.58E+21 5.91E+21 5.63E+21 5.54E+21 5.88E+21 5.72E+21 5.10E+21 4.82E+21 4.50E+21 3.46E+21 3.30E+21 2.83E+21 2.35E+21 1.79E+21 1.70E+21 1.07E+21 7.98E+20 5.67E+20 4.03E+20 2.34E+20 1.59E+20 9.66E+19 5.13E+19 3.03E+19 1.49E+19 5.36E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.081  2.26E+24 1.50E+23 3.11E+24 1.23E+21 2.45E+21 3.67E+21 7.94E+21 1.11E+22 1.18E+22 1.12E+22 1.11E+22 1.18E+22 1.14E+22 1.02E+22 9.64E+21 9.00E+21 6.93E+21 6.59E+21 5.65E+21 4.71E+21 3.57E+21 3.39E+21 2.15E+21 1.59E+21 1.13E+21 8.06E+20 4.68E+20 3.17E+20 1.93E+20 1.03E+20 6.06E+19 2.98E+19 1.07E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.170  4.51E+24 3.00E+23 6.21E+24 2.45E+21 4.90E+21 7.33E+21 1.59E+22 2.23E+22 2.36E+22 2.25E+22 2.21E+22 2.35E+22 2.28E+22 2.04E+22 1.93E+22 1.80E+22 1.38E+22 1.32E+22 1.13E+22 9.41E+21 7.15E+21 6.78E+21 4.30E+21 3.19E+21 2.27E+21 1.61E+21 9.36E+20 6.34E+20 3.86E+20 2.05E+20 1.21E+20 5.97E+19 2.14E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.257  9.01E+24 6.01E+23 1.24E+25 4.90E+21 9.79E+21 1.46E+22 3.17E+22 4.45E+22 4.72E+22 4.49E+22 4.42E+22 4.70E+22 4.57E+22 4.07E+22 3.85E+22 3.60E+22 2.77E+22 2.63E+22 2.26E+22 1.88E+22 1.43E+22 1.36E+22 8.59E+21 6.38E+21 4.53E+21 3.22E+21 1.87E+21 1.27E+21 7.72E+20 4.10E+20 2.42E+20 1.19E+20 4.28E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.342  1.80E+25 1.20E+24 2.48E+25 9.79E+21 1.96E+22 2.93E+22 6.34E+22 8.90E+22 9.43E+22 8.98E+22 8.84E+22 9.39E+22 9.13E+22 8.14E+22 7.70E+22 7.19E+22 5.53E+22 5.26E+22 4.52E+22 3.76E+22 2.86E+22 2.71E+22 1.72E+22 1.27E+22 9.06E+21 6.44E+21 3.74E+21 2.53E+21 1.54E+21 8.20E+20 4.84E+20 2.39E+20 8.56E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 78 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for PT199  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.118  1.00E+00 4.42E+00 2.15E+01 1.00E+00 1.24E+00 1.47E+00 7.12E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.166  2.00E+00 4.76E+00 2.72E+01 8.33E-01 1.03E+00 1.27E+00 1.23E+00 3.95E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.204  4.00E+00 7.58E+00 3.96E+01 1.77E+00 2.65E+00 1.09E+00 1.22E+00 5.08E-01 3.39E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.235  7.00E+00 1.54E+01 7.74E+01 3.87E+00 5.27E+00 3.20E+00 1.39E+00 1.22E+00 5.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.263  1.30E+01 3.22E+01 1.63E+02 9.17E+00 8.56E+00 6.93E+00 4.39E+00 2.11E+00 6.78E-01 3.39E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.288  2.30E+01 5.11E+01 2.75E+02 1.34E+01 1.27E+01 1.09E+01 7.51E+00 4.12E+00 1.94E+00 5.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.311  4.10E+01 9.09E+01 5.18E+02 1.86E+01 2.17E+01 2.36E+01 1.42E+01 8.63E+00 3.33E+00 6.78E-01 1.69E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.332  6.90E+01 1.33E+02 7.97E+02 2.45E+01 3.05E+01 3.18E+01 2.56E+01 1.29E+01 5.54E+00 1.94E+00 5.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.353  1.13E+02 2.22E+02 1.41E+03 3.19E+01 4.77E+01 5.37E+01 4.51E+01 2.80E+01 1.11E+01 3.67E+00 6.78E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.372  1.82E+02 3.30E+02 2.14E+03 5.10E+01 6.58E+01 7.55E+01 6.43E+01 4.67E+01 1.85E+01 6.25E+00 1.39E+00 3.39E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.390  2.97E+02 5.86E+02 3.87E+03 8.17E+01 1.28E+02 1.31E+02 1.07E+02 7.64E+01 4.27E+01 1.46E+01 3.84E+00 5.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.407  4.78E+02 8.66E+02 5.77E+03 1.23E+02 1.87E+02 1.87E+02 1.60E+02 1.10E+02 6.47E+01 2.38E+01 8.22E+00 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.424  7.86E+02 1.59E+03 1.07E+04 2.26E+02 3.47E+02 3.52E+02 2.82E+02 1.95E+02 1.13E+02 5.40E+01 1.93E+01 5.30E+00 5.08E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.440  1.28E+03 2.40E+03 1.64E+04 3.28E+02 5.04E+02 5.28E+02 4.33E+02 3.05E+02 1.73E+02 8.40E+01 3.20E+01 1.11E+01 1.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.455  2.12E+03 4.26E+03 2.98E+04 5.26E+02 8.64E+02 9.32E+02 8.05E+02 5.52E+02 3.21E+02 1.53E+02 7.53E+01 2.19E+01 8.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.470  3.44E+03 6.29E+03 4.48E+04 7.39E+02 1.24E+03 1.38E+03 1.18E+03 8.39E+02 5.07E+02 2.42E+02 1.13E+02 3.78E+01 1.48E+01 1.97E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.485  5.60E+03 1.10E+04 8.09E+04 1.20E+03 2.06E+03 2.35E+03 2.09E+03 1.54E+03 9.60E+02 4.71E+02 2.22E+02 8.20E+01 3.38E+01 9.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.499  9.00E+03 1.62E+04 1.21E+05 1.76E+03 2.99E+03 3.38E+03 3.02E+03 2.27E+03 1.47E+03 7.55E+02 3.62E+02 1.31E+02 5.23E+01 1.74E+01 1.63E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.512  1.45E+04 2.80E+04 2.12E+05 2.92E+03 4.95E+03 5.74E+03 5.19E+03 3.96E+03 2.66E+03 1.40E+03 6.97E+02 2.88E+02 1.08E+02 3.36E+01 1.18E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.526  2.31E+04 4.09E+04 3.14E+05 4.20E+03 7.35E+03 8.21E+03 7.47E+03 5.73E+03 3.96E+03 2.17E+03 1.10E+03 4.80E+02 1.87E+02 5.56E+01 1.91E+01 2.72E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.551  5.90E+04 1.02E+05 8.07E+05 1.00E+04 1.76E+04 2.01E+04 1.86E+04 1.45E+04 1.02E+04 5.87E+03 3.18E+03 1.46E+03 6.62E+02 2.42E+02 7.18E+01 2.62E+01 3.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
