                    *********************************************************************************
                    *  Z= 66 A=162: Positive-Parity Spin-dependent Level Density [MeV-1] for DY162  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 170.00  3.451  1.75E+23 1.17E+22 2.30E+23 1.23E+20 2.46E+20 5.12E+20 8.99E+20 8.66E+20 7.58E+20 8.55E+20 1.04E+21 8.94E+20 9.40E+20 9.31E+20 6.45E+20 5.18E+20 4.75E+20 3.53E+20 2.85E+20 2.69E+20 2.27E+20 1.81E+20 1.41E+20 1.21E+20 9.14E+19 7.02E+19 6.73E+19 4.62E+19 3.36E+19 3.35E+19 2.67E+19 2.47E+19 1.32E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.551  3.51E+23 2.33E+22 4.60E+23 2.46E+20 4.92E+20 1.02E+21 1.80E+21 1.73E+21 1.51E+21 1.71E+21 2.07E+21 1.79E+21 1.88E+21 1.86E+21 1.29E+21 1.03E+21 9.50E+20 7.06E+20 5.70E+20 5.37E+20 4.53E+20 3.61E+20 2.83E+20 2.41E+20 1.83E+20 1.40E+20 1.35E+20 9.24E+19 6.72E+19 6.70E+19 5.35E+19 4.94E+19 2.65E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.649  7.01E+23 4.67E+22 9.19E+23 4.92E+20 9.82E+20 2.04E+21 3.59E+21 3.46E+21 3.03E+21 3.41E+21 4.14E+21 3.57E+21 3.76E+21 3.72E+21 2.58E+21 2.07E+21 1.90E+21 1.41E+21 1.14E+21 1.07E+21 9.06E+20 7.22E+20 5.66E+20 4.82E+20 3.65E+20 2.81E+20 2.69E+20 1.85E+20 1.34E+20 1.34E+20 1.07E+20 9.88E+19 5.29E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.743  1.40E+24 9.32E+22 1.84E+24 9.83E+20 1.96E+21 4.08E+21 7.18E+21 6.91E+21 6.05E+21 6.82E+21 8.27E+21 7.14E+21 7.51E+21 7.43E+21 5.15E+21 4.13E+21 3.79E+21 2.82E+21 2.28E+21 2.15E+21 1.81E+21 1.44E+21 1.13E+21 9.63E+20 7.31E+20 5.61E+20 5.38E+20 3.70E+20 2.69E+20 2.68E+20 2.14E+20 1.98E+20 1.06E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=159: Positive-Parity Spin-dependent Level Density [MeV-1] for DY159  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.132  2.00E+00 8.10E+00 7.56E+01 0.00E+00 7.10E-01 1.71E+00 1.42E+00 1.42E+00 1.42E+00 1.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.186  4.00E+00 9.44E+00 8.90E+01 8.59E-02 1.42E+00 2.02E+00 1.18E+00 1.18E+00 1.18E+00 1.18E+00 1.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.228  7.00E+00 1.79E+01 1.69E+02 7.88E-01 2.30E+00 4.17E+00 2.54E+00 2.54E+00 1.52E+00 1.01E+00 1.01E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.263  1.40E+01 3.42E+01 2.88E+02 2.31E+00 5.55E+00 8.64E+00 6.09E+00 3.55E+00 2.54E+00 2.03E+00 1.01E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.294  2.60E+01 6.19E+01 6.02E+02 2.31E+00 6.28E+00 1.09E+01 1.13E+01 9.16E+00 8.87E+00 5.99E+00 2.54E+00 1.52E+00 1.01E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.322  4.50E+01 9.58E+01 9.62E+02 4.10E+00 9.44E+00 1.69E+01 1.42E+01 1.18E+01 1.33E+01 1.18E+01 7.61E+00 2.54E+00 1.52E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.348  8.20E+01 2.01E+02 2.03E+03 8.67E+00 2.16E+01 3.34E+01 3.06E+01 2.75E+01 2.57E+01 1.88E+01 1.42E+01 1.04E+01 5.28E+00 2.03E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.372  1.45E+02 3.01E+02 3.10E+03 1.31E+01 3.26E+01 4.88E+01 4.35E+01 3.94E+01 3.73E+01 2.94E+01 2.21E+01 1.49E+01 1.09E+01 5.28E+00 1.52E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.395  2.56E+02 5.83E+02 6.18E+03 2.49E+01 5.81E+01 8.59E+01 8.66E+01 7.98E+01 7.25E+01 5.70E+01 4.25E+01 2.98E+01 2.09E+01 1.38E+01 6.10E+00 2.76E+00 1.22E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.416  4.36E+02 8.57E+02 9.32E+03 3.33E+01 8.17E+01 1.20E+02 1.20E+02 1.17E+02 1.12E+02 8.87E+01 6.59E+01 4.42E+01 3.21E+01 2.14E+01 1.17E+01 5.29E+00 1.73E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.436  7.40E+02 1.58E+03 1.74E+04 6.48E+01 1.45E+02 2.16E+02 2.26E+02 2.12E+02 1.95E+02 1.61E+02 1.33E+02 8.89E+01 5.85E+01 3.66E+01 2.23E+01 1.39E+01 5.79E+00 1.52E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.456  1.23E+03 2.30E+03 2.56E+04 9.53E+01 2.11E+02 3.05E+02 3.12E+02 3.03E+02 2.91E+02 2.33E+02 1.94E+02 1.41E+02 9.26E+01 5.54E+01 3.37E+01 2.00E+01 1.09E+01 3.55E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.474  2.03E+03 4.13E+03 4.68E+04 1.68E+02 3.64E+02 5.32E+02 5.65E+02 5.38E+02 5.08E+02 4.16E+02 3.55E+02 2.50E+02 1.83E+02 1.16E+02 6.49E+01 3.59E+01 2.07E+01 1.06E+01 3.04E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.492  3.30E+03 6.03E+03 6.91E+04 2.48E+02 5.20E+02 7.63E+02 7.88E+02 7.77E+02 7.62E+02 6.16E+02 5.12E+02 3.77E+02 2.66E+02 1.84E+02 1.06E+02 5.78E+01 3.25E+01 1.57E+01 6.59E+00 1.52E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.509  5.36E+03 1.05E+04 1.22E+05 4.26E+02 8.80E+02 1.28E+03 1.34E+03 1.32E+03 1.30E+03 1.08E+03 9.27E+02 6.72E+02 4.74E+02 3.17E+02 2.12E+02 1.16E+02 6.09E+01 3.28E+01 1.47E+01 4.56E+00 1.52E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.526  8.59E+03 1.53E+04 1.79E+05 6.18E+02 1.26E+03 1.85E+03 1.96E+03 1.94E+03 1.89E+03 1.55E+03 1.35E+03 1.01E+03 7.11E+02 4.78E+02 3.04E+02 1.84E+02 9.79E+01 5.40E+01 2.34E+01 1.09E+01 3.25E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.542  1.38E+04 2.66E+04 3.15E+05 1.06E+03 2.13E+03 3.13E+03 3.32E+03 3.34E+03 3.31E+03 2.74E+03 2.35E+03 1.77E+03 1.30E+03 8.74E+02 5.60E+02 3.28E+02 1.98E+02 1.02E+02 4.96E+01 2.12E+01 9.75E+00 1.52E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.558  2.20E+04 3.86E+04 4.61E+05 1.50E+03 3.05E+03 4.49E+03 4.86E+03 4.86E+03 4.75E+03 3.96E+03 3.44E+03 2.59E+03 1.89E+03 1.29E+03 8.39E+02 5.03E+02 2.98E+02 1.66E+02 7.57E+01 3.31E+01 1.81E+01 4.47E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.573  3.51E+04 6.64E+04 8.04E+05 2.55E+03 5.11E+03 7.47E+03 8.15E+03 8.22E+03 8.18E+03 6.89E+03 6.00E+03 4.63E+03 3.35E+03 2.28E+03 1.54E+03 9.28E+02 5.50E+02 3.12E+02 1.59E+02 6.71E+01 3.35E+01 1.45E+01 2.55E+00 1.23E+00 2.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.588  5.54E+04 9.62E+04 1.17E+06 3.69E+03 7.40E+03 1.08E+04 1.17E+04 1.19E+04 1.17E+04 9.84E+03 8.82E+03 6.67E+03 4.94E+03 3.36E+03 2.27E+03 1.40E+03 8.24E+02 4.72E+02 2.43E+02 1.09E+02 5.04E+01 2.21E+01 6.10E+00 1.74E+00 1.73E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.617  1.38E+05 2.35E+05 2.91E+06 8.76E+03 1.74E+04 2.53E+04 2.79E+04 2.86E+04 2.84E+04 2.42E+04 2.17E+04 1.68E+04 1.26E+04 8.76E+03 6.05E+03 3.73E+03 2.30E+03 1.34E+03 7.22E+02 3.46E+02 1.65E+02 7.12E+01 2.69E+01 8.03E+00 2.24E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.644  3.38E+05 5.64E+05 7.12E+06 2.03E+04 4.04E+04 5.86E+04 6.52E+04 6.74E+04 6.75E+04 5.80E+04 5.28E+04 4.15E+04 3.13E+04 2.21E+04 1.55E+04 9.89E+03 6.15E+03 3.59E+03 2.03E+03 1.02E+03 5.02E+02 2.39E+02 9.15E+01 3.65E+01 1.31E+01 3.16E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.671  8.13E+05 1.33E+06 1.71E+07 4.68E+04 9.25E+04 1.35E+05 1.51E+05 1.57E+05 1.58E+05 1.37E+05 1.25E+05 1.00E+05 7.65E+04 5.49E+04 3.92E+04 2.53E+04 1.62E+04 9.74E+03 5.56E+03 2.89E+03 1.48E+03 7.18E+02 3.18E+02 1.19E+02 5.89E+01 2.06E+01 4.68E+00 2.22E+00 1.13E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.696  1.93E+06 3.12E+06 4.07E+07 1.07E+05 2.11E+05 3.06E+05 3.45E+05 3.61E+05 3.66E+05 3.19E+05 2.95E+05 2.37E+05 1.83E+05 1.33E+05 9.68E+04 6.39E+04 4.15E+04 2.55E+04 1.50E+04 8.04E+03 4.20E+03 2.12E+03 9.74E+02 4.29E+02 1.81E+02 8.02E+01 2.63E+01 1.00E+01 6.12E+00 2.07E+00 7.28E-01 2.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.720  4.51E+06 7.21E+06 9.54E+07 2.41E+05 4.75E+05 6.92E+05 7.71E+05 8.20E+05 8.36E+05 7.36E+05 6.86E+05 5.57E+05 4.33E+05 3.19E+05 2.35E+05 1.57E+05 1.04E+05 6.52E+04 3.93E+04 2.18E+04 1.17E+04 5.96E+03 2.93E+03 1.35E+03 6.30E+02 2.64E+02 1.06E+02 3.92E+01 2.01E+01 8.68E+00 1.98E+00 1.43E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.744  1.04E+07 1.65E+07 2.22E+08 5.38E+05 1.06E+06 1.55E+06 1.73E+06 1.85E+06 1.91E+06 1.68E+06 1.57E+06 1.29E+06 1.01E+06 7.54E+05 5.62E+05 3.80E+05 2.56E+05 1.63E+05 1.01E+05 5.71E+04 3.17E+04 1.67E+04 8.31E+03 4.04E+03 1.92E+03 8.96E+02 3.80E+02 1.69E+02 6.93E+01 3.55E+01 1.14E+01 3.39E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.767  2.39E+07 3.75E+07 5.09E+08 1.19E+06 2.34E+06 3.42E+06 3.85E+06 4.13E+06 4.28E+06 3.80E+06 3.56E+06 2.97E+06 2.34E+06 1.76E+06 1.32E+06 9.10E+05 6.19E+05 4.01E+05 2.53E+05 1.47E+05 8.34E+04 4.52E+04 2.33E+04 1.17E+04 5.82E+03 2.76E+03 1.27E+03 5.68E+02 2.69E+02 1.27E+02 4.92E+01 2.29E+01 5.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.789  5.43E+07 8.41E+07 1.16E+09 2.61E+06 5.14E+06 7.51E+06 8.47E+06 9.14E+06 9.51E+06 8.49E+06 8.00E+06 6.72E+06 5.34E+06 4.06E+06 3.09E+06 2.14E+06 1.48E+06 9.71E+05 6.24E+05 3.69E+05 2.14E+05 1.19E+05 6.32E+04 3.29E+04 1.68E+04 8.30E+03 3.95E+03 1.95E+03 9.00E+02 4.49E+02 1.88E+02 8.39E+01 2.59E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.811  1.22E+08 1.87E+08 2.61E+09 5.67E+06 1.12E+07 1.64E+07 1.85E+07 2.00E+07 2.09E+07 1.88E+07 1.78E+07 1.50E+07 1.20E+07 9.24E+06 7.09E+06 5.00E+06 3.48E+06 2.32E+06 1.51E+06 9.12E+05 5.40E+05 3.07E+05 1.67E+05 8.99E+04 4.74E+04 2.40E+04 1.20E+04 6.05E+03 2.95E+03 1.47E+03 6.64E+02 3.48E+02 1.02E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.832  2.72E+08 4.13E+08 5.82E+09 1.22E+07 2.41E+07 3.54E+07 4.01E+07 4.36E+07 4.57E+07 4.12E+07 3.92E+07 3.34E+07 2.69E+07 2.08E+07 1.61E+07 1.15E+07 8.08E+06 5.47E+06 3.61E+06 2.22E+06 1.34E+06 7.74E+05 4.32E+05 2.38E+05 1.29E+05 6.75E+04 3.48E+04 1.82E+04 9.13E+03 4.70E+03 2.23E+03 1.20E+03 3.59E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
