                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   2.00  0.349  1.16E+02 2.23E+02 2.39E+03 1.11E+01 2.03E+01 2.70E+01 3.33E+01 3.43E+01 2.71E+01 2.13E+01 1.84E+01 1.53E+01 6.72E+00 3.71E+00 1.53E+00 1.93E+00 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.370  1.97E+02 4.24E+02 4.61E+03 2.10E+01 3.97E+01 5.23E+01 5.83E+01 5.93E+01 5.41E+01 5.01E+01 2.99E+01 2.50E+01 1.65E+01 9.13E+00 4.24E+00 2.93E+00 9.99E-01 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.390  3.32E+02 6.52E+02 7.08E+03 3.32E+01 6.21E+01 8.46E+01 8.88E+01 9.15E+01 7.66E+01 6.91E+01 5.35E+01 3.49E+01 2.51E+01 1.73E+01 8.67E+00 3.43E+00 2.50E+00 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.409  5.58E+02 1.16E+03 1.29E+04 5.45E+01 1.00E+02 1.40E+02 1.60E+02 1.69E+02 1.45E+02 1.18E+02 9.31E+01 7.31E+01 4.42E+01 3.07E+01 1.95E+01 7.14E+00 2.55E+00 1.71E+00 5.11E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.427  9.15E+02 1.69E+03 1.91E+04 7.41E+01 1.46E+02 2.01E+02 2.29E+02 2.38E+02 2.19E+02 1.75E+02 1.33E+02 1.04E+02 7.24E+01 4.67E+01 3.03E+01 1.30E+01 5.27E+00 3.64E+00 5.38E-01 9.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.444  1.51E+03 3.05E+03 3.48E+04 1.31E+02 2.57E+02 3.60E+02 4.08E+02 4.20E+02 3.77E+02 3.19E+02 2.56E+02 1.89E+02 1.30E+02 8.57E+01 5.41E+01 3.13E+01 1.44E+01 6.57E+00 3.46E+00 1.93E+00 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.461  2.44E+03 4.45E+03 5.10E+04 1.91E+02 3.72E+02 5.24E+02 5.95E+02 6.04E+02 5.52E+02 4.64E+02 3.68E+02 2.91E+02 1.94E+02 1.28E+02 8.15E+01 4.32E+01 2.21E+01 9.78E+00 5.46E+00 2.64E+00 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.477  3.95E+03 7.59E+03 8.91E+04 3.08E+02 6.06E+02 8.57E+02 9.69E+02 1.04E+03 9.35E+02 8.10E+02 6.48E+02 4.99E+02 3.63E+02 2.25E+02 1.55E+02 8.40E+01 4.97E+01 2.08E+01 1.00E+01 5.35E+00 1.75E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.493  6.29E+03 1.11E+04 1.30E+05 4.64E+02 9.09E+02 1.27E+03 1.42E+03 1.48E+03 1.36E+03 1.17E+03 9.31E+02 7.30E+02 5.22E+02 3.46E+02 2.28E+02 1.35E+02 7.37E+01 3.55E+01 1.65E+01 9.28E+00 3.68E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.508  1.01E+04 1.93E+04 2.29E+05 7.99E+02 1.55E+03 2.14E+03 2.46E+03 2.55E+03 2.32E+03 2.01E+03 1.65E+03 1.29E+03 9.26E+02 6.30E+02 4.27E+02 2.46E+02 1.46E+02 7.23E+01 3.89E+01 2.19E+01 1.03E+01 4.57E+00 9.58E-02 4.30E-01 0.00E+00 2.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.523  1.60E+04 2.78E+04 3.33E+05 1.12E+03 2.20E+03 3.06E+03 3.55E+03 3.67E+03 3.35E+03 2.90E+03 2.34E+03 1.89E+03 1.35E+03 9.21E+02 6.45E+02 3.65E+02 2.24E+02 1.14E+02 6.49E+01 3.34E+01 1.68E+01 7.74E+00 3.09E+00 2.36E+00 0.00E+00 2.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.537  2.54E+04 4.73E+04 5.75E+05 1.83E+03 3.61E+03 5.06E+03 5.84E+03 6.16E+03 5.73E+03 4.99E+03 4.06E+03 3.26E+03 2.37E+03 1.62E+03 1.14E+03 6.80E+02 4.14E+02 2.28E+02 1.29E+02 6.70E+01 3.61E+01 1.79E+01 6.95E+00 5.21E+00 1.01E+00 9.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.551  3.98E+04 6.81E+04 8.31E+05 2.67E+03 5.26E+03 7.31E+03 8.41E+03 8.75E+03 8.09E+03 7.19E+03 5.83E+03 4.71E+03 3.44E+03 2.38E+03 1.68E+03 1.02E+03 6.29E+02 3.54E+02 2.03E+02 1.07E+02 5.28E+01 2.94E+01 1.33E+01 1.01E+01 1.01E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.578  9.79E+04 1.64E+05 2.04E+06 6.27E+03 1.24E+04 1.72E+04 1.98E+04 2.07E+04 1.93E+04 1.72E+04 1.41E+04 1.16E+04 8.63E+03 6.03E+03 4.35E+03 2.71E+03 1.74E+03 9.81E+02 5.91E+02 3.18E+02 1.78E+02 1.03E+02 5.34E+01 2.68E+01 9.84E+00 5.43E+00 1.84E+00 1.14E+00 2.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.604  2.37E+05 3.92E+05 4.95E+06 1.46E+04 2.88E+04 4.00E+04 4.63E+04 4.85E+04 4.55E+04 4.10E+04 3.39E+04 2.81E+04 2.10E+04 1.51E+04 1.10E+04 7.11E+03 4.63E+03 2.73E+03 1.66E+03 9.54E+02 5.50E+02 3.24E+02 1.67E+02 8.84E+01 4.25E+01 2.31E+01 9.63E+00 5.43E+00 1.33E+00 4.30E-01 0.00E+00 2.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.629  5.65E+05 9.20E+05 1.18E+07 3.32E+04 6.56E+04 9.16E+04 1.06E+05 1.12E+05 1.06E+05 9.60E+04 8.01E+04 6.69E+04 5.08E+04 3.68E+04 2.73E+04 1.80E+04 1.20E+04 7.26E+03 4.55E+03 2.68E+03 1.62E+03 9.56E+02 5.44E+02 3.11E+02 1.49E+02 8.40E+01 3.90E+01 1.98E+01 9.42E+00 6.07E+00 1.27E+00 9.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.652  1.33E+06 2.14E+06 2.79E+07 7.55E+04 1.49E+05 2.08E+05 2.41E+05 2.56E+05 2.43E+05 2.22E+05 1.87E+05 1.57E+05 1.20E+05 8.85E+04 6.65E+04 4.44E+04 3.03E+04 1.88E+04 1.21E+04 7.29E+03 4.47E+03 2.82E+03 1.60E+03 9.72E+02 4.91E+02 2.66E+02 1.52E+02 8.13E+01 4.46E+01 2.05E+01 7.89E+00 3.65E+00 4.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.675  3.09E+06 4.89E+06 6.48E+07 1.69E+05 3.34E+05 4.64E+05 5.39E+05 5.75E+05 5.52E+05 5.06E+05 4.28E+05 3.62E+05 2.81E+05 2.09E+05 1.59E+05 1.08E+05 7.46E+04 4.75E+04 3.11E+04 1.93E+04 1.22E+04 7.82E+03 4.62E+03 2.81E+03 1.49E+03 8.88E+02 5.06E+02 2.91E+02 1.73E+02 7.85E+01 3.69E+01 1.78E+01 3.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.697  7.09E+06 1.11E+07 1.49E+08 3.76E+05 7.43E+05 1.04E+06 1.20E+06 1.30E+06 1.24E+06 1.14E+06 9.73E+05 8.33E+05 6.50E+05 4.87E+05 3.75E+05 2.58E+05 1.81E+05 1.17E+05 7.83E+04 4.97E+04 3.21E+04 2.11E+04 1.27E+04 8.06E+03 4.42E+03 2.75E+03 1.59E+03 9.37E+02 5.76E+02 2.74E+02 1.49E+02 6.31E+01 1.30E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.719  1.61E+07 2.50E+07 3.41E+08 8.26E+05 1.64E+06 2.28E+06 2.66E+06 2.87E+06 2.77E+06 2.55E+06 2.20E+06 1.88E+06 1.48E+06 1.12E+06 8.72E+05 6.08E+05 4.34E+05 2.84E+05 1.93E+05 1.25E+05 8.24E+04 5.52E+04 3.43E+04 2.22E+04 1.24E+04 7.94E+03 4.74E+03 2.89E+03 1.87E+03 9.71E+02 5.15E+02 2.06E+02 5.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.740  3.63E+07 5.58E+07 7.70E+08 1.80E+06 3.57E+06 4.99E+06 5.83E+06 6.32E+06 6.11E+06 5.65E+06 4.90E+06 4.22E+06 3.36E+06 2.55E+06 2.00E+06 1.41E+06 1.02E+06 6.79E+05 4.69E+05 3.08E+05 2.07E+05 1.41E+05 8.97E+04 5.89E+04 3.39E+04 2.21E+04 1.35E+04 8.56E+03 5.63E+03 2.97E+03 1.60E+03 7.24E+02 2.11E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.760  8.11E+07 1.23E+08 1.72E+09 3.91E+06 7.75E+06 1.08E+07 1.27E+07 1.38E+07 1.34E+07 1.24E+07 1.08E+07 9.37E+06 7.50E+06 5.75E+06 4.55E+06 3.24E+06 2.37E+06 1.60E+06 1.12E+06 7.47E+05 5.10E+05 3.53E+05 2.29E+05 1.53E+05 8.99E+04 5.98E+04 3.74E+04 2.41E+04 1.62E+04 8.81E+03 4.92E+03 2.30E+03 6.77E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.780  1.79E+08 2.70E+08 3.82E+09 8.40E+06 1.67E+07 2.33E+07 2.74E+07 2.98E+07 2.90E+07 2.70E+07 2.36E+07 2.06E+07 1.66E+07 1.28E+07 1.02E+07 7.36E+06 5.43E+06 3.70E+06 2.63E+06 1.78E+06 1.23E+06 8.65E+05 5.70E+05 3.86E+05 2.32E+05 1.57E+05 1.00E+05 6.59E+04 4.53E+04 2.53E+04 1.42E+04 6.83E+03 2.14E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.818  9.48E+08 1.27E+09 1.84E+10 3.81E+07 7.55E+07 1.06E+08 1.25E+08 1.36E+08 1.33E+08 1.25E+08 1.11E+08 9.72E+07 7.92E+07 6.20E+07 5.01E+07 3.67E+07 2.76E+07 1.92E+07 1.39E+07 9.67E+06 6.86E+06 4.94E+06 3.35E+06 2.33E+06 1.45E+06 1.01E+06 6.67E+05 4.53E+05 3.23E+05 1.86E+05 1.08E+05 5.51E+04 1.87E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.854  4.47E+09 5.78E+09 8.55E+10 1.68E+08 3.34E+08 4.69E+08 5.53E+08 6.08E+08 5.98E+08 5.65E+08 5.02E+08 4.45E+08 3.66E+08 2.90E+08 2.37E+08 1.76E+08 1.35E+08 9.54E+07 7.05E+07 4.99E+07 3.62E+07 2.66E+07 1.85E+07 1.32E+07 8.43E+06 6.01E+06 4.07E+06 2.84E+06 2.08E+06 1.24E+06 7.38E+05 3.91E+05 1.41E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.889  2.02E+10 2.57E+10 3.88E+11 7.25E+08 1.44E+09 2.03E+09 2.40E+09 2.64E+09 2.61E+09 2.48E+09 2.22E+09 1.98E+09 1.65E+09 1.32E+09 1.09E+09 8.19E+08 6.34E+08 4.56E+08 3.42E+08 2.47E+08 1.82E+08 1.36E+08 9.67E+07 7.03E+07 4.61E+07 3.35E+07 2.33E+07 1.66E+07 1.25E+07 7.59E+06 4.61E+06 2.53E+06 9.51E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.922  8.89E+10 1.12E+11 1.72E+12 3.06E+09 6.08E+09 8.57E+09 1.02E+10 1.12E+10 1.12E+10 1.07E+10 9.58E+09 8.61E+09 7.21E+09 5.81E+09 4.85E+09 3.69E+09 2.89E+09 2.11E+09 1.61E+09 1.18E+09 8.80E+08 6.70E+08 4.83E+08 3.57E+08 2.39E+08 1.77E+08 1.25E+08 9.12E+07 6.98E+07 4.34E+07 2.69E+07 1.51E+07 5.89E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.955  2.51E+11 2.12E+11 3.30E+12 5.62E+09 1.12E+10 1.60E+10 1.92E+10 2.12E+10 2.09E+10 2.01E+10 1.83E+10 1.64E+10 1.38E+10 1.12E+10 9.36E+09 7.17E+09 5.61E+09 4.14E+09 3.16E+09 2.32E+09 1.75E+09 1.34E+09 9.72E+08 7.24E+08 4.86E+08 3.64E+08 2.59E+08 1.89E+08 1.46E+08 9.25E+07 5.77E+07 3.24E+07 1.29E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.986  5.59E+11 4.03E+11 6.33E+12 1.03E+10 2.05E+10 2.98E+10 3.64E+10 3.98E+10 3.92E+10 3.80E+10 3.50E+10 3.13E+10 2.66E+10 2.17E+10 1.81E+10 1.39E+10 1.09E+10 8.14E+09 6.22E+09 4.59E+09 3.48E+09 2.69E+09 1.96E+09 1.47E+09 9.87E+08 7.49E+08 5.36E+08 3.93E+08 3.05E+08 1.97E+08 1.24E+08 6.96E+07 2.83E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.016  1.14E+12 7.67E+11 1.22E+13 1.90E+10 3.77E+10 5.55E+10 6.90E+10 7.50E+10 7.34E+10 7.17E+10 6.68E+10 5.97E+10 5.11E+10 4.18E+10 3.48E+10 2.71E+10 2.12E+10 1.60E+10 1.23E+10 9.07E+09 6.92E+09 5.38E+09 3.94E+09 2.98E+09 2.01E+09 1.54E+09 1.11E+09 8.17E+08 6.39E+08 4.19E+08 2.66E+08 1.49E+08 6.19E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.046  2.26E+12 1.46E+12 2.34E+13 3.48E+10 6.92E+10 1.04E+11 1.31E+11 1.41E+11 1.37E+11 1.35E+11 1.28E+11 1.14E+11 9.83E+10 8.06E+10 6.72E+10 5.25E+10 4.11E+10 3.14E+10 2.41E+10 1.79E+10 1.38E+10 1.08E+10 7.93E+09 6.04E+09 4.07E+09 3.16E+09 2.29E+09 1.70E+09 1.34E+09 8.92E+08 5.70E+08 3.20E+08 1.36E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.075  4.38E+12 2.78E+12 4.51E+13 6.39E+10 1.27E+11 1.93E+11 2.47E+11 2.66E+11 2.58E+11 2.56E+11 2.44E+11 2.17E+11 1.89E+11 1.56E+11 1.30E+11 1.02E+11 7.97E+10 6.18E+10 4.75E+10 3.54E+10 2.73E+10 2.15E+10 1.59E+10 1.22E+10 8.28E+09 6.50E+09 4.73E+09 3.52E+09 2.79E+09 1.90E+09 1.22E+09 6.87E+08 2.97E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.102  8.41E+12 5.29E+12 8.68E+13 1.17E+11 2.34E+11 3.60E+11 4.68E+11 5.01E+11 4.83E+11 4.83E+11 4.66E+11 4.14E+11 3.63E+11 3.00E+11 2.50E+11 1.98E+11 1.55E+11 1.21E+11 9.36E+10 7.00E+10 5.44E+10 4.31E+10 3.21E+10 2.48E+10 1.68E+10 1.34E+10 9.78E+09 7.32E+09 5.84E+09 4.04E+09 2.63E+09 1.47E+09 6.50E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.169  4.82E+13 2.65E+13 4.48E+14 5.37E+11 1.07E+12 1.71E+12 2.31E+12 2.44E+12 2.32E+12 2.37E+12 2.35E+12 2.08E+12 1.86E+12 1.55E+12 1.29E+12 1.04E+12 8.13E+11 6.56E+11 5.09E+11 3.85E+11 3.03E+11 2.44E+11 1.84E+11 1.45E+11 9.90E+10 8.09E+10 6.01E+10 4.55E+10 3.70E+10 2.67E+10 1.77E+10 9.93E+09 4.61E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.233  2.48E+14 1.33E+14 2.32E+15 2.45E+12 4.88E+12 8.10E+12 1.14E+13 1.19E+13 1.12E+13 1.16E+13 1.18E+13 1.04E+13 9.52E+12 8.04E+12 6.69E+12 5.48E+12 4.27E+12 3.55E+12 2.77E+12 2.11E+12 1.69E+12 1.38E+12 1.06E+12 8.51E+11 5.82E+11 4.90E+11 3.69E+11 2.83E+11 2.34E+11 1.77E+11 1.19E+11 6.70E+10 3.28E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
