                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
 120.00  2.686  5.21E+21 3.48E+20 7.48E+21 3.49E+18 6.97E+18 1.44E+19 2.12E+19 2.46E+19 1.93E+19 2.52E+19 2.79E+19 2.57E+19 2.69E+19 2.40E+19 1.75E+19 1.77E+19 1.15E+19 1.15E+19 1.13E+19 9.47E+18 8.43E+18 6.69E+18 6.09E+18 4.78E+18 4.44E+18 4.21E+18 3.19E+18 2.64E+18 2.96E+18 2.48E+18 1.47E+18 9.86E+17 7.00E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.795  1.04E+22 6.95E+20 1.49E+22 6.97E+18 1.39E+19 2.89E+19 4.24E+19 4.91E+19 3.86E+19 5.03E+19 5.57E+19 5.13E+19 5.38E+19 4.79E+19 3.50E+19 3.54E+19 2.30E+19 2.30E+19 2.26E+19 1.89E+19 1.68E+19 1.34E+19 1.22E+19 9.56E+18 8.87E+18 8.41E+18 6.37E+18 5.29E+18 5.92E+18 4.95E+18 2.94E+18 1.97E+18 1.40E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.901  2.08E+22 1.39E+21 2.99E+22 1.39E+19 2.78E+19 5.77E+19 8.48E+19 9.81E+19 7.71E+19 1.00E+20 1.11E+20 1.03E+20 1.08E+20 9.58E+19 7.00E+19 7.07E+19 4.61E+19 4.61E+19 4.53E+19 3.79E+19 3.37E+19 2.67E+19 2.43E+19 1.91E+19 1.77E+19 1.68E+19 1.27E+19 1.06E+19 1.18E+19 9.90E+18 5.88E+18 3.94E+18 2.80E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.003  4.17E+22 2.78E+21 5.97E+22 2.78E+19 5.55E+19 1.15E+20 1.69E+20 1.96E+20 1.54E+20 2.01E+20 2.22E+20 2.05E+20 2.15E+20 1.92E+20 1.40E+20 1.41E+20 9.20E+19 9.21E+19 9.04E+19 7.57E+19 6.73E+19 5.34E+19 4.86E+19 3.82E+19 3.54E+19 3.36E+19 2.55E+19 2.11E+19 2.37E+19 1.98E+19 1.18E+19 7.88E+18 5.60E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.101  8.33E+22 5.55E+21 1.19E+23 5.55E+19 1.11E+20 2.30E+20 3.39E+20 3.92E+20 3.08E+20 4.01E+20 4.45E+20 4.10E+20 4.29E+20 3.83E+20 2.79E+20 2.82E+20 1.84E+20 1.84E+20 1.81E+20 1.51E+20 1.35E+20 1.07E+20 9.72E+19 7.64E+19 7.08E+19 6.72E+19 5.09E+19 4.22E+19 4.73E+19 3.96E+19 2.35E+19 1.58E+19 1.12E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.197  1.66E+23 1.11E+22 2.38E+23 1.11E+20 2.22E+20 4.60E+20 6.76E+20 7.82E+20 6.15E+20 8.02E+20 8.88E+20 8.19E+20 8.58E+20 7.65E+20 5.58E+20 5.64E+20 3.68E+20 3.68E+20 3.61E+20 3.02E+20 2.69E+20 2.13E+20 1.94E+20 1.53E+20 1.42E+20 1.34E+20 1.02E+20 8.44E+19 9.46E+19 7.92E+19 4.70E+19 3.15E+19 2.24E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.289  3.33E+23 2.22E+22 4.76E+23 2.22E+20 4.43E+20 9.19E+20 1.35E+21 1.56E+21 1.23E+21 1.60E+21 1.78E+21 1.64E+21 1.71E+21 1.53E+21 1.12E+21 1.13E+21 7.35E+20 7.35E+20 7.22E+20 6.04E+20 5.38E+20 4.27E+20 3.89E+20 3.05E+20 2.83E+20 2.69E+20 2.04E+20 1.69E+20 1.89E+20 1.58E+20 9.40E+19 6.30E+19 4.48E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.379  6.65E+23 4.43E+22 9.52E+23 4.43E+20 8.84E+20 1.84E+21 2.70E+21 3.12E+21 2.45E+21 3.20E+21 3.55E+21 3.27E+21 3.43E+21 3.05E+21 2.23E+21 2.25E+21 1.47E+21 1.47E+21 1.44E+21 1.21E+21 1.07E+21 8.53E+20 7.77E+20 6.10E+20 5.66E+20 5.37E+20 4.07E+20 3.37E+20 3.78E+20 3.16E+20 1.88E+20 1.26E+20 8.95E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.467  1.33E+24 8.85E+22 1.90E+24 8.84E+20 1.77E+21 3.67E+21 5.40E+21 6.24E+21 4.90E+21 6.40E+21 7.09E+21 6.53E+21 6.85E+21 6.11E+21 4.46E+21 4.50E+21 2.93E+21 2.94E+21 2.89E+21 2.41E+21 2.15E+21 1.70E+21 1.55E+21 1.22E+21 1.13E+21 1.07E+21 8.13E+20 6.75E+20 7.56E+20 6.33E+20 3.76E+20 2.52E+20 1.79E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 73 A=183: Negative-parity Spin-dependent Level Density [MeV-1] for TA183  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.123  1.00E+00 6.42E+00 7.65E+01 0.00E+00 0.00E+00 1.00E+00 6.83E-01 1.00E+00 6.89E-01 1.68E+00 6.83E-01 6.83E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.173  3.00E+00 7.34E+00 8.93E+01 0.00E+00 0.00E+00 8.33E-01 5.81E-01 2.24E+00 5.74E-01 1.40E+00 5.69E-01 5.69E-01 5.69E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.212  6.00E+00 1.33E+01 1.32E+02 7.14E-01 1.92E+00 2.21E+00 1.70E+00 1.20E+00 1.47E+00 1.69E+00 9.76E-01 9.76E-01 4.88E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.245  1.10E+01 2.65E+01 2.66E+02 1.20E+00 2.89E+00 3.67E+00 4.14E+00 5.11E+00 3.12E+00 2.18E+00 1.46E+00 9.76E-01 5.07E-01 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.274  2.00E+01 4.87E+01 5.09E+02 2.40E+00 4.58E+00 4.68E+00 6.61E+00 8.98E+00 8.98E+00 5.60E+00 1.96E+00 2.18E+00 9.95E-01 1.20E+00 4.88E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.300  3.50E+01 7.30E+01 7.69E+02 3.40E+00 7.74E+00 9.53E+00 8.35E+00 1.07E+01 1.05E+01 1.10E+01 4.88E+00 2.67E+00 1.71E+00 1.69E+00 9.76E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.324  6.20E+01 1.44E+02 1.50E+03 8.47E+00 1.52E+01 1.91E+01 2.03E+01 2.03E+01 1.70E+01 1.50E+01 1.32E+01 8.00E+00 3.40E+00 1.69E+00 1.49E+00 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.347  1.08E+02 2.22E+02 2.38E+03 1.04E+01 1.96E+01 2.75E+01 3.49E+01 3.30E+01 2.66E+01 2.25E+01 1.76E+01 1.51E+01 6.82E+00 3.87E+00 1.49E+00 1.69E+00 4.88E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.368  1.83E+02 3.77E+02 4.18E+03 1.63E+01 3.36E+01 4.44E+01 5.04E+01 5.34E+01 4.95E+01 4.22E+01 2.99E+01 2.38E+01 1.73E+01 8.00E+00 4.15E+00 2.18E+00 1.46E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.388  3.03E+02 5.86E+02 6.45E+03 2.86E+01 5.38E+01 7.42E+01 7.92E+01 8.26E+01 6.94E+01 6.31E+01 4.50E+01 3.30E+01 2.60E+01 1.87E+01 7.05E+00 2.40E+00 1.95E+00 4.88E-01 2.46E-02 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.407  5.10E+02 1.07E+03 1.19E+04 4.82E+01 9.22E+01 1.30E+02 1.47E+02 1.53E+02 1.31E+02 1.12E+02 8.45E+01 6.27E+01 4.65E+01 3.29E+01 1.77E+01 5.82E+00 1.99E+00 1.69E+00 2.46E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.425  8.35E+02 1.54E+03 1.75E+04 6.61E+01 1.31E+02 1.85E+02 1.95E+02 2.18E+02 1.93E+02 1.66E+02 1.22E+02 9.62E+01 6.59E+01 4.58E+01 2.91E+01 1.30E+01 4.43E+00 2.89E+00 1.04E+00 9.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.442  1.37E+03 2.74E+03 3.13E+04 1.18E+02 2.39E+02 3.31E+02 3.57E+02 3.75E+02 3.23E+02 2.95E+02 2.30E+02 1.68E+02 1.21E+02 7.67E+01 4.97E+01 3.17E+01 1.31E+01 4.62E+00 2.46E+00 1.43E+00 4.88E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.459  2.22E+03 4.08E+03 4.68E+04 1.75E+02 3.52E+02 4.88E+02 5.37E+02 5.71E+02 4.84E+02 4.24E+02 3.31E+02 2.58E+02 1.78E+02 1.19E+02 7.56E+01 4.74E+01 2.38E+01 9.02E+00 5.06E+00 2.49E+00 7.59E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.475  3.60E+03 6.91E+03 8.16E+04 2.73E+02 5.41E+02 7.70E+02 8.58E+02 9.63E+02 8.69E+02 7.47E+02 5.69E+02 4.50E+02 3.38E+02 2.13E+02 1.36E+02 8.69E+01 4.84E+01 2.42E+01 9.34E+00 5.09E+00 2.04E+00 1.20E+00 0.00E+00 0.00E+00 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.490  5.70E+03 9.94E+03 1.18E+05 4.04E+02 7.95E+02 1.12E+03 1.22E+03 1.32E+03 1.23E+03 1.10E+03 8.31E+02 6.35E+02 4.91E+02 3.29E+02 2.03E+02 1.23E+02 7.10E+01 4.19E+01 1.71E+01 9.44E+00 3.50E+00 2.14E+00 4.88E-01 2.26E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.505  9.10E+03 1.73E+04 2.07E+05 7.03E+02 1.39E+03 1.93E+03 2.12E+03 2.30E+03 2.05E+03 1.85E+03 1.47E+03 1.13E+03 8.35E+02 5.93E+02 3.75E+02 2.43E+02 1.38E+02 7.35E+01 4.34E+01 1.91E+01 9.71E+00 6.46E+00 1.80E+00 1.43E+00 7.39E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.520  1.44E+04 2.48E+04 3.00E+05 9.81E+02 1.94E+03 2.72E+03 3.01E+03 3.30E+03 2.95E+03 2.67E+03 2.09E+03 1.67E+03 1.21E+03 8.46E+02 5.76E+02 3.56E+02 2.10E+02 1.12E+02 7.77E+01 3.45E+01 1.94E+01 9.36E+00 3.23E+00 1.65E+00 9.65E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.534  2.27E+04 4.17E+04 5.12E+05 1.60E+03 3.18E+03 4.46E+03 4.92E+03 5.46E+03 4.97E+03 4.54E+03 3.59E+03 2.84E+03 2.15E+03 1.46E+03 9.84E+02 6.74E+02 3.96E+02 2.18E+02 1.31E+02 7.23E+01 3.88E+01 2.04E+01 1.01E+01 5.04E+00 2.96E+00 1.65E+00 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.548  3.54E+04 6.03E+04 7.41E+05 2.35E+03 4.65E+03 6.53E+03 7.10E+03 7.79E+03 7.06E+03 6.46E+03 5.15E+03 4.09E+03 3.10E+03 2.17E+03 1.45E+03 1.01E+03 5.88E+02 3.36E+02 1.92E+02 1.24E+02 6.36E+01 3.54E+01 2.18E+01 9.06E+00 5.56E+00 3.24E+00 8.03E-01 2.26E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.575  8.64E+04 1.43E+05 1.80E+06 5.41E+03 1.07E+04 1.49E+04 1.64E+04 1.81E+04 1.68E+04 1.55E+04 1.22E+04 9.96E+03 7.65E+03 5.50E+03 3.74E+03 2.57E+03 1.62E+03 9.47E+02 6.01E+02 3.25E+02 2.10E+02 1.13E+02 6.53E+01 3.40E+01 1.67E+01 8.17E+00 3.43E+00 1.97E+00 1.17E+00 2.26E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.601  2.07E+05 3.40E+05 4.34E+06 1.26E+04 2.48E+04 3.47E+04 3.86E+04 4.24E+04 3.90E+04 3.62E+04 2.92E+04 2.39E+04 1.84E+04 1.35E+04 9.48E+03 6.74E+03 4.20E+03 2.59E+03 1.68E+03 9.92E+02 5.87E+02 3.56E+02 2.08E+02 1.09E+02 6.16E+01 3.36E+01 1.79E+01 1.11E+01 5.47E+00 1.92E+00 7.65E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.625  4.90E+05 7.90E+05 1.03E+07 2.84E+04 5.63E+04 7.84E+04 8.70E+04 9.63E+04 8.97E+04 8.41E+04 6.81E+04 5.62E+04 4.41E+04 3.25E+04 2.31E+04 1.67E+04 1.09E+04 6.76E+03 4.49E+03 2.76E+03 1.70E+03 1.02E+03 6.57E+02 3.45E+02 2.08E+02 1.26E+02 6.62E+01 4.15E+01 2.16E+01 8.01E+00 2.80E+00 9.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.649  1.14E+06 1.82E+06 2.40E+07 6.36E+04 1.26E+05 1.76E+05 1.97E+05 2.19E+05 2.05E+05 1.92E+05 1.57E+05 1.31E+05 1.04E+05 7.73E+04 5.58E+04 4.06E+04 2.70E+04 1.73E+04 1.18E+04 7.36E+03 4.72E+03 2.83E+03 1.86E+03 1.03E+03 6.32E+02 3.90E+02 2.19E+02 1.38E+02 8.29E+01 4.21E+01 1.80E+01 4.89E+00 9.76E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.671  2.63E+06 4.13E+06 5.53E+07 1.42E+05 2.81E+05 3.92E+05 4.38E+05 4.87E+05 4.59E+05 4.34E+05 3.57E+05 2.99E+05 2.39E+05 1.81E+05 1.32E+05 9.77E+04 6.55E+04 4.30E+04 3.01E+04 1.91E+04 1.25E+04 7.76E+03 5.13E+03 2.94E+03 1.89E+03 1.18E+03 7.35E+02 4.46E+02 2.83E+02 1.40E+02 5.85E+01 2.16E+01 3.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
