                    *********************************************************************************
                    *  Z= 57 A=139: Positive-Parity Spin-dependent Level Density [MeV-1] for LA139  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   1.25  0.315  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.345  1.00E+00 1.45E+00 1.59E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.36E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.372  2.00E+00 5.12E+00 3.99E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 8.02E-01 1.47E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.398  3.00E+00 6.55E+00 5.56E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 1.52E+00 2.18E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.422  5.00E+00 6.55E+00 5.56E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 1.52E+00 2.18E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.445  7.00E+00 1.42E+01 1.23E+02 4.29E+00 1.43E+00 2.33E-01 7.14E-01 2.23E+00 2.33E+00 7.14E-01 7.14E-01 8.05E-01 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.467  2.00E+01 8.46E+01 9.61E+02 1.25E+01 9.37E+00 6.66E+00 5.00E+00 7.20E+00 4.47E+00 8.57E+00 1.00E+01 8.66E+00 6.43E+00 4.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.487  4.60E+01 1.23E+02 1.41E+03 1.44E+01 1.30E+01 7.38E+00 8.91E+00 1.08E+01 1.38E+01 1.57E+01 1.43E+01 1.22E+01 7.14E+00 4.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.507  7.70E+01 1.31E+02 1.49E+03 1.53E+01 1.40E+01 9.52E+00 1.03E+01 1.14E+01 1.27E+01 1.57E+01 1.43E+01 1.37E+01 7.86E+00 5.00E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.526  1.15E+02 1.68E+02 1.86E+03 1.82E+01 2.11E+01 1.30E+01 1.28E+01 1.71E+01 1.70E+01 1.77E+01 1.64E+01 1.73E+01 1.00E+01 5.71E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.545  1.66E+02 2.40E+02 2.62E+03 2.42E+01 2.67E+01 2.56E+01 2.13E+01 2.94E+01 2.18E+01 2.34E+01 2.14E+01 2.09E+01 1.50E+01 8.57E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.563  2.31E+02 2.78E+02 2.90E+03 2.77E+01 3.73E+01 2.99E+01 2.92E+01 3.38E+01 2.54E+01 2.20E+01 2.43E+01 2.43E+01 1.64E+01 7.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.580  3.08E+02 3.44E+02 3.50E+03 3.23E+01 4.03E+01 4.43E+01 4.13E+01 5.08E+01 3.04E+01 3.06E+01 2.71E+01 2.22E+01 1.21E+01 7.86E+00 2.14E+00 1.43E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.597  4.55E+02 8.27E+02 1.08E+04 4.87E+01 4.46E+01 6.71E+01 8.45E+01 1.07E+02 9.97E+01 9.06E+01 7.29E+01 5.65E+01 4.50E+01 3.86E+01 2.71E+01 1.71E+01 1.14E+01 1.07E+01 5.00E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.613  9.00E+02 2.74E+03 3.92E+04 1.28E+02 1.21E+02 1.80E+02 2.46E+02 3.11E+02 2.99E+02 2.65E+02 2.31E+02 2.13E+02 1.94E+02 1.73E+02 1.49E+02 1.12E+02 7.00E+01 3.29E+01 1.00E+01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.629  1.67E+03 3.45E+03 4.85E+04 1.78E+02 1.79E+02 2.54E+02 3.29E+02 3.59E+02 3.25E+02 3.08E+02 3.09E+02 2.93E+02 2.63E+02 2.26E+02 1.80E+02 1.26E+02 7.36E+01 3.29E+01 1.00E+01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.660  4.11E+03 6.31E+03 8.92E+04 2.41E+02 3.19E+02 4.22E+02 5.44E+02 6.36E+02 6.72E+02 6.98E+02 6.66E+02 5.81E+02 4.81E+02 3.87E+02 2.93E+02 1.91E+02 1.11E+02 5.00E+01 1.36E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.689  8.45E+03 1.10E+04 1.54E+05 4.06E+02 5.94E+02 7.48E+02 9.46E+02 1.15E+03 1.24E+03 1.24E+03 1.15E+03 1.03E+03 8.61E+02 6.69E+02 4.84E+02 2.96E+02 1.49E+02 5.64E+01 1.43E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.717  1.84E+04 2.88E+04 4.41E+05 8.91E+02 1.54E+03 1.85E+03 2.28E+03 2.54E+03 2.74E+03 2.84E+03 2.77E+03 2.62E+03 2.25E+03 1.79E+03 1.38E+03 1.03E+03 7.55E+02 5.46E+02 3.64E+02 2.58E+02 1.69E+02 9.00E+01 3.93E+01 1.07E+01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.744  4.52E+04 7.84E+04 1.25E+06 1.84E+03 3.42E+03 4.76E+03 6.03E+03 6.98E+03 7.59E+03 7.74E+03 7.50E+03 6.83E+03 5.91E+03 5.02E+03 4.18E+03 3.32E+03 2.56E+03 1.89E+03 1.30E+03 8.11E+02 4.36E+02 1.94E+02 6.36E+01 1.29E+01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.770  1.08E+05 1.75E+05 2.75E+06 4.27E+03 7.80E+03 1.11E+04 1.39E+04 1.56E+04 1.65E+04 1.66E+04 1.62E+04 1.54E+04 1.37E+04 1.17E+04 9.55E+03 7.47E+03 5.54E+03 3.89E+03 2.54E+03 1.52E+03 7.96E+02 3.41E+02 1.05E+02 2.29E+01 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.796  2.33E+05 3.24E+05 5.08E+06 7.43E+03 1.43E+04 2.05E+04 2.58E+04 2.92E+04 3.11E+04 3.18E+04 3.08E+04 2.85E+04 2.52E+04 2.16E+04 1.76E+04 1.37E+04 1.01E+04 7.07E+03 4.50E+03 2.53E+03 1.23E+03 5.24E+02 2.11E+02 8.43E+01 3.07E+01 1.50E+01 6.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.820  5.02E+05 7.51E+05 1.25E+07 1.56E+04 3.04E+04 4.38E+04 5.53E+04 6.37E+04 6.83E+04 6.96E+04 6.81E+04 6.41E+04 5.80E+04 5.06E+04 4.27E+04 3.44E+04 2.65E+04 1.95E+04 1.38E+04 9.55E+03 6.47E+03 4.30E+03 2.82E+03 1.78E+03 1.04E+03 5.36E+02 2.25E+02 7.64E+01 1.86E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.844  1.11E+06 1.69E+06 2.89E+07 3.40E+04 6.63E+04 9.52E+04 1.20E+05 1.37E+05 1.48E+05 1.52E+05 1.50E+05 1.43E+05 1.31E+05 1.16E+05 9.85E+04 8.07E+04 6.39E+04 4.90E+04 3.64E+04 2.63E+04 1.84E+04 1.24E+04 7.77E+03 4.54E+03 2.38E+03 1.09E+03 4.03E+02 1.24E+02 3.21E+01 6.43E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.867  2.48E+06 3.79E+06 6.55E+07 7.36E+04 1.43E+05 2.06E+05 2.59E+05 3.00E+05 3.26E+05 3.37E+05 3.33E+05 3.17E+05 2.91E+05 2.59E+05 2.24E+05 1.87E+05 1.50E+05 1.17E+05 8.81E+04 6.41E+04 4.47E+04 2.96E+04 1.85E+04 1.06E+04 5.52E+03 2.51E+03 9.60E+02 3.14E+02 8.36E+01 2.00E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.890  5.26E+06 7.32E+06 1.27E+08 1.45E+05 2.80E+05 4.00E+05 5.00E+05 5.76E+05 6.24E+05 6.45E+05 6.40E+05 6.13E+05 5.65E+05 5.03E+05 4.34E+05 3.62E+05 2.91E+05 2.27E+05 1.71E+05 1.24E+05 8.59E+04 5.63E+04 3.45E+04 1.96E+04 1.04E+04 5.14E+03 2.46E+03 1.19E+03 5.84E+02 2.87E+02 1.16E+02 5.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.933  2.54E+07 3.29E+07 6.01E+08 5.93E+05 1.15E+06 1.65E+06 2.07E+06 2.40E+06 2.62E+06 2.74E+06 2.74E+06 2.65E+06 2.49E+06 2.26E+06 2.00E+06 1.71E+06 1.43E+06 1.16E+06 9.10E+05 6.95E+05 5.14E+05 3.70E+05 2.58E+05 1.76E+05 1.16E+05 7.38E+04 4.49E+04 2.58E+04 1.38E+04 6.74E+03 2.98E+03 1.68E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.974  1.12E+08 1.40E+08 2.63E+09 2.37E+06 4.62E+06 6.67E+06 8.41E+06 9.79E+06 1.07E+07 1.13E+07 1.14E+07 1.11E+07 1.05E+07 9.66E+06 8.65E+06 7.54E+06 6.39E+06 5.27E+06 4.23E+06 3.31E+06 2.51E+06 1.85E+06 1.33E+06 9.19E+05 6.12E+05 3.90E+05 2.37E+05 1.37E+05 7.51E+04 4.17E+04 2.15E+04 1.66E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.014  4.71E+08 5.79E+08 1.13E+10 9.15E+06 1.79E+07 2.59E+07 3.27E+07 3.82E+07 4.21E+07 4.45E+07 4.52E+07 4.46E+07 4.26E+07 3.97E+07 3.60E+07 3.19E+07 2.75E+07 2.32E+07 1.91E+07 1.54E+07 1.21E+07 9.23E+06 6.88E+06 5.00E+06 3.54E+06 2.44E+06 1.64E+06 1.08E+06 6.88E+05 4.48E+05 2.76E+05 2.66E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.053  1.95E+09 2.37E+09 4.78E+10 3.54E+07 6.93E+07 1.00E+08 1.27E+08 1.49E+08 1.65E+08 1.75E+08 1.79E+08 1.78E+08 1.72E+08 1.62E+08 1.49E+08 1.33E+08 1.17E+08 1.00E+08 8.38E+07 6.86E+07 5.49E+07 4.30E+07 3.28E+07 2.45E+07 1.78E+07 1.27E+07 8.76E+06 5.88E+06 3.82E+06 2.54E+06 1.59E+06 1.55E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.090  5.24E+09 4.21E+09 8.58E+10 6.15E+07 1.20E+08 1.74E+08 2.21E+08 2.59E+08 2.88E+08 3.06E+08 3.15E+08 3.13E+08 3.03E+08 2.86E+08 2.64E+08 2.38E+08 2.09E+08 1.80E+08 1.52E+08 1.25E+08 1.01E+08 7.95E+07 6.13E+07 4.61E+07 3.39E+07 2.44E+07 1.70E+07 1.16E+07 7.63E+06 5.25E+06 3.39E+06 3.56E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.125  1.11E+10 7.47E+09 1.54E+11 1.07E+08 2.09E+08 3.03E+08 3.85E+08 4.52E+08 5.02E+08 5.36E+08 5.51E+08 5.50E+08 5.35E+08 5.06E+08 4.69E+08 4.24E+08 3.75E+08 3.25E+08 2.75E+08 2.28E+08 1.85E+08 1.47E+08 1.14E+08 8.69E+07 6.46E+07 4.68E+07 3.31E+07 2.27E+07 1.52E+07 1.08E+07 7.24E+06 8.17E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.160  2.15E+10 1.33E+10 2.77E+11 1.85E+08 3.63E+08 5.27E+08 6.70E+08 7.87E+08 8.77E+08 9.37E+08 9.66E+08 9.67E+08 9.43E+08 8.96E+08 8.32E+08 7.56E+08 6.72E+08 5.85E+08 4.98E+08 4.16E+08 3.40E+08 2.72E+08 2.13E+08 1.64E+08 1.23E+08 9.00E+07 6.43E+07 4.47E+07 3.04E+07 2.23E+07 1.55E+07 1.88E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.194  3.99E+10 2.36E+10 4.98E+11 3.22E+08 6.31E+08 9.16E+08 1.16E+09 1.37E+09 1.53E+09 1.64E+09 1.69E+09 1.70E+09 1.66E+09 1.58E+09 1.48E+09 1.35E+09 1.20E+09 1.05E+09 9.03E+08 7.58E+08 6.24E+08 5.03E+08 3.98E+08 3.08E+08 2.34E+08 1.73E+08 1.25E+08 8.80E+07 6.07E+07 4.60E+07 3.30E+07 4.31E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.226  7.27E+10 4.20E+10 8.98E+11 5.59E+08 1.10E+09 1.59E+09 2.03E+09 2.39E+09 2.67E+09 2.86E+09 2.97E+09 2.99E+09 2.93E+09 2.80E+09 2.62E+09 2.40E+09 2.16E+09 1.90E+09 1.64E+09 1.38E+09 1.14E+09 9.30E+08 7.42E+08 5.80E+08 4.44E+08 3.33E+08 2.43E+08 1.73E+08 1.21E+08 9.48E+07 7.05E+07 9.90E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
