                    *********************************************************************************
                    *  Z= 35 A= 80: Positive-Parity Spin-dependent Level Density [MeV-1] for BR 80  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.25  0.415  2.00E+00 4.13E+00 1.97E+01 1.28E+00 4.38E-01 9.33E-01 5.47E-01 8.24E-01 1.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.454  4.00E+00 7.31E+00 3.83E+01 1.96E+00 8.53E-01 1.87E+00 7.66E-01 9.33E-01 8.24E-01 0.00E+00 1.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.491  7.00E+00 1.79E+01 8.64E+01 4.98E+00 3.27E+00 3.24E+00 2.96E+00 1.98E+00 1.26E+00 1.09E-01 1.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.524  1.30E+01 2.82E+01 1.26E+02 1.04E+01 4.47E+00 3.95E+00 4.05E+00 2.76E+00 2.09E+00 3.28E-01 1.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.556  2.20E+01 4.52E+01 2.53E+02 1.16E+01 6.02E+00 6.99E+00 7.98E+00 5.67E+00 4.72E+00 1.33E+00 8.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.586  3.50E+01 5.69E+01 3.24E+02 1.46E+01 7.57E+00 8.85E+00 9.57E+00 6.21E+00 7.03E+00 1.88E+00 1.15E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.615  5.30E+01 9.34E+01 6.02E+02 2.00E+01 1.28E+01 1.24E+01 1.55E+01 1.09E+01 1.16E+01 5.85E+00 2.80E+00 2.81E-01 1.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.642  8.10E+01 1.26E+02 8.87E+02 2.36E+01 1.69E+01 1.41E+01 1.97E+01 1.68E+01 1.68E+01 7.94E+00 6.19E+00 2.53E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.668  1.26E+02 2.36E+02 1.82E+03 2.48E+01 3.35E+01 3.38E+01 4.03E+01 2.77E+01 3.25E+01 2.11E+01 1.22E+01 6.43E+00 2.95E+00 0.00E+00 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.694  1.98E+02 3.36E+02 2.70E+03 2.66E+01 4.92E+01 4.81E+01 5.86E+01 3.78E+01 5.04E+01 2.85E+01 1.71E+01 1.23E+01 4.49E+00 1.21E+00 6.05E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.718  3.12E+02 5.79E+02 4.91E+03 2.78E+01 8.64E+01 8.12E+01 1.03E+02 7.27E+01 7.97E+01 5.20E+01 3.32E+01 2.31E+01 1.05E+01 4.91E+00 2.75E+00 1.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.742  4.88E+02 8.30E+02 7.16E+03 3.51E+01 1.20E+02 1.14E+02 1.49E+02 1.08E+02 1.15E+02 7.74E+01 4.98E+01 3.12E+01 1.45E+01 6.45E+00 5.50E+00 2.53E+00 3.30E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.764  7.60E+02 1.34E+03 1.20E+04 4.05E+01 1.88E+02 1.79E+02 2.48E+02 1.78E+02 1.88E+02 1.25E+02 7.97E+01 5.29E+01 3.19E+01 1.52E+01 1.10E+01 5.28E+00 1.54E+00 8.55E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.787  1.16E+03 1.81E+03 1.67E+04 4.26E+01 2.46E+02 2.33E+02 3.24E+02 2.50E+02 2.45E+02 1.73E+02 1.23E+02 7.03E+01 4.78E+01 2.53E+01 1.76E+01 1.03E+01 4.07E+00 9.65E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.808  1.73E+03 2.77E+03 2.65E+04 5.11E+01 3.43E+02 3.44E+02 4.96E+02 3.76E+02 3.82E+02 2.72E+02 1.99E+02 1.18E+02 8.36E+01 4.55E+01 2.97E+01 1.54E+01 1.12E+01 3.13E+00 2.95E+00 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.829  2.54E+03 3.71E+03 3.63E+04 5.94E+01 4.49E+02 4.29E+02 6.54E+02 5.06E+02 5.11E+02 3.76E+02 2.75E+02 1.77E+02 1.10E+02 6.58E+01 4.25E+01 2.41E+01 1.76E+01 8.68E+00 4.38E+00 1.03E+00 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.870  5.36E+03 7.60E+03 7.75E+04 7.78E+01 8.67E+02 8.52E+02 1.26E+03 1.02E+03 1.03E+03 7.85E+02 6.16E+02 4.01E+02 2.64E+02 1.67E+02 1.01E+02 6.87E+01 4.12E+01 2.30E+01 9.16E+00 6.58E+00 2.07E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.908  1.13E+04 1.60E+04 1.67E+05 1.27E+02 1.75E+03 1.74E+03 2.62E+03 2.07E+03 2.12E+03 1.65E+03 1.32E+03 9.18E+02 6.09E+02 3.96E+02 2.45E+02 1.59E+02 9.69E+01 5.35E+01 3.01E+01 2.14E+01 1.03E+01 5.40E+00 6.05E-01 9.83E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.945  2.35E+04 3.32E+04 3.55E+05 2.32E+02 3.57E+03 3.55E+03 5.36E+03 4.28E+03 4.40E+03 3.38E+03 2.77E+03 1.94E+03 1.36E+03 8.92E+02 5.77E+02 3.65E+02 2.20E+02 1.40E+02 8.03E+01 5.09E+01 2.37E+01 1.39E+01 7.86E+00 3.10E+00 1.21E+00 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.981  4.85E+04 6.67E+04 7.26E+05 3.97E+02 6.94E+03 6.87E+03 1.06E+04 8.54E+03 8.87E+03 6.87E+03 5.57E+03 3.96E+03 2.88E+03 1.89E+03 1.25E+03 8.09E+02 5.03E+02 3.30E+02 2.05E+02 1.10E+02 5.69E+01 4.05E+01 2.63E+01 1.16E+01 4.84E+00 2.25E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.016  9.76E+04 1.29E+05 1.44E+06 6.68E+02 1.31E+04 1.28E+04 2.00E+04 1.63E+04 1.72E+04 1.34E+04 1.11E+04 7.92E+03 5.83E+03 3.89E+03 2.64E+03 1.76E+03 1.10E+03 7.68E+02 4.40E+02 2.44E+02 1.49E+02 9.32E+01 6.44E+01 3.24E+01 1.84E+01 1.07E+01 4.24E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.049  1.92E+05 2.49E+05 2.82E+06 1.11E+03 2.45E+04 2.39E+04 3.77E+04 3.05E+04 3.27E+04 2.59E+04 2.17E+04 1.57E+04 1.16E+04 7.97E+03 5.50E+03 3.74E+03 2.43E+03 1.65E+03 9.18E+02 5.28E+02 3.44E+02 2.24E+02 1.30E+02 8.47E+01 4.68E+01 2.83E+01 1.51E+01 6.99E+00 2.90E+00 9.38E-01 6.05E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.081  3.74E+05 4.77E+05 5.48E+06 1.86E+03 4.62E+04 4.51E+04 7.10E+04 5.75E+04 6.21E+04 4.93E+04 4.20E+04 3.07E+04 2.31E+04 1.60E+04 1.12E+04 7.71E+03 5.11E+03 3.26E+03 1.79E+03 1.15E+03 7.60E+02 4.91E+02 3.15E+02 1.92E+02 1.24E+02 6.90E+01 4.05E+01 1.91E+01 1.26E+01 4.65E+00 2.89E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.112  7.20E+05 9.08E+05 1.06E+07 3.08E+03 8.62E+04 8.43E+04 1.34E+05 1.08E+05 1.17E+05 9.34E+04 8.00E+04 5.92E+04 4.53E+04 3.15E+04 2.25E+04 1.57E+04 1.05E+04 6.21E+03 3.63E+03 2.39E+03 1.62E+03 1.07E+03 6.86E+02 4.45E+02 2.79E+02 1.64E+02 9.86E+01 6.14E+01 3.55E+01 2.04E+01 7.72E+00 4.55E+00 1.81E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.143  1.37E+06 1.70E+06 2.00E+07 5.69E+03 1.59E+05 1.55E+05 2.48E+05 2.02E+05 2.19E+05 1.75E+05 1.51E+05 1.12E+05 8.71E+04 6.11E+04 4.41E+04 3.12E+04 1.90E+04 1.11E+04 7.13E+03 4.91E+03 3.33E+03 2.29E+03 1.53E+03 9.76E+02 6.36E+02 4.02E+02 2.32E+02 1.52E+02 9.19E+01 4.97E+01 2.53E+01 1.54E+01 8.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.173  2.58E+06 3.15E+06 3.73E+07 9.69E+03 2.88E+05 2.81E+05 4.51E+05 3.69E+05 4.05E+05 3.25E+05 2.82E+05 2.11E+05 1.65E+05 1.17E+05 8.52E+04 5.70E+04 3.40E+04 2.07E+04 1.40E+04 9.85E+03 6.90E+03 4.74E+03 3.20E+03 2.17E+03 1.39E+03 8.95E+02 5.60E+02 3.46E+02 2.10E+02 1.23E+02 6.41E+01 4.29E+01 3.39E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.230  9.38E+06 1.04E+07 1.25E+08 2.87E+04 9.34E+05 9.10E+05 1.47E+06 1.21E+06 1.34E+06 1.09E+06 9.58E+05 7.25E+05 5.76E+05 4.13E+05 2.74E+05 1.63E+05 1.04E+05 7.16E+04 5.15E+04 3.76E+04 2.73E+04 1.94E+04 1.35E+04 9.35E+03 6.26E+03 4.20E+03 2.69E+03 1.73E+03 1.10E+03 6.80E+02 4.14E+02 2.52E+02 2.99E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.285  3.12E+07 3.33E+07 3.99E+08 8.60E+04 2.96E+06 2.88E+06 4.69E+06 3.87E+06 4.32E+06 3.52E+06 3.14E+06 2.41E+06 1.83E+06 1.17E+06 7.14E+05 4.59E+05 3.27E+05 2.42E+05 1.82E+05 1.37E+05 1.02E+05 7.44E+04 5.32E+04 3.77E+04 2.61E+04 1.80E+04 1.20E+04 8.01E+03 5.19E+03 3.39E+03 2.25E+03 1.33E+03 1.77E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.337  9.81E+07 1.00E+08 1.19E+09 2.47E+05 9.13E+06 8.88E+06 1.45E+07 1.20E+07 1.36E+07 1.11E+07 9.78E+06 6.56E+06 4.29E+06 2.76E+06 1.90E+06 1.35E+06 1.03E+06 7.96E+05 6.19E+05 4.76E+05 3.61E+05 2.69E+05 1.98E+05 1.43E+05 1.02E+05 7.12E+04 4.91E+04 3.37E+04 2.25E+04 1.52E+04 1.07E+04 6.31E+03 8.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.387  2.83E+08 2.69E+08 3.10E+09 7.12E+05 2.76E+07 2.68E+07 4.42E+07 3.54E+07 3.68E+07 2.51E+07 2.06E+07 1.30E+07 9.43E+06 6.62E+06 5.14E+06 3.94E+06 3.18E+06 2.54E+06 2.03E+06 1.59E+06 1.23E+06 9.34E+05 6.98E+05 5.15E+05 3.73E+05 2.68E+05 1.89E+05 1.32E+05 9.08E+04 6.35E+04 4.65E+04 2.78E+04 4.16E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.436  6.01E+08 3.66E+08 4.18E+09 1.09E+06 4.34E+07 4.30E+07 6.42E+07 4.48E+07 4.44E+07 2.73E+07 2.38E+07 1.55E+07 1.25E+07 9.27E+06 7.65E+06 6.12E+06 5.05E+06 4.09E+06 3.30E+06 2.61E+06 2.03E+06 1.56E+06 1.18E+06 8.73E+05 6.39E+05 4.62E+05 3.30E+05 2.32E+05 1.62E+05 1.15E+05 8.52E+04 5.14E+04 7.81E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.483  1.04E+09 5.06E+08 5.75E+09 1.66E+06 6.83E+07 6.88E+07 9.33E+07 5.65E+07 5.36E+07 2.96E+07 2.75E+07 1.85E+07 1.65E+07 1.30E+07 1.14E+07 9.50E+06 8.01E+06 6.59E+06 5.37E+06 4.29E+06 3.36E+06 2.60E+06 1.98E+06 1.48E+06 1.10E+06 7.99E+05 5.75E+05 4.09E+05 2.88E+05 2.07E+05 1.56E+05 9.50E+04 1.47E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.529  1.64E+09 7.11E+08 8.06E+09 2.53E+06 1.07E+08 1.10E+08 1.36E+08 7.14E+07 6.47E+07 3.21E+07 3.18E+07 2.21E+07 2.19E+07 1.82E+07 1.70E+07 1.47E+07 1.27E+07 1.06E+07 8.74E+06 7.03E+06 5.56E+06 4.34E+06 3.33E+06 2.51E+06 1.88E+06 1.38E+06 1.00E+06 7.19E+05 5.14E+05 3.74E+05 2.86E+05 1.75E+05 2.76E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.573  2.51E+09 1.02E+09 1.15E+10 3.87E+06 1.69E+08 1.76E+08 1.97E+08 9.02E+07 7.81E+07 3.49E+07 3.67E+07 2.65E+07 2.90E+07 2.54E+07 2.53E+07 2.29E+07 2.02E+07 1.71E+07 1.42E+07 1.15E+07 9.20E+06 7.24E+06 5.62E+06 4.25E+06 3.21E+06 2.38E+06 1.75E+06 1.27E+06 9.15E+05 6.77E+05 5.25E+05 3.24E+05 5.18E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.616  3.75E+09 1.47E+09 1.68E+10 5.91E+06 2.65E+08 2.83E+08 2.87E+08 1.14E+08 9.42E+07 3.79E+07 4.24E+07 3.16E+07 3.84E+07 3.56E+07 3.76E+07 3.55E+07 3.20E+07 2.75E+07 2.31E+07 1.89E+07 1.52E+07 1.21E+07 9.46E+06 7.21E+06 5.50E+06 4.12E+06 3.06E+06 2.23E+06 1.63E+06 1.22E+06 9.62E+05 5.98E+05 9.72E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.658  5.57E+09 2.17E+09 2.49E+10 9.02E+06 4.17E+08 4.53E+08 4.17E+08 1.44E+08 1.14E+08 4.12E+07 4.90E+07 3.78E+07 5.09E+07 4.98E+07 5.61E+07 5.50E+07 5.07E+07 4.43E+07 3.77E+07 3.11E+07 2.52E+07 2.02E+07 1.59E+07 1.22E+07 9.43E+06 7.12E+06 5.34E+06 3.92E+06 2.91E+06 2.21E+06 1.76E+06 1.11E+06 1.83E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
