                    *********************************************************************************
                    *  Z= 44 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for RU100  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   9.50  1.022  1.22E+05 1.53E+05 1.21E+06 1.33E+04 1.60E+04 3.13E+04 2.52E+04 2.40E+04 1.60E+04 1.16E+04 6.94E+03 4.30E+03 2.21E+03 1.19E+03 5.81E+02 3.16E+02 1.32E+02 7.07E+01 2.11E+01 1.32E+01 5.53E+00 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.049  2.33E+05 2.90E+05 2.33E+06 2.45E+04 2.95E+04 5.83E+04 4.70E+04 4.54E+04 3.08E+04 2.26E+04 1.37E+04 8.65E+03 4.34E+03 2.46E+03 1.27E+03 7.33E+02 3.22E+02 1.73E+02 6.58E+01 3.12E+01 1.06E+01 6.59E+00 7.70E-01 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.100  8.92E+05 1.03E+06 8.45E+06 8.44E+04 1.01E+05 2.00E+05 1.65E+05 1.60E+05 1.11E+05 8.36E+04 5.31E+04 2.99E+04 1.68E+04 1.04E+04 5.93E+03 3.41E+03 1.74E+03 8.97E+02 3.93E+02 1.93E+02 5.84E+01 3.83E+01 1.06E+01 5.39E+00 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.149  3.18E+06 3.54E+06 2.96E+07 2.84E+05 3.38E+05 6.81E+05 5.63E+05 5.54E+05 3.93E+05 3.02E+05 1.66E+05 1.01E+05 6.35E+04 4.14E+04 2.54E+04 1.53E+04 8.31E+03 4.53E+03 2.12E+03 1.10E+03 4.24E+02 2.19E+02 7.83E+01 3.77E+01 1.41E+01 3.60E+00 6.78E-01 5.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.196  1.08E+07 1.17E+07 9.77E+07 9.47E+05 1.12E+06 2.27E+06 1.89E+06 1.88E+06 1.27E+06 8.22E+05 4.95E+05 3.39E+05 2.33E+05 1.59E+05 1.03E+05 6.40E+04 3.70E+04 2.10E+04 1.08E+04 5.62E+03 2.56E+03 1.25E+03 4.86E+02 2.29E+02 7.97E+01 3.65E+01 9.70E+00 7.19E+00 7.79E-01 1.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.241  3.42E+07 3.53E+07 2.94E+08 3.11E+06 3.64E+06 7.47E+06 5.75E+06 4.97E+06 3.03E+06 2.21E+06 1.52E+06 1.14E+06 8.30E+05 5.88E+05 3.96E+05 2.56E+05 1.56E+05 9.18E+04 5.05E+04 2.71E+04 1.35E+04 6.63E+03 2.94E+03 1.34E+03 5.25E+02 2.28E+02 7.01E+01 4.30E+01 1.04E+01 4.19E+00 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.285  7.82E+07 5.26E+07 4.42E+08 5.10E+06 5.95E+06 1.18E+07 7.58E+06 6.30E+06 4.05E+06 3.29E+06 2.41E+06 1.89E+06 1.41E+06 1.01E+06 6.95E+05 4.56E+05 2.83E+05 1.69E+05 9.53E+04 5.22E+04 2.67E+04 1.34E+04 6.20E+03 2.87E+03 1.17E+03 5.12E+02 1.54E+02 9.23E+01 2.55E+01 1.86E+01 3.82E+00 2.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.327  1.44E+08 7.93E+07 6.72E+08 8.37E+06 9.73E+06 1.86E+07 1.00E+07 7.98E+06 5.42E+06 4.87E+06 3.84E+06 3.13E+06 2.39E+06 1.75E+06 1.22E+06 8.13E+05 5.15E+05 3.13E+05 1.80E+05 1.00E+05 5.28E+04 2.70E+04 1.31E+04 6.16E+03 1.82E+03 7.96E+02 2.38E+02 1.42E+02 4.07E+01 3.31E+01 5.84E+00 5.59E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.367  2.44E+08 1.21E+08 1.04E+09 1.37E+07 1.59E+07 2.94E+07 1.32E+07 1.01E+07 7.26E+06 7.23E+06 6.12E+06 5.18E+06 4.05E+06 3.02E+06 2.14E+06 1.45E+06 9.35E+05 5.78E+05 3.40E+05 1.93E+05 1.04E+05 5.44E+04 2.75E+04 1.32E+04 2.82E+03 1.08E+03 3.21E+02 1.91E+02 5.58E+01 4.75E+01 7.86E+00 8.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.407  3.98E+08 1.86E+08 1.62E+09 2.25E+07 2.60E+07 4.64E+07 1.74E+07 1.28E+07 9.71E+06 1.07E+07 9.73E+06 8.58E+06 6.86E+06 5.20E+06 3.75E+06 2.58E+06 1.70E+06 1.07E+06 6.41E+05 3.71E+05 2.07E+05 1.10E+05 5.80E+04 2.84E+04 4.38E+03 1.36E+03 4.05E+02 2.40E+02 7.10E+01 6.20E+01 9.87E+00 1.12E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.446  6.36E+08 2.90E+08 2.57E+09 3.70E+07 4.24E+07 7.32E+07 2.29E+07 1.62E+07 1.30E+07 1.59E+07 1.55E+07 1.42E+07 1.16E+07 8.97E+06 6.57E+06 4.59E+06 3.09E+06 1.97E+06 1.21E+06 7.14E+05 4.09E+05 2.21E+05 1.22E+05 6.08E+04 6.79E+03 1.72E+03 4.89E+02 2.90E+02 8.61E+01 7.64E+01 1.19E+01 1.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.483  1.01E+09 4.55E+08 4.12E+09 6.07E+07 6.93E+07 1.16E+08 3.03E+07 2.06E+07 1.74E+07 2.36E+07 2.47E+07 2.35E+07 1.97E+07 1.55E+07 1.15E+07 8.17E+06 5.61E+06 3.64E+06 2.29E+06 1.37E+06 8.10E+05 4.46E+05 2.58E+05 1.30E+05 1.05E+04 2.18E+03 5.72E+02 3.39E+02 1.01E+02 9.09E+01 1.39E+01 1.68E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.573  3.39E+09 1.45E+09 1.40E+10 2.09E+08 2.36E+08 3.62E+08 6.05E+07 3.72E+07 3.60E+07 6.33E+07 7.89E+07 8.31E+07 7.39E+07 6.04E+07 4.69E+07 3.46E+07 2.50E+07 1.69E+07 1.12E+07 7.04E+06 4.47E+06 2.57E+06 1.66E+06 8.79E+05 3.16E+04 3.90E+03 7.82E+02 4.62E+02 1.39E+02 1.27E+02 1.90E+01 2.38E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.658  1.12E+10 4.83E+09 5.06E+10 7.21E+08 8.07E+08 1.13E+09 1.21E+08 6.72E+07 7.46E+07 1.70E+08 2.52E+08 2.94E+08 2.77E+08 2.36E+08 1.91E+08 1.46E+08 1.11E+08 7.81E+07 5.48E+07 3.61E+07 2.46E+07 1.49E+07 1.07E+07 5.92E+06 9.47E+04 6.99E+03 9.91E+02 5.85E+02 1.77E+02 1.63E+02 2.40E+01 3.08E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.817  1.71E+11 5.89E+10 7.59E+11 8.57E+09 9.39E+09 1.11E+10 4.83E+08 2.19E+08 3.20E+08 1.22E+09 2.58E+09 3.66E+09 3.88E+09 3.59E+09 3.17E+09 2.62E+09 2.20E+09 1.68E+09 1.32E+09 9.50E+08 7.48E+08 4.95E+08 4.45E+08 2.69E+08 8.51E+05 2.25E+04 1.41E+03 8.32E+02 2.53E+02 2.35E+02 3.41E+01 4.47E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.098  6.74E+13 1.34E+13 2.86E+14 1.21E+12 1.27E+12 1.07E+12 7.70E+09 2.34E+09 5.90E+09 6.29E+10 2.69E+11 5.70E+11 7.63E+11 8.36E+11 8.73E+11 8.40E+11 8.64E+11 7.72E+11 7.57E+11 6.58E+11 6.90E+11 5.50E+11 7.69E+11 5.55E+11 6.88E+07 2.32E+05 2.25E+03 1.33E+03 4.04E+02 3.80E+02 5.43E+01 7.27E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.345  7.86E+14 1.30E+14 1.12E+15 2.42E+12 2.54E+12 1.02E+14 1.23E+11 2.49E+10 1.09E+11 3.25E+12 5.36E+11 1.14E+12 1.52E+12 1.67E+12 1.74E+12 1.68E+12 1.73E+12 1.54E+12 1.51E+12 1.32E+12 1.38E+12 1.10E+12 1.54E+12 1.11E+12 5.56E+09 2.40E+06 3.58E+03 1.82E+03 5.56E+02 5.24E+02 7.45E+01 1.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.569  5.17E+16 1.01E+16 5.25E+16 4.81E+12 5.05E+12 9.83E+15 1.96E+12 2.66E+11 2.00E+12 1.68E+14 1.07E+12 2.26E+12 3.04E+12 3.33E+12 3.48E+12 3.35E+12 3.45E+12 3.08E+12 3.02E+12 2.63E+12 2.76E+12 2.20E+12 3.08E+12 2.22E+12 4.49E+11 2.48E+07 5.71E+03 2.49E+03 7.07E+02 6.69E+02 9.47E+01 1.29E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.775  4.87E+18 9.53E+17 4.84E+18 9.59E+12 1.01E+13 9.44E+17 3.12E+13 2.84E+12 3.68E+13 8.67E+15 2.12E+12 4.51E+12 6.06E+12 6.64E+12 6.95E+12 6.68E+12 6.88E+12 6.16E+12 6.04E+12 5.25E+12 5.51E+12 4.40E+12 6.15E+12 4.44E+12 3.63E+13 2.56E+08 9.10E+03 3.42E+03 8.59E+02 8.13E+02 1.15E+02 1.57E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.966  4.65E+20 9.11E+19 4.59E+20 1.91E+13 2.01E+13 9.07E+19 4.98E+14 3.02E+13 6.78E+14 4.47E+17 4.23E+12 9.00E+12 1.21E+13 1.33E+13 1.39E+13 1.33E+13 1.38E+13 1.23E+13 1.21E+13 1.05E+13 1.10E+13 8.79E+12 1.23E+13 8.87E+12 2.93E+15 2.65E+09 1.45E+04 4.70E+03 1.01E+03 9.58E+02 1.35E+02 1.85E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.146  4.46E+22 8.73E+21 4.39E+22 3.81E+13 4.00E+13 8.71E+21 7.95E+15 3.22E+14 1.25E+16 2.31E+19 8.41E+12 1.79E+13 2.41E+13 2.65E+13 2.77E+13 2.67E+13 2.75E+13 2.46E+13 2.41E+13 2.10E+13 2.20E+13 1.76E+13 2.46E+13 1.77E+13 2.37E+17 2.73E+10 2.31E+04 6.45E+03 1.16E+03 1.10E+03 1.55E+02 2.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.317  4.28E+24 8.38E+23 4.20E+24 7.59E+13 7.96E+13 8.36E+23 1.27E+17 3.44E+15 2.30E+17 1.19E+21 1.67E+13 3.58E+13 4.81E+13 5.28E+13 5.53E+13 5.32E+13 5.49E+13 4.91E+13 4.82E+13 4.19E+13 4.40E+13 3.51E+13 4.92E+13 3.55E+13 1.92E+19 2.82E+11 3.69E+04 8.84E+03 1.34E+03 1.25E+03 1.75E+02 2.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.479  4.10E+26 8.04E+25 4.03E+26 1.51E+14 1.59E+14 8.03E+25 2.02E+18 3.67E+16 4.24E+18 6.16E+22 3.33E+13 7.13E+13 9.60E+13 1.05E+14 1.10E+14 1.06E+14 1.10E+14 9.81E+13 9.62E+13 8.38E+13 8.80E+13 7.02E+13 9.83E+13 7.09E+13 1.55E+21 2.92E+12 5.87E+04 1.21E+04 1.54E+03 1.41E+03 1.96E+02 2.68E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.633  3.94E+28 7.72E+27 3.86E+28 3.02E+14 3.16E+14 7.71E+27 3.23E+19 3.91E+17 7.80E+19 3.18E+24 6.63E+13 1.42E+14 1.91E+14 2.10E+14 2.20E+14 2.12E+14 2.19E+14 1.96E+14 1.92E+14 1.67E+14 1.76E+14 1.40E+14 1.97E+14 1.42E+14 1.25E+23 3.02E+13 9.36E+04 1.67E+04 1.77E+03 1.59E+03 2.16E+02 2.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.782  3.78E+30 7.41E+29 3.71E+30 6.01E+14 6.30E+14 7.41E+29 5.15E+20 4.17E+18 1.44E+21 1.64E+26 1.32E+14 2.83E+14 3.82E+14 4.20E+14 4.40E+14 4.24E+14 4.37E+14 3.92E+14 3.84E+14 3.35E+14 3.52E+14 2.81E+14 3.93E+14 2.84E+14 1.01E+25 3.12E+14 1.49E+05 2.28E+04 2.03E+03 1.80E+03 2.36E+02 3.24E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.924  3.63E+32 7.12E+31 3.56E+32 1.20E+15 1.26E+15 7.12E+31 8.21E+21 4.44E+19 2.65E+22 8.48E+27 2.63E+14 5.65E+14 7.62E+14 8.37E+14 8.78E+14 8.46E+14 8.73E+14 7.82E+14 7.68E+14 6.69E+14 7.03E+14 5.61E+14 7.86E+14 5.67E+14 8.17E+26 3.22E+15 2.38E+05 3.13E+04 2.34E+03 2.04E+03 2.56E+02 3.52E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.062  3.49E+34 6.83E+33 3.42E+34 2.39E+15 2.50E+15 6.83E+33 1.31E+23 4.74E+20 4.87E+23 4.38E+29 5.23E+14 1.13E+15 1.52E+15 1.67E+15 1.75E+15 1.69E+15 1.74E+15 1.56E+15 1.53E+15 1.34E+15 1.41E+15 1.12E+15 1.57E+15 1.13E+15 6.60E+28 3.33E+16 3.79E+05 4.30E+04 2.69E+03 2.31E+03 2.76E+02 3.80E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.195  3.35E+36 6.56E+35 3.28E+36 4.76E+15 4.99E+15 6.56E+35 2.09E+24 5.05E+21 8.98E+24 2.26E+31 1.04E+15 2.25E+15 3.03E+15 3.34E+15 3.50E+15 3.37E+15 3.48E+15 3.12E+15 3.07E+15 2.67E+15 2.81E+15 2.24E+15 3.14E+15 2.27E+15 5.33E+30 3.44E+17 6.04E+05 5.90E+04 3.09E+03 2.61E+03 2.97E+02 4.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.324  3.22E+38 6.30E+37 3.15E+38 9.48E+15 9.93E+15 6.30E+37 3.33E+25 5.39E+22 1.65E+26 1.17E+33 2.07E+15 4.48E+15 6.05E+15 6.66E+15 6.98E+15 6.74E+15 6.96E+15 6.24E+15 6.13E+15 5.34E+15 5.61E+15 4.48E+15 6.28E+15 4.53E+15 4.31E+32 3.55E+18 9.63E+05 8.10E+04 3.55E+03 2.95E+03 3.17E+02 4.36E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.450  3.09E+40 6.05E+39 3.03E+40 1.89E+16 1.98E+16 6.05E+39 5.31E+26 5.74E+23 3.04E+27 6.03E+34 4.12E+15 8.92E+15 1.21E+16 1.33E+16 1.39E+16 1.35E+16 1.39E+16 1.25E+16 1.22E+16 1.07E+16 1.12E+16 8.96E+15 1.26E+16 9.06E+15 3.48E+34 3.67E+19 1.54E+06 1.11E+05 4.09E+03 3.34E+03 3.37E+02 4.64E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.572  2.97E+42 5.81E+41 2.91E+42 3.77E+16 3.94E+16 5.81E+41 8.47E+27 6.12E+24 5.61E+28 3.11E+36 8.21E+15 1.78E+16 2.41E+16 2.65E+16 2.78E+16 2.69E+16 2.78E+16 2.49E+16 2.45E+16 2.13E+16 2.24E+16 1.79E+16 2.51E+16 1.81E+16 2.82E+36 3.79E+20 2.45E+06 1.52E+05 4.70E+03 3.78E+03 3.57E+02 4.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.690  2.85E+44 5.58E+43 2.79E+44 7.50E+16 7.86E+16 5.58E+43 1.35E+29 6.53E+25 1.03E+30 1.61E+38 1.63E+16 3.55E+16 4.80E+16 5.29E+16 5.56E+16 5.37E+16 5.55E+16 4.98E+16 4.89E+16 4.26E+16 4.48E+16 3.58E+16 5.02E+16 3.62E+16 2.28E+38 3.91E+21 3.90E+06 2.09E+05 5.40E+03 4.27E+03 3.77E+02 5.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 44 A=100: Negative-parity Spin-dependent Level Density [MeV-1] for RU100  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.166  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.235  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.287  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
