                    *********************************************************************************
                    *  Z= 88 A=227: Positive-Parity Spin-dependent Level Density [MeV-1] for RA227  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   1.50  0.270  1.89E+02 4.58E+02 4.91E+03 1.89E+01 4.56E+01 6.24E+01 6.77E+01 6.69E+01 5.51E+01 4.64E+01 3.37E+01 2.55E+01 1.72E+01 1.01E+01 4.56E+00 1.52E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.291  3.70E+02 9.92E+02 1.10E+04 4.15E+01 8.72E+01 1.28E+02 1.40E+02 1.42E+02 1.27E+02 1.02E+02 7.91E+01 5.46E+01 3.65E+01 2.43E+01 1.57E+01 8.62E+00 3.04E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.311  6.96E+02 1.62E+03 1.82E+04 6.78E+01 1.36E+02 2.03E+02 2.21E+02 2.34E+02 1.99E+02 1.72E+02 1.36E+02 9.56E+01 6.13E+01 3.85E+01 2.74E+01 1.57E+01 7.60E+00 2.53E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.330  1.31E+03 3.31E+03 3.84E+04 1.29E+02 2.70E+02 3.89E+02 4.21E+02 4.59E+02 4.20E+02 3.52E+02 2.93E+02 2.13E+02 1.48E+02 8.96E+01 5.68E+01 3.40E+01 1.93E+01 1.01E+01 3.55E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.348  2.40E+03 5.37E+03 6.28E+04 2.07E+02 4.36E+02 6.20E+02 6.85E+02 7.40E+02 6.67E+02 5.67E+02 4.67E+02 3.54E+02 2.41E+02 1.59E+02 1.01E+02 5.68E+01 3.40E+01 1.93E+01 9.63E+00 2.53E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.365  4.43E+03 1.09E+04 1.30E+05 4.27E+02 8.54E+02 1.23E+03 1.34E+03 1.47E+03 1.36E+03 1.17E+03 9.61E+02 7.28E+02 5.19E+02 3.49E+02 2.27E+02 1.34E+02 6.99E+01 3.85E+01 2.23E+01 1.01E+01 3.55E+00 1.01E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.381  7.99E+03 1.75E+04 2.10E+05 6.74E+02 1.33E+03 1.92E+03 2.13E+03 2.38E+03 2.16E+03 1.88E+03 1.58E+03 1.20E+03 8.37E+02 5.66E+02 3.82E+02 2.30E+02 1.28E+02 6.54E+01 3.65E+01 1.93E+01 8.62E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.397  1.46E+04 3.53E+04 4.30E+05 1.30E+03 2.58E+03 3.73E+03 4.19E+03 4.67E+03 4.34E+03 3.84E+03 3.22E+03 2.51E+03 1.78E+03 1.20E+03 8.10E+02 4.95E+02 2.88E+02 1.60E+02 8.21E+01 3.85E+01 2.08E+01 8.62E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.412  2.61E+04 5.65E+04 6.95E+05 2.06E+03 4.07E+03 5.93E+03 6.66E+03 7.49E+03 6.87E+03 6.09E+03 5.19E+03 4.05E+03 2.93E+03 1.99E+03 1.36E+03 8.22E+02 4.75E+02 2.70E+02 1.50E+02 6.54E+01 3.40E+01 1.57E+01 4.56E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.426  4.70E+04 1.11E+05 1.39E+06 3.89E+03 7.68E+03 1.11E+04 1.25E+04 1.42E+04 1.33E+04 1.21E+04 1.04E+04 8.25E+03 6.03E+03 4.18E+03 2.90E+03 1.79E+03 1.03E+03 5.83E+02 3.28E+02 1.60E+02 7.50E+01 3.40E+01 1.57E+01 4.05E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.440  8.27E+04 1.75E+05 2.21E+06 6.09E+03 1.21E+04 1.74E+04 1.98E+04 2.25E+04 2.09E+04 1.89E+04 1.62E+04 1.33E+04 9.65E+03 6.81E+03 4.74E+03 2.98E+03 1.75E+03 9.71E+02 5.42E+02 2.70E+02 1.33E+02 5.68E+01 2.74E+01 1.17E+01 2.53E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.454  1.47E+05 3.38E+05 4.34E+06 1.14E+04 2.23E+04 3.24E+04 3.69E+04 4.22E+04 3.99E+04 3.69E+04 3.20E+04 2.60E+04 1.93E+04 1.40E+04 9.81E+03 6.29E+03 3.77E+03 2.13E+03 1.17E+03 5.89E+02 3.03E+02 1.35E+02 5.68E+01 2.53E+01 9.63E+00 1.52E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.467  2.55E+05 5.30E+05 6.85E+06 1.77E+04 3.48E+04 5.08E+04 5.80E+04 6.65E+04 6.23E+04 5.71E+04 4.95E+04 4.13E+04 3.07E+04 2.21E+04 1.60E+04 1.02E+04 6.17E+03 3.59E+03 2.00E+03 9.84E+02 5.02E+02 2.33E+02 1.01E+02 4.00E+01 1.72E+01 4.56E+00 1.01E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.480  4.48E+05 1.01E+06 1.33E+07 3.26E+04 6.42E+04 9.33E+04 1.07E+05 1.23E+05 1.18E+05 1.10E+05 9.68E+04 7.99E+04 6.02E+04 4.44E+04 3.21E+04 2.11E+04 1.30E+04 7.57E+03 4.33E+03 2.18E+03 1.10E+03 5.05E+02 2.33E+02 9.63E+01 3.65E+01 1.57E+01 3.55E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.492  7.71E+05 1.58E+06 2.08E+07 5.05E+04 9.97E+04 1.45E+05 1.67E+05 1.92E+05 1.82E+05 1.68E+05 1.48E+05 1.26E+05 9.47E+04 6.97E+04 5.15E+04 3.38E+04 2.11E+04 1.25E+04 7.16E+03 3.69E+03 1.89E+03 8.57E+02 3.93E+02 1.73E+02 6.16E+01 2.76E+01 9.63E+00 1.52E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.516  2.31E+06 4.60E+06 6.19E+07 1.42E+05 2.80E+05 4.09E+05 4.71E+05 5.47E+05 5.22E+05 4.88E+05 4.34E+05 3.73E+05 2.85E+05 2.14E+05 1.61E+05 1.09E+05 6.91E+04 4.19E+04 2.48E+04 1.32E+04 6.93E+03 3.27E+03 1.49E+03 6.53E+02 2.56E+02 1.04E+02 3.77E+01 1.37E+01 2.53E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.539  6.76E+06 1.32E+07 1.81E+08 3.94E+05 7.75E+05 1.13E+06 1.31E+06 1.53E+06 1.47E+06 1.39E+06 1.25E+06 1.09E+06 8.42E+05 6.42E+05 4.91E+05 3.38E+05 2.20E+05 1.37E+05 8.29E+04 4.54E+04 2.47E+04 1.21E+04 5.66E+03 2.49E+03 9.88E+02 4.09E+02 1.59E+02 4.89E+01 1.88E+01 3.55E+00 1.01E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.561  1.94E+07 3.72E+07 5.20E+08 1.08E+06 2.12E+06 3.10E+06 3.61E+06 4.23E+06 4.09E+06 3.89E+06 3.52E+06 3.10E+06 2.43E+06 1.88E+06 1.46E+06 1.03E+06 6.81E+05 4.33E+05 2.70E+05 1.52E+05 8.51E+04 4.32E+04 2.11E+04 9.52E+03 3.92E+03 1.61E+03 6.04E+02 2.28E+02 7.18E+01 2.54E+01 6.89E+00 1.22E+00 5.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.582  5.46E+07 1.04E+08 1.47E+09 2.90E+06 5.73E+06 8.39E+06 9.81E+06 1.15E+07 1.12E+07 1.07E+07 9.79E+06 8.69E+06 6.90E+06 5.41E+06 4.26E+06 3.04E+06 2.06E+06 1.34E+06 8.54E+05 4.95E+05 2.85E+05 1.50E+05 7.58E+04 3.55E+04 1.53E+04 6.41E+03 2.48E+03 9.08E+02 3.30E+02 1.02E+02 3.84E+01 1.03E+01 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.603  1.51E+08 2.84E+08 4.10E+09 7.75E+06 1.53E+07 2.24E+07 2.61E+07 3.06E+07 3.01E+07 2.91E+07 2.67E+07 2.39E+07 1.92E+07 1.53E+07 1.22E+07 8.84E+06 6.06E+06 4.02E+06 2.63E+06 1.56E+06 9.26E+05 5.05E+05 2.64E+05 1.29E+05 5.79E+04 2.54E+04 1.01E+04 3.90E+03 1.39E+03 4.77E+02 1.65E+02 5.19E+01 1.32E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.623  4.15E+08 7.71E+08 1.13E+10 2.04E+07 4.04E+07 5.94E+07 6.92E+07 8.14E+07 8.05E+07 7.87E+07 7.25E+07 6.51E+07 5.28E+07 4.24E+07 3.41E+07 2.52E+07 1.75E+07 1.19E+07 7.91E+06 4.82E+06 2.92E+06 1.65E+06 8.94E+05 4.53E+05 2.14E+05 9.75E+04 4.06E+04 1.66E+04 6.32E+03 2.12E+03 7.89E+02 2.55E+02 5.78E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.642  1.12E+09 2.07E+09 3.07E+10 5.34E+07 1.06E+08 1.55E+08 1.82E+08 2.14E+08 2.13E+08 2.09E+08 1.94E+08 1.75E+08 1.43E+08 1.17E+08 9.44E+07 7.05E+07 4.98E+07 3.43E+07 2.33E+07 1.45E+07 9.03E+06 5.24E+06 2.93E+06 1.54E+06 7.66E+05 3.64E+05 1.60E+05 6.91E+04 2.79E+04 9.83E+03 3.84E+03 1.31E+03 3.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.660  3.01E+09 5.49E+09 8.27E+10 1.38E+08 2.74E+08 4.03E+08 4.72E+08 5.58E+08 5.56E+08 5.49E+08 5.11E+08 4.66E+08 3.83E+08 3.15E+08 2.57E+08 1.95E+08 1.39E+08 9.70E+07 6.71E+07 4.28E+07 2.72E+07 1.62E+07 9.34E+06 5.10E+06 2.64E+06 1.31E+06 6.05E+05 2.77E+05 1.19E+05 4.45E+04 1.83E+04 6.61E+03 1.50E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.678  7.99E+09 1.44E+10 2.20E+11 3.55E+08 7.02E+08 1.03E+09 1.22E+09 1.44E+09 1.44E+09 1.43E+09 1.33E+09 1.22E+09 1.01E+09 8.40E+08 6.92E+08 5.29E+08 3.83E+08 2.71E+08 1.90E+08 1.23E+08 8.00E+07 4.90E+07 2.90E+07 1.63E+07 8.82E+06 4.53E+06 2.21E+06 1.06E+06 4.84E+05 1.92E+05 8.34E+04 3.17E+04 7.52E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.696  2.10E+10 3.75E+10 5.80E+11 9.02E+08 1.79E+09 2.64E+09 3.10E+09 3.68E+09 3.70E+09 3.67E+09 3.45E+09 3.18E+09 2.65E+09 2.21E+09 1.84E+09 1.42E+09 1.04E+09 7.43E+08 5.30E+08 3.50E+08 2.31E+08 1.45E+08 8.78E+07 5.10E+07 2.85E+07 1.51E+07 7.72E+06 3.91E+06 1.87E+06 7.85E+05 3.60E+05 1.45E+05 3.60E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.730  1.63E+11 2.46E+11 3.91E+12 5.69E+09 1.13E+10 1.67E+10 1.97E+10 2.34E+10 2.37E+10 2.37E+10 2.24E+10 2.09E+10 1.76E+10 1.49E+10 1.25E+10 9.85E+09 7.33E+09 5.37E+09 3.93E+09 2.67E+09 1.82E+09 1.19E+09 7.54E+08 4.61E+08 2.73E+08 1.54E+08 8.50E+07 4.66E+07 2.44E+07 1.13E+07 5.69E+06 2.54E+06 7.05E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.763  1.07E+12 1.57E+12 2.54E+13 3.49E+10 6.92E+10 1.02E+11 1.21E+11 1.45E+11 1.47E+11 1.48E+11 1.41E+11 1.32E+11 1.13E+11 9.62E+10 8.20E+10 6.54E+10 4.95E+10 3.70E+10 2.76E+10 1.93E+10 1.35E+10 9.12E+09 5.99E+09 3.82E+09 2.38E+09 1.41E+09 8.27E+08 4.83E+08 2.72E+08 1.36E+08 7.39E+07 3.58E+07 1.10E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.794  4.44E+12 5.16E+12 1.07E+14 5.36E+10 1.08E+11 1.61E+11 1.96E+11 2.62E+11 2.96E+11 3.22E+11 3.66E+11 3.99E+11 4.68E+11 4.91E+11 4.73E+11 4.05E+11 3.21E+11 2.44E+11 1.86E+11 1.32E+11 9.50E+10 6.59E+10 4.46E+10 2.95E+10 1.91E+10 1.18E+10 7.28E+09 4.47E+09 2.66E+09 1.41E+09 8.20E+08 4.24E+08 1.42E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.824  1.01E+13 6.15E+12 1.84E+14 2.41E+10 4.85E+10 7.02E+10 5.85E+10 8.53E+10 8.47E+10 8.36E+10 9.59E+10 1.00E+11 2.32E+11 3.21E+11 3.67E+11 4.49E+11 5.03E+11 6.11E+11 6.48E+11 5.81E+11 4.93E+11 3.97E+11 3.01E+11 2.13E+11 1.43E+11 9.19E+10 5.88E+10 3.77E+10 2.35E+10 1.31E+10 8.01E+09 4.37E+09 1.56E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.853  1.57E+13 5.10E+12 1.86E+14 5.73E+09 9.49E+09 1.20E+10 1.73E+10 1.62E+10 2.36E+10 3.20E+10 5.39E+10 3.38E+10 5.74E+10 9.70E+10 9.18E+10 6.33E+10 8.74E+10 2.61E+11 4.52E+11 6.45E+11 6.74E+11 6.14E+11 5.29E+11 4.10E+11 3.22E+11 2.23E+11 1.44E+11 9.41E+10 5.96E+10 3.38E+10 2.10E+10 1.16E+10 4.30E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.881  2.18E+13 7.09E+12 2.84E+14 1.36E+09 1.86E+09 2.05E+09 5.12E+09 3.07E+09 6.56E+09 1.23E+10 3.03E+10 1.14E+10 1.42E+10 2.93E+10 2.30E+10 8.91E+09 1.52E+10 1.12E+11 3.16E+11 7.16E+11 9.23E+11 9.50E+11 9.29E+11 7.90E+11 7.25E+11 5.41E+11 3.53E+11 2.35E+11 1.51E+11 8.73E+10 5.52E+10 3.11E+10 1.19E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.908  3.15E+13 1.23E+13 5.17E+14 3.24E+08 3.64E+08 3.50E+08 1.51E+09 5.82E+08 1.83E+09 4.69E+09 1.70E+10 3.83E+09 3.53E+09 8.84E+09 5.76E+09 1.25E+09 2.64E+09 4.78E+10 2.21E+11 7.94E+11 1.26E+12 1.47E+12 1.63E+12 1.52E+12 1.63E+12 1.31E+12 8.66E+11 5.85E+11 3.84E+11 2.25E+11 1.45E+11 8.28E+10 3.27E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.934  4.94E+13 2.36E+13 1.03E+15 7.70E+07 7.12E+07 5.98E+07 4.48E+08 1.10E+08 5.08E+08 1.80E+09 9.56E+09 1.29E+09 8.73E+08 2.67E+09 1.44E+09 1.77E+08 4.59E+08 2.04E+10 1.54E+11 8.82E+11 1.73E+12 2.27E+12 2.87E+12 2.93E+12 3.67E+12 3.18E+12 2.12E+12 1.46E+12 9.75E+11 5.81E+11 3.80E+11 2.21E+11 9.03E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.960  8.53E+13 4.83E+13 2.16E+15 1.83E+07 1.39E+07 1.02E+07 1.32E+08 2.10E+07 1.42E+08 6.88E+08 5.37E+09 4.34E+08 2.16E+08 8.05E+08 3.61E+08 2.49E+07 7.97E+07 8.75E+09 1.08E+11 9.79E+11 2.36E+12 3.52E+12 5.04E+12 5.64E+12 8.25E+12 7.72E+12 5.21E+12 3.64E+12 2.48E+12 1.50E+12 9.98E+11 5.89E+11 2.49E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.984  1.61E+14 1.04E+14 4.73E+15 4.35E+06 2.73E+06 1.75E+06 3.92E+07 3.98E+06 3.94E+07 2.64E+08 3.02E+09 1.46E+08 5.36E+07 2.43E+08 9.03E+07 3.50E+06 1.38E+07 3.74E+09 7.51E+10 1.09E+12 3.23E+12 5.44E+12 8.86E+12 1.09E+13 1.86E+13 1.87E+13 1.28E+13 9.08E+12 6.29E+12 3.87E+12 2.62E+12 1.57E+12 6.87E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
