                    *********************************************************************************
                    *  Z= 77 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for IR193  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.75  0.207  2.00E+00 3.51E+00 3.06E+01 0.00E+00 7.98E-01 7.14E-01 2.36E-02 7.14E-01 8.96E-01 3.63E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.239  3.00E+00 7.47E+00 6.47E+01 7.14E-01 9.80E-01 9.86E-01 4.74E-01 2.16E+00 1.43E+00 3.63E-01 3.63E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.267  6.00E+00 1.52E+01 1.27E+02 1.61E+00 1.76E+00 2.34E+00 2.60E+00 2.26E+00 3.75E+00 3.63E-01 3.63E-01 1.81E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.292  1.10E+01 2.50E+01 2.23E+02 1.79E+00 2.71E+00 3.23E+00 4.23E+00 4.76E+00 4.83E+00 2.69E+00 3.63E-01 3.63E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.316  2.00E+01 4.71E+01 4.16E+02 4.56E+00 6.12E+00 4.76E+00 8.04E+00 8.18E+00 7.08E+00 6.63E+00 6.66E-01 8.96E-01 1.81E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.338  3.50E+01 7.01E+01 6.62E+02 5.00E+00 7.89E+00 7.85E+00 1.23E+01 1.03E+01 1.21E+01 8.20E+00 3.90E+00 1.61E+00 4.35E-01 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.358  5.80E+01 1.16E+02 1.14E+03 8.35E+00 1.10E+01 1.45E+01 1.88E+01 1.41E+01 1.90E+01 1.46E+01 8.57E+00 2.73E+00 2.87E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.377  9.30E+01 1.67E+02 1.69E+03 1.02E+01 1.56E+01 2.27E+01 2.38E+01 2.55E+01 2.24E+01 2.08E+01 1.20E+01 5.48E+00 5.73E+00 1.79E+00 1.13E-01 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.396  1.50E+02 2.83E+02 2.87E+03 1.94E+01 2.66E+01 3.85E+01 4.11E+01 4.33E+01 3.50E+01 2.87E+01 2.29E+01 1.33E+01 7.89E+00 3.75E+00 1.01E+00 8.17E-01 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.414  2.34E+02 3.93E+02 3.99E+03 2.59E+01 4.23E+01 5.46E+01 5.41E+01 5.62E+01 4.90E+01 3.87E+01 3.15E+01 1.83E+01 1.10E+01 6.44E+00 3.50E+00 8.17E-01 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.430  3.65E+02 6.55E+02 6.70E+03 3.83E+01 7.11E+01 9.47E+01 9.60E+01 8.80E+01 7.94E+01 6.88E+01 4.64E+01 3.24E+01 1.91E+01 9.86E+00 7.97E+00 1.61E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.447  5.65E+02 9.43E+02 9.72E+03 6.22E+01 9.92E+01 1.24E+02 1.44E+02 1.28E+02 1.08E+02 1.02E+02 6.55E+01 4.67E+01 2.67E+01 1.62E+01 1.10E+01 6.42E+00 2.86E+00 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.462  8.78E+02 1.56E+03 1.63E+04 9.09E+01 1.63E+02 2.10E+02 2.31E+02 2.18E+02 1.83E+02 1.62E+02 1.13E+02 7.50E+01 4.58E+01 3.06E+01 1.77E+01 1.11E+01 6.42E+00 2.31E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.477  1.35E+03 2.19E+03 2.32E+04 1.24E+02 2.29E+02 2.91E+02 3.22E+02 3.06E+02 2.55E+02 2.16E+02 1.67E+02 1.06E+02 6.30E+01 4.14E+01 3.20E+01 1.57E+01 1.31E+01 6.59E+00 3.56E-01 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.492  2.08E+03 3.65E+03 3.90E+04 2.07E+02 3.68E+02 4.99E+02 5.28E+02 5.13E+02 4.22E+02 3.64E+02 2.61E+02 1.72E+02 1.21E+02 6.87E+01 6.11E+01 2.62E+01 2.12E+01 1.30E+01 2.49E+00 2.62E+00 2.13E+00 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.506  3.19E+03 5.23E+03 5.61E+04 3.06E+02 5.34E+02 7.26E+02 7.41E+02 7.18E+02 5.97E+02 5.08E+02 3.73E+02 2.49E+02 1.78E+02 1.14E+02 8.00E+01 4.28E+01 2.85E+01 1.83E+01 8.72E+00 5.64E+00 3.10E+00 2.66E+00 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.520  4.93E+03 8.70E+03 9.48E+04 4.91E+02 8.88E+02 1.16E+03 1.24E+03 1.15E+03 1.00E+03 8.45E+02 6.28E+02 4.16E+02 3.02E+02 2.13E+02 1.36E+02 7.92E+01 6.20E+01 2.95E+01 2.13E+01 1.21E+01 7.92E+00 6.05E+00 1.51E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.534  7.56E+03 1.24E+04 1.36E+05 6.85E+02 1.32E+03 1.62E+03 1.73E+03 1.60E+03 1.42E+03 1.17E+03 9.06E+02 6.42E+02 4.42E+02 2.93E+02 1.92E+02 1.34E+02 8.86E+01 5.73E+01 3.39E+01 2.01E+01 1.72E+01 7.76E+00 4.36E+00 1.60E+00 2.10E-01 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.560  1.80E+04 2.92E+04 3.28E+05 1.56E+03 3.01E+03 3.72E+03 4.05E+03 3.79E+03 3.28E+03 2.72E+03 2.19E+03 1.55E+03 1.11E+03 7.69E+02 4.85E+02 3.43E+02 2.29E+02 1.52E+02 1.04E+02 6.82E+01 3.58E+01 2.93E+01 1.33E+01 5.15E+00 5.54E+00 1.78E+00 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.585  4.24E+04 6.86E+04 7.84E+05 3.61E+03 6.84E+03 8.66E+03 9.15E+03 8.90E+03 7.56E+03 6.47E+03 5.20E+03 3.63E+03 2.69E+03 1.91E+03 1.37E+03 8.44E+02 5.78E+02 4.25E+02 2.65E+02 1.91E+02 1.17E+02 6.97E+01 4.04E+01 2.49E+01 1.60E+01 1.06E+01 2.31E+00 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.609  9.95E+04 1.60E+05 1.86E+06 8.08E+03 1.56E+04 1.98E+04 2.12E+04 2.03E+04 1.76E+04 1.51E+04 1.21E+04 8.63E+03 6.35E+03 4.73E+03 3.38E+03 2.21E+03 1.60E+03 1.05E+03 7.28E+02 4.87E+02 3.20E+02 2.31E+02 1.30E+02 7.60E+01 4.66E+01 3.25E+01 1.10E+01 4.59E+00 1.60E+00 5.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.632  2.31E+05 3.67E+05 4.36E+06 1.77E+04 3.52E+04 4.45E+04 4.82E+04 4.62E+04 4.05E+04 3.45E+04 2.78E+04 2.01E+04 1.51E+04 1.14E+04 8.21E+03 5.59E+03 3.95E+03 2.93E+03 1.89E+03 1.27E+03 9.26E+02 5.80E+02 3.94E+02 2.46E+02 1.42E+02 8.60E+01 4.83E+01 2.06E+01 1.35E+01 5.03E+00 5.33E-01 1.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.654  5.32E+05 8.35E+05 1.01E+07 3.98E+04 7.82E+04 9.89E+04 1.08E+05 1.04E+05 9.11E+04 7.80E+04 6.34E+04 4.63E+04 3.51E+04 2.68E+04 2.00E+04 1.36E+04 9.94E+03 7.12E+03 4.91E+03 3.55E+03 2.37E+03 1.68E+03 1.04E+03 6.96E+02 4.55E+02 2.64E+02 1.55E+02 7.19E+01 4.82E+01 1.80E+01 1.13E+01 6.93E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.675  1.21E+06 1.89E+06 2.32E+07 8.79E+04 1.74E+05 2.19E+05 2.40E+05 2.31E+05 2.02E+05 1.76E+05 1.44E+05 1.06E+05 8.09E+04 6.27E+04 4.71E+04 3.26E+04 2.45E+04 1.77E+04 1.24E+04 8.86E+03 6.33E+03 4.50E+03 2.86E+03 1.97E+03 1.23E+03 7.85E+02 4.93E+02 2.66E+02 1.56E+02 8.26E+01 4.44E+01 3.64E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.696  2.74E+06 4.22E+06 5.27E+07 1.93E+05 3.83E+05 4.83E+05 5.31E+05 5.11E+05 4.52E+05 3.91E+05 3.23E+05 2.39E+05 1.84E+05 1.45E+05 1.09E+05 7.74E+04 5.78E+04 4.34E+04 3.05E+04 2.21E+04 1.61E+04 1.13E+04 7.77E+03 5.23E+03 3.52E+03 2.30E+03 1.35E+03 8.70E+02 5.10E+02 2.88E+02 1.65E+02 1.55E+02 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.716  6.14E+06 9.39E+06 1.19E+08 4.22E+05 8.35E+05 1.06E+06 1.16E+06 1.12E+06 9.95E+05 8.66E+05 7.20E+05 5.37E+05 4.18E+05 3.28E+05 2.53E+05 1.79E+05 1.36E+05 1.03E+05 7.29E+04 5.46E+04 4.00E+04 2.86E+04 1.95E+04 1.37E+04 9.53E+03 6.24E+03 3.99E+03 2.49E+03 1.56E+03 9.41E+02 5.11E+02 6.00E+02 6.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.736  1.37E+07 2.07E+07 2.66E+08 9.12E+05 1.81E+06 2.29E+06 2.53E+06 2.45E+06 2.18E+06 1.90E+06 1.59E+06 1.19E+06 9.33E+05 7.40E+05 5.75E+05 4.11E+05 3.16E+05 2.41E+05 1.73E+05 1.30E+05 9.67E+04 7.08E+04 4.91E+04 3.51E+04 2.43E+04 1.68E+04 1.07E+04 7.12E+03 4.68E+03 2.67E+03 1.68E+03 2.00E+03 3.14E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.755  3.01E+07 4.52E+07 5.89E+08 1.96E+06 3.88E+06 4.93E+06 5.46E+06 5.30E+06 4.73E+06 4.15E+06 3.48E+06 2.63E+06 2.06E+06 1.65E+06 1.29E+06 9.32E+05 7.22E+05 5.56E+05 4.05E+05 3.06E+05 2.31E+05 1.70E+05 1.21E+05 8.73E+04 6.21E+04 4.31E+04 2.81E+04 1.94E+04 1.28E+04 7.94E+03 4.92E+03 6.34E+03 1.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.792  1.59E+08 2.12E+08 2.83E+09 8.86E+06 1.76E+07 2.24E+07 2.49E+07 2.43E+07 2.18E+07 1.93E+07 1.63E+07 1.24E+07 9.88E+06 7.99E+06 6.32E+06 4.63E+06 3.65E+06 2.85E+06 2.11E+06 1.63E+06 1.25E+06 9.50E+05 6.86E+05 5.11E+05 3.73E+05 2.69E+05 1.81E+05 1.30E+05 9.16E+04 5.70E+04 3.89E+04 5.44E+04 1.48E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.827  7.47E+08 9.65E+08 1.32E+10 3.93E+07 7.79E+07 9.96E+07 1.11E+08 1.09E+08 9.84E+07 8.75E+07 7.44E+07 5.72E+07 4.59E+07 3.75E+07 2.99E+07 2.22E+07 1.77E+07 1.40E+07 1.05E+07 8.29E+06 6.48E+06 4.99E+06 3.69E+06 2.80E+06 2.10E+06 1.55E+06 1.07E+06 7.98E+05 5.83E+05 3.74E+05 2.65E+05 3.98E+05 1.34E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.861  3.38E+09 4.30E+09 6.01E+10 1.70E+08 3.38E+08 4.33E+08 4.84E+08 4.77E+08 4.33E+08 3.87E+08 3.31E+08 2.57E+08 2.07E+08 1.71E+08 1.38E+08 1.03E+08 8.30E+07 6.66E+07 5.07E+07 4.04E+07 3.20E+07 2.50E+07 1.88E+07 1.46E+07 1.11E+07 8.41E+06 5.93E+06 4.56E+06 3.43E+06 2.23E+06 1.64E+06 2.60E+06 1.01E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.893  1.49E+10 1.87E+10 2.67E+11 7.23E+08 1.44E+09 1.84E+09 2.07E+09 2.05E+09 1.87E+09 1.68E+09 1.44E+09 1.13E+09 9.15E+08 7.58E+08 6.16E+08 4.65E+08 3.78E+08 3.06E+08 2.35E+08 1.90E+08 1.53E+08 1.21E+08 9.22E+07 7.24E+07 5.62E+07 4.33E+07 3.11E+07 2.45E+07 1.89E+07 1.25E+07 9.46E+06 1.56E+07 6.77E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.925  4.21E+10 3.56E+10 5.13E+11 1.33E+09 2.65E+09 3.48E+09 3.88E+09 3.89E+09 3.57E+09 3.21E+09 2.76E+09 2.14E+09 1.75E+09 1.45E+09 1.18E+09 8.91E+08 7.27E+08 5.94E+08 4.59E+08 3.70E+08 2.99E+08 2.38E+08 1.81E+08 1.42E+08 1.12E+08 8.63E+07 6.34E+07 5.05E+07 3.92E+07 2.60E+07 1.98E+07 3.30E+07 1.53E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.955  9.38E+10 6.78E+10 9.84E+11 2.45E+09 4.88E+09 6.56E+09 7.27E+09 7.41E+09 6.83E+09 6.15E+09 5.29E+09 4.08E+09 3.34E+09 2.78E+09 2.27E+09 1.71E+09 1.40E+09 1.15E+09 8.95E+08 7.21E+08 5.87E+08 4.68E+08 3.54E+08 2.80E+08 2.22E+08 1.72E+08 1.29E+08 1.04E+08 8.15E+07 5.44E+07 4.15E+07 6.99E+07 3.44E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.984  1.92E+11 1.29E+11 1.89E+12 4.52E+09 8.99E+09 1.24E+10 1.36E+10 1.41E+10 1.31E+10 1.18E+10 1.01E+10 7.76E+09 6.39E+09 5.34E+09 4.35E+09 3.27E+09 2.69E+09 2.24E+09 1.75E+09 1.40E+09 1.15E+09 9.23E+08 6.93E+08 5.50E+08 4.41E+08 3.44E+08 2.64E+08 2.14E+08 1.69E+08 1.14E+08 8.70E+07 1.48E+08 7.76E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
