                    *********************************************************************************
                    *  Z= 69 A=171: Positive-Parity Spin-dependent Level Density [MeV-1] for TM171  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   2.00  0.359  1.12E+02 2.30E+02 2.15E+03 2.62E+01 2.77E+01 2.91E+01 3.64E+01 3.23E+01 2.36E+01 2.15E+01 1.43E+01 8.00E+00 5.31E+00 3.17E+00 1.58E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.380  1.92E+02 4.12E+02 4.01E+03 3.74E+01 4.53E+01 5.24E+01 6.39E+01 5.95E+01 4.90E+01 3.96E+01 2.68E+01 1.60E+01 1.10E+01 5.30E+00 3.35E+00 1.58E+00 5.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.401  3.18E+02 5.95E+02 6.01E+03 4.32E+01 6.11E+01 7.84E+01 8.85E+01 8.51E+01 7.34E+01 6.36E+01 4.06E+01 2.56E+01 1.80E+01 8.47E+00 5.12E+00 2.11E+00 1.06E+00 5.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.421  5.19E+02 1.02E+03 1.06E+04 6.34E+01 9.81E+01 1.30E+02 1.47E+02 1.51E+02 1.26E+02 1.10E+02 7.58E+01 4.95E+01 3.35E+01 1.75E+01 1.02E+01 3.70E+00 1.58E+00 1.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.439  8.31E+02 1.48E+03 1.55E+04 8.72E+01 1.42E+02 1.90E+02 2.14E+02 2.11E+02 1.81E+02 1.56E+02 1.16E+02 7.77E+01 5.23E+01 2.45E+01 1.54E+01 6.34E+00 2.11E+00 1.07E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.457  1.33E+03 2.51E+03 2.69E+04 1.33E+02 2.32E+02 3.22E+02 3.64E+02 3.62E+02 3.10E+02 2.56E+02 1.91E+02 1.36E+02 9.96E+01 5.18E+01 2.91E+01 1.41E+01 4.75E+00 2.14E+00 1.96E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.474  2.09E+03 3.59E+03 3.90E+04 1.83E+02 3.20E+02 4.42E+02 5.30E+02 5.18E+02 4.48E+02 3.67E+02 2.72E+02 1.95E+02 1.49E+02 8.18E+01 4.55E+01 2.27E+01 7.58E+00 3.24E+00 3.20E+00 5.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.491  3.30E+03 6.03E+03 6.64E+04 2.97E+02 5.36E+02 7.28E+02 8.70E+02 8.57E+02 7.63E+02 6.16E+02 4.68E+02 3.36E+02 2.48E+02 1.51E+02 8.99E+01 4.31E+01 1.79E+01 6.59E+00 4.46E+00 2.30E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.507  5.13E+03 8.68E+03 9.61E+04 4.04E+02 7.69E+02 1.06E+03 1.26E+03 1.21E+03 1.07E+03 8.94E+02 6.66E+02 4.98E+02 3.56E+02 2.25E+02 1.33E+02 6.90E+01 3.03E+01 1.17E+01 6.10E+00 3.73E+00 5.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.523  8.04E+03 1.46E+04 1.63E+05 6.64E+02 1.27E+03 1.76E+03 2.05E+03 2.04E+03 1.82E+03 1.50E+03 1.15E+03 8.53E+02 6.10E+02 3.93E+02 2.36E+02 1.33E+02 5.72E+01 2.58E+01 1.05E+01 6.03E+00 2.32E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.538  1.25E+04 2.08E+04 2.35E+05 9.42E+02 1.80E+03 2.49E+03 2.89E+03 2.89E+03 2.56E+03 2.17E+03 1.63E+03 1.25E+03 8.74E+02 5.70E+02 3.51E+02 2.06E+02 9.90E+01 4.01E+01 2.03E+01 8.77E+00 3.61E+00 1.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.553  1.94E+04 3.45E+04 3.96E+05 1.51E+03 2.90E+03 4.03E+03 4.64E+03 4.74E+03 4.31E+03 3.64E+03 2.83E+03 2.13E+03 1.50E+03 9.90E+02 6.20E+02 3.68E+02 1.96E+02 8.14E+01 4.15E+01 1.42E+01 8.93E+00 4.16E+00 1.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.567  2.98E+04 4.89E+04 5.63E+05 2.13E+03 4.11E+03 5.68E+03 6.55E+03 6.61E+03 6.01E+03 5.18E+03 3.99E+03 3.08E+03 2.15E+03 1.42E+03 9.07E+02 5.41E+02 2.90E+02 1.34E+02 6.41E+01 2.43E+01 1.43E+01 7.35E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.595  7.04E+04 1.13E+05 1.33E+06 4.76E+03 9.31E+03 1.29E+04 1.47E+04 1.51E+04 1.38E+04 1.21E+04 9.45E+03 7.39E+03 5.30E+03 3.55E+03 2.30E+03 1.39E+03 7.80E+02 3.92E+02 2.00E+02 7.77E+01 4.36E+01 2.13E+01 1.23E+01 7.31E-01 1.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.621  1.64E+05 2.59E+05 3.10E+06 1.06E+04 2.07E+04 2.86E+04 3.28E+04 3.39E+04 3.14E+04 2.75E+04 2.19E+04 1.73E+04 1.26E+04 8.61E+03 5.81E+03 3.48E+03 2.07E+03 1.06E+03 5.95E+02 2.52E+02 1.29E+02 5.75E+01 3.50E+01 8.75E+00 4.84E+00 2.32E-01 3.73E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.647  3.75E+05 5.86E+05 7.12E+06 2.32E+04 4.55E+04 6.32E+04 7.25E+04 7.53E+04 7.02E+04 6.23E+04 5.01E+04 4.00E+04 2.94E+04 2.05E+04 1.41E+04 8.70E+03 5.26E+03 2.81E+03 1.59E+03 7.73E+02 3.94E+02 1.82E+02 9.36E+01 4.19E+01 1.64E+01 5.48E+00 3.04E+00 3.73E-01 0.00E+00 1.21E-02 1.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.671  8.49E+05 1.31E+06 1.62E+07 5.05E+04 9.93E+04 1.38E+05 1.59E+05 1.66E+05 1.56E+05 1.39E+05 1.13E+05 9.13E+04 6.78E+04 4.81E+04 3.36E+04 2.11E+04 1.31E+04 7.28E+03 4.14E+03 2.19E+03 1.14E+03 5.63E+02 2.70E+02 1.32E+02 6.31E+01 2.67E+01 9.16E+00 6.30E+00 0.00E+00 3.62E-02 1.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.695  1.90E+06 2.89E+06 3.62E+07 1.09E+05 2.14E+05 2.96E+05 3.41E+05 3.60E+05 3.41E+05 3.07E+05 2.51E+05 2.05E+05 1.54E+05 1.11E+05 7.86E+04 5.03E+04 3.19E+04 1.83E+04 1.07E+04 5.81E+03 3.14E+03 1.64E+03 8.16E+02 3.92E+02 2.07E+02 9.31E+01 3.73E+01 2.16E+01 4.69E+00 2.02E+00 2.43E+00 1.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.717  4.21E+06 6.34E+06 8.05E+07 2.33E+05 4.59E+05 6.36E+05 7.35E+05 7.84E+05 7.43E+05 6.69E+05 5.53E+05 4.57E+05 3.45E+05 2.52E+05 1.81E+05 1.18E+05 7.62E+04 4.45E+04 2.68E+04 1.50E+04 8.43E+03 4.50E+03 2.41E+03 1.19E+03 6.13E+02 3.15E+02 1.54E+02 7.15E+01 3.50E+01 9.99E+00 6.44E+00 3.76E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.739  9.24E+06 1.38E+07 1.77E+08 4.94E+05 9.75E+05 1.35E+06 1.57E+06 1.68E+06 1.60E+06 1.45E+06 1.21E+06 1.00E+06 7.65E+05 5.65E+05 4.12E+05 2.72E+05 1.79E+05 1.07E+05 6.56E+04 3.77E+04 2.20E+04 1.19E+04 6.83E+03 3.47E+03 1.81E+03 9.55E+02 5.00E+02 2.36E+02 1.29E+02 4.62E+01 2.92E+01 1.01E+01 3.17E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.761  2.01E+07 2.97E+07 3.87E+08 1.04E+06 2.05E+06 2.85E+06 3.32E+06 3.56E+06 3.41E+06 3.11E+06 2.61E+06 2.18E+06 1.68E+06 1.25E+06 9.23E+05 6.19E+05 4.14E+05 2.52E+05 1.58E+05 9.26E+04 5.54E+04 3.09E+04 1.82E+04 9.52E+03 5.14E+03 2.73E+03 1.51E+03 7.74E+02 3.78E+02 1.80E+02 8.77E+01 3.78E+01 1.48E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.782  4.33E+07 6.33E+07 8.36E+08 2.18E+06 4.30E+06 5.98E+06 6.97E+06 7.51E+06 7.22E+06 6.61E+06 5.59E+06 4.69E+06 3.65E+06 2.75E+06 2.05E+06 1.39E+06 9.45E+05 5.84E+05 3.72E+05 2.23E+05 1.36E+05 7.82E+04 4.72E+04 2.54E+04 1.39E+04 7.80E+03 4.31E+03 2.36E+03 1.20E+03 6.25E+02 2.80E+02 1.61E+02 4.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.802  9.27E+07 1.34E+08 1.79E+09 4.52E+06 8.93E+06 1.24E+07 1.45E+07 1.57E+07 1.52E+07 1.39E+07 1.19E+07 1.00E+07 7.86E+06 5.96E+06 4.49E+06 3.09E+06 2.12E+06 1.33E+06 8.64E+05 5.28E+05 3.28E+05 1.93E+05 1.19E+05 6.58E+04 3.68E+04 2.13E+04 1.18E+04 6.77E+03 3.52E+03 1.94E+03 8.68E+02 5.53E+02 1.50E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.841  4.55E+08 5.89E+08 8.05E+09 1.91E+07 3.78E+07 5.29E+07 6.20E+07 6.74E+07 6.54E+07 6.08E+07 5.22E+07 4.46E+07 3.54E+07 2.73E+07 2.09E+07 1.47E+07 1.04E+07 6.68E+06 4.46E+06 2.81E+06 1.81E+06 1.10E+06 7.07E+05 4.09E+05 2.38E+05 1.44E+05 8.45E+04 4.94E+04 2.77E+04 1.64E+04 7.52E+03 5.17E+03 1.75E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.879  2.01E+09 2.52E+09 3.52E+10 7.91E+07 1.57E+08 2.19E+08 2.58E+08 2.82E+08 2.75E+08 2.58E+08 2.23E+08 1.93E+08 1.55E+08 1.21E+08 9.43E+07 6.74E+07 4.85E+07 3.20E+07 2.18E+07 1.42E+07 9.38E+06 5.90E+06 3.91E+06 2.34E+06 1.41E+06 8.81E+05 5.38E+05 3.26E+05 1.91E+05 1.17E+05 5.64E+04 4.03E+04 1.50E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.914  8.54E+09 1.05E+10 1.50E+11 3.20E+08 6.34E+08 8.89E+08 1.05E+09 1.15E+09 1.13E+09 1.07E+09 9.30E+08 8.10E+08 6.58E+08 5.21E+08 4.11E+08 2.99E+08 2.19E+08 1.47E+08 1.03E+08 6.82E+07 4.62E+07 2.99E+07 2.03E+07 1.25E+07 7.78E+06 5.01E+06 3.15E+06 1.97E+06 1.19E+06 7.61E+05 3.75E+05 2.79E+05 1.10E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.949  3.53E+10 4.30E+10 6.23E+11 1.27E+09 2.51E+09 3.53E+09 4.19E+09 4.61E+09 4.55E+09 4.31E+09 3.79E+09 3.32E+09 2.73E+09 2.18E+09 1.74E+09 1.28E+09 9.53E+08 6.52E+08 4.64E+08 3.15E+08 2.18E+08 1.44E+08 1.00E+08 6.33E+07 4.04E+07 2.67E+07 1.72E+07 1.11E+07 6.88E+06 4.54E+06 2.30E+06 1.75E+06 7.21E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.982  9.66E+10 7.96E+10 1.16E+12 2.27E+09 4.49E+09 6.41E+09 7.71E+09 8.44E+09 8.30E+09 7.92E+09 7.05E+09 6.19E+09 5.11E+09 4.11E+09 3.28E+09 2.44E+09 1.81E+09 1.25E+09 8.98E+08 6.14E+08 4.28E+08 2.85E+08 2.00E+08 1.28E+08 8.21E+07 5.52E+07 3.58E+07 2.31E+07 1.47E+07 9.82E+06 5.00E+06 3.81E+06 1.62E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.015  2.10E+11 1.47E+11 2.18E+12 4.05E+09 8.02E+09 1.16E+10 1.42E+10 1.55E+10 1.51E+10 1.46E+10 1.31E+10 1.15E+10 9.58E+09 7.77E+09 6.19E+09 4.63E+09 3.44E+09 2.41E+09 1.74E+09 1.20E+09 8.42E+08 5.65E+08 3.99E+08 2.58E+08 1.67E+08 1.14E+08 7.43E+07 4.83E+07 3.14E+07 2.12E+07 1.09E+07 8.30E+06 3.63E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.046  4.20E+11 2.72E+11 4.08E+12 7.23E+09 1.43E+10 2.11E+10 2.61E+10 2.83E+10 2.76E+10 2.68E+10 2.44E+10 2.14E+10 1.80E+10 1.47E+10 1.17E+10 8.79E+09 6.53E+09 4.63E+09 3.37E+09 2.34E+09 1.66E+09 1.12E+09 7.96E+08 5.20E+08 3.39E+08 2.36E+08 1.54E+08 1.01E+08 6.69E+07 4.59E+07 2.37E+07 1.81E+07 8.15E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.076  8.08E+11 5.04E+11 7.63E+12 1.29E+10 2.56E+10 3.82E+10 4.81E+10 5.19E+10 5.03E+10 4.93E+10 4.54E+10 3.99E+10 3.37E+10 2.77E+10 2.20E+10 1.67E+10 1.24E+10 8.90E+09 6.52E+09 4.56E+09 3.26E+09 2.21E+09 1.59E+09 1.05E+09 6.89E+08 4.88E+08 3.20E+08 2.11E+08 1.43E+08 9.92E+07 5.15E+07 3.94E+07 1.83E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.106  1.53E+12 9.34E+11 1.43E+13 2.31E+10 4.58E+10 6.93E+10 8.85E+10 9.50E+10 9.18E+10 9.07E+10 8.45E+10 7.43E+10 6.31E+10 5.22E+10 4.14E+10 3.17E+10 2.35E+10 1.71E+10 1.26E+10 8.91E+09 6.41E+09 4.39E+09 3.17E+09 2.12E+09 1.40E+09 1.01E+09 6.65E+08 4.42E+08 3.05E+08 2.14E+08 1.12E+08 8.59E+07 4.10E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.134  2.86E+12 1.73E+12 2.68E+13 4.12E+10 8.17E+10 1.26E+11 1.63E+11 1.74E+11 1.67E+11 1.67E+11 1.57E+11 1.38E+11 1.18E+11 9.86E+10 7.81E+10 6.03E+10 4.47E+10 3.29E+10 2.44E+10 1.74E+10 1.26E+10 8.69E+09 6.33E+09 4.27E+09 2.84E+09 2.09E+09 1.38E+09 9.24E+08 6.52E+08 4.64E+08 2.44E+08 1.87E+08 9.20E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.203  1.52E+13 8.11E+12 1.29E+14 1.76E+11 3.49E+11 5.57E+11 7.50E+11 7.91E+11 7.52E+11 7.66E+11 7.43E+11 6.54E+11 5.69E+11 4.83E+11 3.81E+11 3.00E+11 2.22E+11 1.69E+11 1.27E+11 9.25E+10 6.83E+10 4.79E+10 3.57E+10 2.47E+10 1.67E+10 1.29E+10 8.57E+09 5.84E+09 4.34E+09 3.18E+09 1.70E+09 1.31E+09 6.94E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.268  7.30E+13 3.81E+13 6.26E+14 7.48E+11 1.49E+12 2.46E+12 3.45E+12 3.59E+12 3.38E+12 3.51E+12 3.51E+12 3.09E+12 2.74E+12 2.36E+12 1.86E+12 1.49E+12 1.10E+12 8.63E+11 6.65E+11 4.92E+11 3.71E+11 2.65E+11 2.01E+11 1.43E+11 9.85E+10 7.92E+10 5.32E+10 3.69E+10 2.89E+10 2.19E+10 1.19E+10 9.21E+09 5.24E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
