                    *********************************************************************************
                    *  Z= 43 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for TC100  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   2.50  0.524  1.27E+02 2.04E+02 1.62E+03 1.89E+01 2.58E+01 2.94E+01 3.95E+01 2.44E+01 2.83E+01 1.61E+01 1.29E+01 6.04E+00 2.34E+00 7.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.550  2.01E+02 3.86E+02 3.11E+03 3.26E+01 5.62E+01 4.41E+01 7.11E+01 5.09E+01 5.80E+01 3.04E+01 2.22E+01 1.27E+01 4.90E+00 1.78E+00 7.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.574  3.21E+02 5.81E+02 4.79E+03 3.45E+01 8.84E+01 6.84E+01 1.04E+02 9.14E+01 8.20E+01 4.42E+01 3.88E+01 1.66E+01 8.40E+00 2.56E+00 1.45E+00 1.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.598  5.22E+02 1.02E+03 8.76E+03 4.27E+01 1.43E+02 1.22E+02 1.94E+02 1.48E+02 1.58E+02 9.19E+01 6.62E+01 3.26E+01 1.56E+01 5.95E+00 2.78E+00 7.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.620  8.37E+02 1.50E+03 1.30E+04 5.64E+01 1.99E+02 1.79E+02 2.88E+02 2.21E+02 2.32E+02 1.35E+02 9.56E+01 4.96E+01 2.74E+01 9.00E+00 4.01E+00 1.11E+00 1.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.642  1.33E+03 2.47E+03 2.24E+04 7.05E+01 2.89E+02 2.93E+02 4.61E+02 3.58E+02 3.86E+02 2.35E+02 1.92E+02 1.01E+02 5.06E+01 2.00E+01 9.22E+00 2.12E+00 8.91E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.663  2.07E+03 3.41E+03 3.18E+04 7.54E+01 3.74E+02 4.10E+02 6.29E+02 4.77E+02 5.31E+02 3.47E+02 2.87E+02 1.47E+02 8.08E+01 3.21E+01 1.47E+01 3.45E+00 1.45E+00 1.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.684  3.17E+03 5.41E+03 5.23E+04 8.36E+01 5.86E+02 6.17E+02 9.42E+02 7.31E+02 8.42E+02 5.99E+02 4.66E+02 2.70E+02 1.63E+02 6.67E+01 2.84E+01 1.05E+01 2.89E+00 7.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.704  4.78E+03 7.43E+03 7.28E+04 1.07E+02 7.89E+02 8.34E+02 1.26E+03 1.02E+03 1.13E+03 7.92E+02 6.81E+02 3.97E+02 2.51E+02 1.02E+02 4.60E+01 1.49E+01 4.68E+00 1.11E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.723  7.17E+03 1.17E+04 1.18E+05 1.54E+02 1.21E+03 1.25E+03 1.90E+03 1.61E+03 1.80E+03 1.24E+03 1.12E+03 6.82E+02 4.27E+02 2.07E+02 9.44E+01 2.82E+01 9.62E+00 2.12E+00 6.68E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.742  1.07E+04 1.62E+04 1.64E+05 2.11E+02 1.71E+03 1.72E+03 2.56E+03 2.16E+03 2.46E+03 1.73E+03 1.53E+03 9.52E+02 6.30E+02 3.27E+02 1.42E+02 4.67E+01 1.53E+01 4.05E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.778  2.37E+04 3.59E+04 3.71E+05 3.48E+02 3.63E+03 3.77E+03 5.63E+03 4.79E+03 5.41E+03 3.78E+03 3.37E+03 2.20E+03 1.54E+03 7.98E+02 4.31E+02 1.68E+02 5.31E+01 1.67E+01 4.88E+00 7.79E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.812  5.26E+04 7.96E+04 8.37E+05 5.64E+02 7.84E+03 8.20E+03 1.23E+04 1.05E+04 1.20E+04 8.52E+03 7.56E+03 4.90E+03 3.47E+03 1.96E+03 1.12E+03 4.82E+02 1.96E+02 5.72E+01 1.63E+01 4.53E+00 5.57E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.846  1.15E+05 1.71E+05 1.84E+06 9.29E+02 1.63E+04 1.70E+04 2.60E+04 2.22E+04 2.56E+04 1.85E+04 1.67E+04 1.10E+04 7.80E+03 4.49E+03 2.68E+03 1.29E+03 5.85E+02 2.09E+02 5.93E+01 1.41E+01 2.72E+00 1.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.877  2.47E+05 3.57E+05 3.91E+06 1.92E+03 3.27E+04 3.41E+04 5.23E+04 4.52E+04 5.30E+04 3.88E+04 3.56E+04 2.40E+04 1.74E+04 1.02E+04 6.19E+03 3.12E+03 1.59E+03 6.24E+02 2.04E+02 5.33E+01 1.65E+01 2.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.908  5.18E+05 7.27E+05 8.12E+06 3.36E+03 6.45E+04 6.70E+04 1.03E+05 9.03E+04 1.07E+05 7.86E+04 7.37E+04 5.09E+04 3.78E+04 2.27E+04 1.42E+04 7.38E+03 3.81E+03 1.73E+03 6.72E+02 1.90E+02 5.93E+01 1.36E+01 3.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.938  1.07E+06 1.48E+06 1.68E+07 6.23E+03 1.28E+05 1.33E+05 2.06E+05 1.81E+05 2.14E+05 1.59E+05 1.51E+05 1.05E+05 8.03E+04 4.97E+04 3.16E+04 1.71E+04 9.19E+03 4.23E+03 1.84E+03 6.65E+02 2.17E+02 4.86E+01 1.81E+01 4.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.967  2.19E+06 3.01E+06 3.46E+07 1.22E+04 2.57E+05 2.67E+05 4.14E+05 3.65E+05 4.31E+05 3.22E+05 3.07E+05 2.16E+05 1.67E+05 1.06E+05 6.96E+04 3.85E+04 2.11E+04 1.05E+04 4.79E+03 1.82E+03 6.74E+02 2.05E+02 5.24E+01 1.32E+01 2.41E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.995  4.47E+06 6.10E+06 7.08E+07 2.32E+04 5.10E+05 5.31E+05 8.27E+05 7.31E+05 8.68E+05 6.52E+05 6.22E+05 4.42E+05 3.44E+05 2.22E+05 1.48E+05 8.51E+04 4.87E+04 2.46E+04 1.17E+04 4.98E+03 1.99E+03 6.08E+02 1.85E+02 5.54E+01 1.21E+01 5.43E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.022  9.04E+06 1.22E+07 1.43E+08 4.42E+04 9.97E+05 1.03E+06 1.62E+06 1.44E+06 1.72E+06 1.30E+06 1.25E+06 8.98E+05 7.02E+05 4.59E+05 3.11E+05 1.83E+05 1.08E+05 5.70E+04 2.80E+04 1.23E+04 5.07E+03 1.75E+03 5.51E+02 1.82E+02 6.00E+01 1.69E+01 5.43E+00 2.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.049  1.81E+07 2.40E+07 2.86E+08 8.10E+04 1.91E+06 1.99E+06 3.13E+06 2.79E+06 3.36E+06 2.56E+06 2.49E+06 1.80E+06 1.42E+06 9.41E+05 6.44E+05 3.85E+05 2.33E+05 1.27E+05 6.51E+04 2.85E+04 1.18E+04 4.45E+03 1.67E+03 5.73E+02 1.98E+02 6.96E+01 2.05E+01 5.43E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.100  7.53E+07 9.05E+07 1.10E+09 2.79E+05 6.97E+06 7.23E+06 1.15E+07 1.02E+07 1.24E+07 9.58E+06 9.43E+06 6.96E+06 5.64E+06 3.83E+06 2.69E+06 1.66E+06 1.04E+06 5.68E+05 2.83E+05 1.30E+05 6.05E+04 2.61E+04 1.13E+04 4.45E+03 1.75E+03 7.14E+02 2.55E+02 7.96E+01 3.78E+01 9.04E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.149  2.88E+08 3.35E+08 4.13E+09 9.51E+05 2.51E+07 2.60E+07 4.15E+07 3.73E+07 4.55E+07 3.53E+07 3.50E+07 2.62E+07 2.15E+07 1.49E+07 1.07E+07 6.54E+06 3.87E+06 2.08E+06 1.09E+06 5.48E+05 2.81E+05 1.35E+05 6.43E+04 2.88E+04 1.27E+04 5.48E+03 2.22E+03 8.54E+02 3.31E+02 1.32E+02 4.01E+01 1.27E+01 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.196  1.05E+09 1.18E+09 1.45E+10 3.14E+06 8.75E+07 9.05E+07 1.45E+08 1.31E+08 1.61E+08 1.26E+08 1.27E+08 9.59E+07 7.72E+07 5.10E+07 3.53E+07 2.01E+07 1.23E+07 6.99E+06 4.00E+06 2.16E+06 1.20E+06 6.29E+05 3.26E+05 1.60E+05 7.72E+04 3.59E+04 1.57E+04 6.68E+03 2.82E+03 1.14E+03 4.09E+02 1.58E+02 7.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.241  3.50E+09 3.74E+09 4.43E+10 1.02E+07 2.99E+08 3.08E+08 4.98E+08 4.51E+08 5.43E+08 4.22E+08 3.82E+08 2.62E+08 1.98E+08 1.27E+08 9.26E+07 5.47E+07 3.64E+07 2.19E+07 1.38E+07 8.03E+06 4.82E+06 2.71E+06 1.52E+06 8.06E+05 4.17E+05 2.06E+05 9.77E+04 4.49E+04 2.01E+04 8.48E+03 3.47E+03 1.44E+03 8.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.285  8.09E+09 5.44E+09 6.20E+10 1.66E+07 4.98E+08 5.15E+08 8.16E+08 7.00E+08 7.65E+08 5.74E+08 4.80E+08 3.13E+08 2.50E+08 1.65E+08 1.29E+08 7.71E+07 5.46E+07 3.40E+07 2.24E+07 1.36E+07 8.56E+06 4.96E+06 2.87E+06 1.57E+06 8.35E+05 4.23E+05 2.08E+05 9.82E+04 4.44E+04 1.92E+04 8.34E+03 3.49E+03 2.09E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.327  1.48E+10 8.03E+09 8.77E+10 2.70E+07 8.32E+08 8.58E+08 1.34E+09 1.09E+09 1.08E+09 7.82E+08 6.02E+08 3.73E+08 3.18E+08 2.14E+08 1.80E+08 1.09E+08 8.18E+07 5.27E+07 3.65E+07 2.32E+07 1.52E+07 9.07E+06 5.42E+06 3.06E+06 1.67E+06 8.69E+05 4.42E+05 2.15E+05 9.81E+04 4.37E+04 2.01E+04 8.45E+03 3.33E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.367  2.48E+10 1.20E+10 1.26E+11 4.40E+07 1.39E+09 1.43E+09 2.19E+09 1.69E+09 1.52E+09 1.07E+09 7.56E+08 4.46E+08 4.02E+08 2.77E+08 2.51E+08 1.54E+08 1.23E+08 8.18E+07 5.94E+07 3.94E+07 2.70E+07 1.66E+07 1.02E+07 5.97E+06 3.35E+06 1.78E+06 9.41E+05 4.71E+05 2.17E+05 9.91E+04 4.83E+04 2.05E+04 5.33E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.407  3.99E+10 1.81E+10 1.83E+11 7.17E+07 2.32E+09 2.39E+09 3.58E+09 2.62E+09 2.15E+09 1.45E+09 9.49E+08 5.33E+08 5.10E+08 3.58E+08 3.50E+08 2.17E+08 1.84E+08 1.27E+08 9.68E+07 6.70E+07 4.79E+07 3.03E+07 1.93E+07 1.16E+07 6.70E+06 3.66E+06 2.00E+06 1.03E+06 4.79E+05 2.25E+05 1.16E+05 4.96E+04 8.51E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.446  6.27E+10 2.76E+10 2.68E+11 1.17E+08 3.87E+09 3.98E+09 5.86E+09 4.08E+09 3.02E+09 1.98E+09 1.19E+09 6.36E+08 6.47E+08 4.64E+08 4.87E+08 3.05E+08 2.75E+08 1.97E+08 1.58E+08 1.14E+08 8.50E+07 5.54E+07 3.65E+07 2.27E+07 1.34E+07 7.52E+06 4.26E+06 2.26E+06 1.06E+06 5.10E+05 2.79E+05 1.20E+05 1.36E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.483  9.78E+10 4.25E+10 3.99E+11 1.90E+08 6.46E+09 6.65E+09 9.59E+09 6.33E+09 4.26E+09 2.69E+09 1.49E+09 7.60E+08 8.20E+08 6.02E+08 6.79E+08 4.31E+08 4.12E+08 3.05E+08 2.57E+08 1.93E+08 1.51E+08 1.01E+08 6.90E+07 4.42E+07 2.69E+07 1.54E+07 9.06E+06 4.95E+06 2.34E+06 1.16E+06 6.72E+05 2.91E+05 2.17E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.573  3.14E+11 1.30E+11 1.14E+12 6.45E+08 2.32E+10 2.39E+10 3.29E+10 1.90E+10 1.01E+10 5.82E+09 2.64E+09 1.18E+09 1.48E+09 1.15E+09 1.56E+09 1.02E+09 1.13E+09 9.12E+08 8.69E+08 7.28E+08 6.34E+08 4.58E+08 3.38E+08 2.34E+08 1.52E+08 9.32E+07 5.98E+07 3.51E+07 1.70E+07 8.98E+06 6.03E+06 2.66E+06 7.02E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.658  9.98E+11 4.17E+11 3.49E+12 2.19E+09 8.36E+10 8.59E+10 1.13E+11 5.73E+10 2.38E+10 1.26E+10 4.65E+09 1.85E+09 2.68E+09 2.19E+09 3.58E+09 2.41E+09 3.11E+09 2.73E+09 2.94E+09 2.74E+09 2.66E+09 2.07E+09 1.66E+09 1.24E+09 8.64E+08 5.62E+08 3.95E+08 2.49E+08 1.24E+08 6.96E+07 5.41E+07 2.43E+07 2.27E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.817  1.38E+13 4.70E+12 4.07E+13 2.51E+10 1.08E+12 1.11E+12 1.32E+12 5.18E+11 1.32E+11 5.89E+10 1.45E+10 4.49E+09 8.79E+09 8.01E+09 1.88E+10 1.34E+10 2.35E+10 2.45E+10 3.37E+10 3.88E+10 4.70E+10 4.22E+10 3.99E+10 3.50E+10 2.78E+10 2.05E+10 1.72E+10 1.26E+10 6.53E+09 4.19E+09 4.35E+09 2.03E+09 2.37E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.098  4.52E+15 8.97E+14 1.66E+16 3.31E+12 1.82E+14 1.85E+14 1.83E+14 4.23E+13 4.11E+12 1.29E+12 1.41E+11 2.65E+10 9.42E+10 1.07E+11 5.22E+11 4.20E+11 1.34E+12 1.96E+12 4.43E+12 7.78E+12 1.46E+13 1.76E+13 2.31E+13 2.77E+13 2.87E+13 2.72E+13 3.28E+13 3.19E+13 1.82E+13 1.52E+13 2.82E+13 1.41E+13 2.57E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.345  3.69E+16 5.57E+15 7.23E+16 6.59E+12 3.63E+14 3.69E+14 3.64E+14 3.46E+15 1.28E+14 2.83E+13 1.36E+12 1.57E+11 1.01E+12 1.42E+12 1.45E+13 1.31E+13 7.66E+13 1.57E+14 8.82E+12 1.55E+13 2.92E+13 3.52E+13 4.62E+13 5.54E+13 5.75E+13 5.44E+13 6.55E+13 6.38E+13 3.64E+13 3.03E+13 5.64E+13 2.82E+13 5.13E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
