                    *********************************************************************************
                    *  Z= 29 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for CU 64  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   1.00  0.415  1.00E+00 1.34E+00 1.31E+01 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 2.52E-02 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.464  1.00E+00 1.45E+00 1.46E+01 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 2.52E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.508  2.00E+00 1.45E+00 1.46E+01 0.00E+00 0.00E+00 0.00E+00 7.14E-01 0.00E+00 2.52E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.548  2.00E+00 2.80E+00 2.80E+01 0.00E+00 0.00E+00 6.03E-01 7.14E-01 1.11E-01 2.52E-02 7.40E-01 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.586  3.00E+00 4.81E+00 4.55E+01 0.00E+00 0.00E+00 1.32E+00 7.72E-01 1.50E-01 1.23E+00 7.40E-01 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.622  4.00E+00 5.09E+00 4.56E+01 0.00E+00 1.97E-02 2.03E+00 2.80E-01 2.61E-01 1.54E+00 1.37E-01 8.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.656  6.00E+00 6.54E+00 6.04E+01 0.00E+00 1.97E-02 2.22E+00 8.83E-01 2.61E-01 1.59E+00 1.37E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.687  8.00E+00 1.23E+01 1.10E+02 2.66E-02 2.16E+00 2.22E+00 1.20E+00 1.67E+00 2.20E+00 1.37E-01 1.48E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.718  1.20E+01 1.82E+01 1.57E+02 9.03E-02 4.31E+00 2.55E+00 1.45E+00 2.55E+00 3.02E+00 7.40E-01 1.64E+00 1.81E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.747  1.90E+01 3.52E+01 2.68E+02 6.72E+00 5.42E+00 2.95E+00 4.52E+00 4.32E+00 3.42E+00 2.25E+00 2.25E+00 2.12E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.776  2.80E+01 4.23E+01 3.44E+02 6.80E+00 6.09E+00 3.78E+00 5.76E+00 4.61E+00 3.83E+00 3.64E+00 3.45E+00 2.53E+00 1.81E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.803  4.10E+01 6.15E+01 5.12E+02 9.31E+00 7.96E+00 6.40E+00 7.67E+00 5.85E+00 8.82E+00 4.82E+00 3.72E+00 4.34E+00 2.03E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.829  5.90E+01 7.79E+01 6.50E+02 1.17E+01 8.61E+00 8.61E+00 1.07E+01 8.48E+00 1.06E+01 5.64E+00 5.75E+00 4.46E+00 2.14E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.855  8.20E+01 1.10E+02 9.58E+02 1.53E+01 1.10E+01 1.12E+01 1.48E+01 1.45E+01 1.25E+01 7.52E+00 1.18E+01 5.80E+00 2.97E+00 2.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.879  1.12E+02 1.30E+02 1.20E+03 1.22E+01 1.29E+01 1.44E+01 1.79E+01 1.72E+01 1.75E+01 9.28E+00 1.26E+01 8.82E+00 3.58E+00 2.60E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.904  1.51E+02 1.77E+02 1.66E+03 1.45E+01 1.69E+01 2.16E+01 2.68E+01 2.15E+01 2.24E+01 1.41E+01 1.82E+01 1.08E+01 4.96E+00 4.52E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.927  2.00E+02 2.16E+02 2.00E+03 1.69E+01 2.32E+01 2.37E+01 3.77E+01 2.62E+01 2.27E+01 1.90E+01 2.13E+01 1.29E+01 6.28E+00 4.30E+00 2.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.972  3.50E+02 3.85E+02 3.62E+03 2.40E+01 4.05E+01 4.47E+01 6.89E+01 4.26E+01 4.59E+01 3.94E+01 2.92E+01 2.28E+01 1.51E+01 5.25E+00 5.05E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.016  6.17E+02 6.81E+02 6.36E+03 4.41E+01 7.72E+01 8.27E+01 1.13E+02 8.24E+01 7.97E+01 5.70E+01 5.72E+01 4.04E+01 2.41E+01 1.26E+01 5.69E+00 4.22E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.057  1.08E+03 1.18E+03 1.12E+04 5.58E+01 1.41E+02 1.56E+02 1.85E+02 1.56E+02 1.48E+02 8.90E+01 9.81E+01 6.69E+01 3.64E+01 3.23E+01 8.93E+00 7.57E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.097  1.85E+03 1.87E+03 1.84E+04 4.73E+01 2.43E+02 2.40E+02 2.86E+02 2.41E+02 2.16E+02 1.64E+02 1.36E+02 1.22E+02 7.93E+01 4.37E+01 2.83E+01 1.30E+01 6.54E+00 1.21E+00 1.90E-01 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.135  3.10E+03 3.17E+03 3.15E+04 9.58E+01 4.06E+02 3.85E+02 4.92E+02 3.95E+02 3.48E+02 3.04E+02 2.22E+02 2.03E+02 1.38E+02 8.20E+01 5.29E+01 2.20E+01 1.30E+01 6.63E+00 1.90E-01 7.45E-01 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.173  5.22E+03 5.29E+03 5.35E+04 1.20E+02 6.68E+02 6.53E+02 8.36E+02 6.12E+02 6.27E+02 5.12E+02 3.75E+02 3.31E+02 2.38E+02 1.43E+02 8.60E+01 4.76E+01 2.21E+01 1.37E+01 4.41E+00 1.89E+00 1.37E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.209  8.74E+03 8.81E+03 9.03E+04 1.46E+02 1.12E+03 1.01E+03 1.40E+03 1.10E+03 1.06E+03 8.01E+02 7.19E+02 5.31E+02 3.76E+02 2.43E+02 1.25E+02 9.71E+01 4.39E+01 2.22E+01 1.30E+01 5.51E+00 2.25E+00 1.52E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.244  1.46E+04 1.45E+04 1.50E+05 1.24E+02 1.84E+03 1.62E+03 2.28E+03 1.86E+03 1.79E+03 1.37E+03 1.18E+03 8.85E+02 5.73E+02 3.76E+02 2.45E+02 1.44E+02 8.68E+01 4.16E+01 2.46E+01 1.14E+01 3.37E+00 3.62E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.278  2.41E+04 2.38E+04 2.47E+05 1.68E+02 3.05E+03 2.62E+03 3.73E+03 3.11E+03 2.89E+03 2.31E+03 1.90E+03 1.51E+03 9.02E+02 5.66E+02 4.39E+02 2.37E+02 1.56E+02 8.92E+01 3.55E+01 2.29E+01 1.03E+01 7.37E+00 4.69E+00 1.81E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.311  3.97E+04 3.85E+04 4.00E+05 3.60E+02 4.83E+03 4.19E+03 6.26E+03 5.05E+03 4.73E+03 3.84E+03 3.08E+03 2.19E+03 1.38E+03 9.32E+02 6.80E+02 4.40E+02 2.75E+02 1.34E+02 9.35E+01 3.31E+01 2.18E+01 1.52E+01 5.54E+00 4.82E+00 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.375  1.08E+05 9.87E+04 1.03E+06 5.82E+02 1.23E+04 1.12E+04 1.60E+04 1.34E+04 1.26E+04 9.73E+03 7.72E+03 4.54E+03 3.25E+03 2.47E+03 1.76E+03 1.23E+03 8.08E+02 4.93E+02 2.65E+02 1.74E+02 8.74E+01 4.56E+01 3.28E+01 1.44E+01 7.24E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.436  2.79E+05 2.43E+05 2.51E+06 1.07E+03 3.14E+04 2.87E+04 4.08E+04 3.37E+04 3.22E+04 2.28E+04 1.47E+04 1.03E+04 7.76E+03 6.04E+03 4.71E+03 3.21E+03 2.25E+03 1.48E+03 8.91E+02 5.15E+02 3.36E+02 1.93E+02 9.41E+01 7.46E+01 2.38E+01 1.63E+01 8.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.495  6.86E+05 5.70E+05 5.84E+06 2.40E+03 7.72E+04 7.16E+04 1.02E+05 8.38E+04 6.95E+04 4.10E+04 3.00E+04 2.24E+04 1.86E+04 1.48E+04 1.15E+04 8.74E+03 5.87E+03 4.10E+03 2.72E+03 1.61E+03 1.04E+03 6.40E+02 3.95E+02 2.02E+02 1.35E+02 6.03E+01 1.99E+01 1.27E+01 1.21E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.551  1.58E+06 1.22E+06 1.26E+07 4.94E+03 1.87E+05 1.73E+05 2.33E+05 1.50E+05 1.13E+05 7.41E+04 6.11E+04 5.04E+04 4.31E+04 3.55E+04 2.87E+04 2.14E+04 1.58E+04 1.10E+04 7.35E+03 4.97E+03 3.10E+03 1.97E+03 1.26E+03 7.55E+02 4.17E+02 2.35E+02 1.18E+02 3.68E+01 2.11E+01 6.37E+00 1.57E+00 6.03E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.606  2.95E+06 1.51E+06 1.60E+07 7.91E+03 2.68E+05 2.14E+05 2.61E+05 1.45E+05 1.27E+05 8.85E+04 8.02E+04 6.83E+04 5.96E+04 5.02E+04 4.01E+04 3.12E+04 2.29E+04 1.61E+04 1.14E+04 7.23E+03 5.06E+03 3.21E+03 1.80E+03 1.35E+03 6.91E+02 3.69E+02 2.38E+02 7.69E+01 3.66E+01 1.78E+01 1.51E+00 9.38E-01 9.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.658  4.66E+06 1.90E+06 2.06E+07 1.27E+04 3.83E+05 2.63E+05 2.94E+05 1.41E+05 1.43E+05 1.06E+05 1.05E+05 9.26E+04 8.26E+04 7.10E+04 5.60E+04 4.55E+04 3.32E+04 2.36E+04 1.76E+04 1.05E+04 8.25E+03 5.23E+03 2.59E+03 1.95E+03 9.66E+02 5.02E+02 3.58E+02 1.17E+02 5.21E+01 2.93E+01 1.44E+00 1.27E+00 1.88E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.709  6.82E+06 2.43E+06 2.70E+07 2.03E+04 5.48E+05 3.25E+05 3.30E+05 1.36E+05 1.61E+05 1.26E+05 1.38E+05 1.25E+05 1.14E+05 1.01E+05 7.83E+04 6.65E+04 4.81E+04 3.46E+04 2.73E+04 1.53E+04 1.34E+04 8.53E+03 3.71E+03 2.82E+03 1.24E+03 6.36E+02 4.78E+02 1.57E+02 6.75E+01 4.07E+01 1.38E+00 1.61E+00 2.81E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.759  9.60E+06 3.14E+06 3.59E+07 3.26E+04 7.84E+05 4.01E+05 3.71E+05 1.32E+05 1.81E+05 1.51E+05 1.82E+05 1.70E+05 1.58E+05 1.42E+05 1.09E+05 9.71E+04 6.98E+04 5.07E+04 4.22E+04 2.24E+04 2.19E+04 1.39E+04 5.33E+03 4.06E+03 1.52E+03 7.69E+02 5.98E+02 1.97E+02 8.30E+01 5.22E+01 1.31E+00 1.94E+00 3.75E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.807  1.32E+07 4.13E+06 4.83E+07 5.22E+04 1.12E+06 4.95E+05 4.16E+05 1.28E+05 2.03E+05 1.80E+05 2.38E+05 2.30E+05 2.19E+05 2.01E+05 1.53E+05 1.42E+05 1.01E+05 7.44E+04 6.53E+04 3.26E+04 3.57E+04 2.26E+04 7.65E+03 5.86E+03 1.85E+03 9.03E+02 7.19E+02 2.37E+02 9.85E+01 6.36E+01 1.25E+00 2.28E+00 4.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
