                    *********************************************************************************
                    *  Z= 29 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for CU 64  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 110.00  4.282  1.06E+24 2.07E+23 7.59E+24 1.20E+20 2.55E+21 1.51E+14 9.44E+03 5.75E+09 5.60E+13 2.90E+17 1.17E+19 7.48E+19 1.08E+20 1.87E+20 2.41E+20 1.84E+20 1.85E+20 9.59E+20 1.82E+21 2.26E+21 3.19E+22 1.36E+23 2.09E+11 2.59E+22 4.25E+21 1.19E+11 1.06E+11 2.59E+11 6.62E+16 1.50E+11 3.44E+10 4.27E+06 4.57E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.472  9.55E+25 1.87E+25 6.91E+26 4.22E+21 1.22E+23 1.19E+15 6.65E+03 1.66E+10 4.39E+14 5.63E+18 3.38E+20 2.64E+21 3.98E+21 7.41E+21 9.94E+21 7.49E+21 7.69E+21 4.84E+22 1.01E+23 1.32E+23 2.54E+24 1.31E+25 4.16E+11 2.25E+24 3.18E+23 2.38E+11 2.12E+11 5.17E+11 1.87E+18 1.13E+12 2.22E+11 1.08E+07 7.16E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.655  8.74E+27 1.71E+27 6.35E+28 1.48E+23 5.86E+24 9.33E+15 4.68E+03 4.78E+10 3.44E+15 1.09E+20 9.76E+21 9.32E+22 1.47E+23 2.94E+23 4.10E+23 3.05E+23 3.19E+23 2.44E+24 5.57E+24 7.73E+24 2.03E+26 1.26E+27 8.28E+11 1.95E+26 2.37E+25 4.73E+11 4.22E+11 1.03E+12 5.26E+19 8.46E+12 1.43E+12 2.73E+07 1.12E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.830  8.07E+29 1.58E+29 5.87E+30 5.19E+24 2.81E+26 7.32E+16 3.30E+03 1.38E+11 2.69E+16 2.11E+21 2.82E+23 3.29E+24 5.44E+24 1.16E+25 1.69E+25 1.24E+25 1.33E+25 1.23E+26 3.09E+26 4.52E+26 1.62E+28 1.22E+29 1.65E+12 1.70E+28 1.77E+27 9.43E+11 8.41E+11 2.06E+12 1.48E+21 6.35E+13 9.22E+12 6.90E+07 1.76E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.000  7.50E+31 1.47E+31 5.47E+32 1.82E+26 1.35E+28 5.75E+17 2.32E+03 3.98E+11 2.11E+17 4.10E+22 8.13E+24 1.16E+26 2.01E+26 4.61E+26 6.96E+26 5.04E+26 5.51E+26 6.23E+27 1.71E+28 2.64E+28 1.30E+30 1.17E+31 3.28E+12 1.47E+30 1.33E+29 1.88E+12 1.68E+12 4.11E+12 4.18E+22 4.77E+14 5.95E+13 1.74E+08 2.76E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.164  7.02E+33 1.37E+33 5.11E+34 6.39E+27 6.47E+29 4.51E+18 1.63E+03 1.15E+12 1.65E+18 7.95E+23 2.34E+26 4.10E+27 7.44E+27 1.83E+28 2.87E+28 2.05E+28 2.29E+28 3.14E+29 9.47E+29 1.55E+30 1.04E+32 1.13E+33 6.53E+12 1.28E+32 9.91E+30 3.74E+12 3.34E+12 8.21E+12 1.18E+24 3.58E+15 3.83E+14 4.40E+08 4.32E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.323  6.59E+35 1.29E+35 4.80E+36 2.24E+29 3.11E+31 3.54E+19 1.15E+03 3.31E+12 1.30E+19 1.54E+25 6.76E+27 1.45E+29 2.75E+29 7.23E+29 1.18E+30 8.35E+29 9.50E+29 1.59E+31 5.24E+31 9.05E+31 8.27E+33 1.09E+35 1.30E+13 1.11E+34 7.41E+32 7.46E+12 6.66E+12 1.64E+13 3.32E+25 2.69E+16 2.47E+15 1.11E+09 6.77E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.477  6.21E+37 1.22E+37 4.52E+38 7.85E+30 1.49E+33 2.78E+20 8.11E+02 9.55E+12 1.02E+20 2.99E+26 1.95E+29 5.11E+30 1.02E+31 2.87E+31 4.88E+31 3.40E+31 3.94E+31 8.01E+32 2.90E+33 5.29E+33 6.61E+35 1.05E+37 2.59E+13 9.65E+35 5.54E+34 1.49E+13 1.33E+13 3.27E+13 9.35E+26 2.02E+17 1.59E+16 2.81E+09 1.06E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.627  5.87E+39 1.15E+39 4.27E+40 2.75E+32 7.15E+34 2.18E+21 4.70E+02 2.75E+13 7.96E+20 5.79E+27 5.63E+30 1.80E+32 3.76E+32 1.14E+33 2.01E+33 1.38E+33 1.64E+33 4.04E+34 1.61E+35 3.09E+35 5.28E+37 1.01E+39 5.15E+13 8.38E+37 4.14E+36 2.96E+13 2.65E+13 6.53E+13 2.64E+28 1.52E+18 1.03E+17 7.10E+09 1.66E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.774  5.56E+41 1.09E+41 4.05E+42 9.66E+33 3.43E+36 1.71E+22 1.30E+02 7.94E+13 6.24E+21 1.12E+29 1.62E+32 6.36E+33 1.39E+34 4.50E+34 8.29E+34 5.62E+34 6.80E+34 2.04E+36 8.91E+36 1.81E+37 4.21E+39 9.70E+40 1.03E+14 7.28E+39 3.09E+38 5.90E+13 5.27E+13 1.30E+14 7.43E+29 1.14E+19 6.62E+17 1.80E+10 2.61E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 29 A= 66: Negative-parity Spin-dependent Level Density [MeV-1] for CU 66  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.204  1.00E+00 1.92E+00 1.89E+01 0.00E+00 0.00E+00 0.00E+00 1.00E+00 0.00E+00 3.70E-02 8.85E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.289  1.00E+00 1.70E+00 1.70E+01 0.00E+00 0.00E+00 0.00E+00 8.33E-01 0.00E+00 3.09E-02 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.354  2.00E+00 2.77E+00 2.51E+01 0.00E+00 0.00E+00 6.32E-01 7.14E-01 5.07E-02 6.59E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.408  3.00E+00 4.89E+00 4.63E+01 0.00E+00 2.78E-02 1.35E+00 7.14E-01 1.33E-01 1.29E+00 7.42E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.456  4.00E+00 5.09E+00 4.28E+01 0.00E+00 6.60E-01 1.43E+00 1.51E-01 7.65E-01 1.35E+00 1.10E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.500  5.00E+00 5.42E+00 4.52E+01 0.00E+00 7.42E-01 1.43E+00 2.33E-01 8.47E-01 1.43E+00 1.10E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.540  8.00E+00 1.34E+01 9.64E+01 1.90E+00 2.42E+00 2.33E+00 1.50E+00 9.29E-01 1.50E+00 1.37E+00 7.74E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.577  1.20E+01 1.78E+01 1.32E+02 3.16E+00 2.50E+00 2.51E+00 2.29E+00 1.56E+00 1.67E+00 1.92E+00 8.56E-01 6.39E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.612  1.60E+01 2.21E+01 1.64E+02 4.46E+00 2.74E+00 3.31E+00 2.64E+00 1.73E+00 2.31E+00 2.20E+00 8.56E-01 1.27E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.645  2.30E+01 2.71E+01 2.02E+02 5.73E+00 3.13E+00 4.10E+00 3.36E+00 1.79E+00 2.39E+00 2.46E+00 1.49E+00 1.99E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.677  3.10E+01 3.82E+01 3.06E+02 6.43E+00 3.21E+00 7.76E+00 4.72E+00 2.20E+00 3.18E+00 3.98E+00 2.22E+00 3.88E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.707  4.10E+01 4.25E+01 3.73E+02 4.54E+00 3.52E+00 8.75E+00 4.98E+00 3.16E+00 3.41E+00 5.31E+00 3.57E+00 4.51E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.736  5.30E+01 5.50E+01 5.10E+02 3.34E+00 6.31E+00 9.83E+00 6.64E+00 4.43E+00 4.18E+00 7.12E+00 6.92E+00 4.76E+00 8.30E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.764  6.90E+01 7.31E+01 6.76E+02 4.61E+00 8.56E+00 1.11E+01 1.02E+01 7.54E+00 5.48E+00 9.31E+00 7.63E+00 6.26E+00 4.59E-01 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.791  9.10E+01 1.02E+02 9.54E+02 1.15E+01 1.09E+01 1.14E+01 1.30E+01 1.03E+01 7.92E+00 1.35E+01 1.00E+01 7.69E+00 1.09E+00 2.72E+00 1.26E+00 0.00E+00 1.78E-02 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.816  1.19E+02 1.20E+02 1.13E+03 9.63E+00 1.50E+01 1.17E+01 1.67E+01 1.33E+01 9.42E+00 1.95E+01 1.10E+01 6.98E+00 1.72E+00 2.72E+00 1.26E+00 0.00E+00 1.78E-02 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.842  1.56E+02 1.76E+02 1.68E+03 1.46E+01 2.09E+01 1.70E+01 2.45E+01 1.89E+01 1.95E+01 2.65E+01 1.40E+01 7.25E+00 6.15E+00 4.70E+00 1.26E+00 7.45E-02 6.50E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.866  2.05E+02 2.22E+02 2.07E+03 2.59E+01 2.53E+01 1.91E+01 3.06E+01 2.40E+01 2.48E+01 2.78E+01 1.66E+01 9.23E+00 7.49E+00 6.60E+00 2.13E+00 8.37E-01 1.28E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.890  2.69E+02 2.88E+02 2.69E+03 2.97E+01 3.45E+01 2.70E+01 3.98E+01 3.25E+01 3.45E+01 3.33E+01 1.81E+01 1.41E+01 9.44E+00 7.86E+00 3.04E+00 8.37E-01 1.91E+00 7.00E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.913  3.49E+02 3.54E+02 3.31E+03 3.54E+01 4.28E+01 3.95E+01 4.42E+01 3.88E+01 4.41E+01 3.13E+01 2.63E+01 1.77E+01 1.76E+01 8.01E+00 3.36E+00 2.10E+00 1.90E+00 6.74E-02 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.957  5.85E+02 5.89E+02 5.78E+03 3.11E+01 8.42E+01 7.15E+01 7.05E+01 7.01E+01 7.64E+01 4.36E+01 4.26E+01 3.96E+01 2.33E+01 1.68E+01 7.07E+00 4.00E+00 3.02E+00 1.96E+00 8.69E-01 6.32E-01 6.44E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.000  9.79E+02 9.89E+02 9.85E+03 3.96E+01 1.44E+02 1.19E+02 1.43E+02 1.18E+02 9.95E+01 8.13E+01 6.14E+01 8.00E+01 4.21E+01 2.30E+01 1.63E+01 7.07E+00 5.55E+00 3.37E+00 8.69E-01 1.38E+00 3.17E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.041  1.65E+03 1.68E+03 1.72E+04 5.35E+01 2.21E+02 2.06E+02 2.44E+02 1.94E+02 1.74E+02 1.58E+02 1.24E+02 1.19E+02 6.91E+01 4.25E+01 2.78E+01 1.34E+01 9.34E+00 6.88E+00 4.40E+00 7.70E+00 3.17E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.080  2.76E+03 2.76E+03 2.92E+04 7.99E+01 3.46E+02 3.01E+02 4.01E+02 3.28E+02 2.95E+02 2.52E+02 2.40E+02 1.78E+02 1.21E+02 7.36E+01 4.36E+01 3.11E+01 2.10E+01 1.32E+01 1.43E+01 1.34E+01 3.69E+00 1.57E+00 7.93E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.118  4.60E+03 4.62E+03 5.02E+04 8.81E+01 5.73E+02 5.12E+02 6.28E+02 5.65E+02 5.27E+02 4.18E+02 3.96E+02 3.05E+02 1.92E+02 1.50E+02 7.90E+01 4.93E+01 3.69E+01 3.71E+01 3.21E+01 1.77E+01 4.41E+00 4.73E+00 2.69E+00 7.41E-01 0.00E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
