                    *********************************************************************************
                    *  Z= 93 A=237: Positive-Parity Spin-dependent Level Density [MeV-1] for NP237  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  70.00  1.795  2.89E+23 2.39E+22 1.33E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.55E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.59E+03 1.79E+14 2.31E+16 1.22E+18 8.89E+18 4.77E+20 4.06E+21 9.66E+17 1.98E+19 4.48E+20 7.22E+21 6.96E+21 4.68E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.919  2.04E+24 3.27E+23 1.60E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.87E+02 4.92E+14 1.54E+17 1.72E+19 1.83E+20 2.07E+22 2.67E+23 1.93E+18 3.95E+19 8.96E+20 1.44E+22 1.39E+22 9.37E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.035  9.66E+25 1.86E+25 8.91E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.35E+15 1.03E+18 2.42E+20 3.78E+21 9.00E+23 1.76E+25 3.84E+18 7.90E+19 1.79E+21 2.89E+22 2.78E+22 1.87E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.145  6.18E+27 1.20E+27 5.74E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.71E+15 6.85E+18 3.39E+21 7.80E+22 3.91E+25 1.16E+27 7.66E+18 1.58E+20 3.58E+21 5.78E+22 5.56E+22 3.75E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.250  4.02E+29 7.79E+28 3.74E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.02E+16 4.57E+19 4.77E+22 1.61E+24 1.70E+27 7.62E+28 1.53E+19 3.16E+20 7.16E+21 1.16E+23 1.11E+23 7.49E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.350  2.63E+31 5.09E+30 2.44E+32 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.80E+16 3.05E+20 6.70E+23 3.32E+25 7.38E+28 5.02E+30 3.05E+19 6.31E+20 1.43E+22 2.31E+23 2.23E+23 1.50E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.446  1.72E+33 3.34E+32 1.60E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.69E+16 2.03E+21 9.42E+24 6.85E+26 3.20E+30 3.30E+32 6.07E+19 1.26E+21 2.86E+22 4.62E+23 4.45E+23 3.00E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.538  1.13E+35 2.19E+34 1.05E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.11E+17 1.36E+22 1.32E+26 1.41E+28 1.39E+32 2.17E+34 1.21E+20 2.52E+21 5.73E+22 9.24E+23 8.90E+23 5.99E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.628  7.41E+36 1.44E+36 6.90E+37 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.80E+17 9.05E+22 1.86E+27 2.92E+29 6.05E+33 1.43E+36 2.41E+20 5.03E+21 1.14E+23 1.85E+24 1.78E+24 1.20E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.714  4.87E+38 9.45E+37 4.54E+39 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.59E+18 6.04E+23 2.61E+28 6.02E+30 2.63E+35 9.42E+37 4.81E+20 1.01E+22 2.29E+23 3.70E+24 3.56E+24 2.40E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.797  3.20E+40 6.21E+39 2.98E+41 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.37E+18 4.03E+24 3.67E+29 1.24E+32 1.14E+37 6.20E+39 9.60E+20 2.01E+22 4.58E+23 7.39E+24 7.12E+24 4.79E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.878  2.11E+42 4.09E+41 1.96E+43 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.20E+19 2.69E+25 5.16E+30 2.56E+33 4.96E+38 4.08E+41 1.91E+21 4.02E+22 9.15E+23 1.48E+25 1.42E+25 9.59E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.957  1.39E+44 2.69E+43 1.29E+45 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.30E+19 1.79E+26 7.25E+31 5.29E+34 2.15E+40 2.69E+43 3.82E+21 8.02E+22 1.83E+24 2.96E+25 2.85E+25 1.92E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.034  9.12E+45 1.77E+45 8.50E+46 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.06E+19 1.20E+27 1.02E+33 1.09E+36 9.36E+41 1.77E+45 7.61E+21 1.60E+23 3.66E+24 5.91E+25 5.69E+25 3.83E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 93 A=239: Negative-parity Spin-dependent Level Density [MeV-1] for NP239  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.107  2.00E+00 1.58E+01 1.94E+02 0.00E+00 1.00E+00 2.76E+00 2.27E+00 1.51E+00 1.51E+00 1.51E+00 1.51E+00 1.51E+00 7.55E-01 7.55E-01 7.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.152  8.00E+00 2.56E+01 2.80E+02 6.29E-01 2.93E+00 4.81E+00 4.61E+00 2.52E+00 1.89E+00 1.89E+00 1.26E+00 1.26E+00 1.26E+00 1.26E+00 6.29E-01 6.29E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.186  1.90E+01 6.52E+01 7.03E+02 1.98E+00 5.43E+00 9.16E+00 1.15E+01 9.77E+00 9.01E+00 7.19E+00 3.26E+00 3.05E+00 1.08E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.215  4.30E+01 1.28E+02 1.41E+03 5.03E+00 1.18E+01 1.83E+01 1.87E+01 1.54E+01 1.55E+01 1.31E+01 1.04E+01 9.01E+00 4.49E+00 1.62E+00 1.08E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.240  9.60E+01 2.97E+02 3.44E+03 1.09E+01 2.54E+01 3.47E+01 3.79E+01 3.88E+01 4.05E+01 3.13E+01 2.47E+01 2.00E+01 1.47E+01 9.17E+00 4.32E+00 1.62E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.263  1.91E+02 4.62E+02 5.60E+03 1.63E+01 3.67E+01 4.96E+01 5.52E+01 5.59E+01 5.74E+01 5.04E+01 4.42E+01 3.38E+01 2.39E+01 1.69E+01 1.19E+01 4.86E+00 1.62E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.284  3.68E+02 9.54E+02 1.18E+04 3.45E+01 7.55E+01 1.02E+02 1.15E+02 1.11E+02 1.10E+02 9.88E+01 7.96E+01 7.00E+01 5.92E+01 4.15E+01 2.43E+01 1.62E+01 9.17E+00 3.78E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.303  6.86E+02 1.59E+03 2.01E+04 4.91E+01 1.09E+02 1.60E+02 1.87E+02 1.91E+02 1.97E+02 1.72E+02 1.39E+02 1.16E+02 9.21E+01 6.54E+01 4.65E+01 2.82E+01 1.68E+01 1.10E+01 2.70E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.322  1.32E+03 3.45E+03 4.41E+04 1.15E+02 2.40E+02 3.53E+02 3.97E+02 4.01E+02 4.01E+02 3.57E+02 3.11E+02 2.67E+02 2.09E+02 1.37E+02 9.66E+01 6.87E+01 4.29E+01 2.54E+01 1.47E+01 4.86E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.339  2.45E+03 5.65E+03 7.37E+04 1.76E+02 3.64E+02 5.39E+02 6.31E+02 6.78E+02 6.74E+02 6.12E+02 5.12E+02 4.18E+02 3.50E+02 2.44E+02 1.74E+02 1.06E+02 7.34E+01 4.88E+01 2.55E+01 1.42E+01 4.32E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.356  4.59E+03 1.15E+04 1.53E+05 3.51E+02 7.20E+02 1.03E+03 1.21E+03 1.31E+03 1.32E+03 1.24E+03 1.11E+03 9.24E+02 7.42E+02 5.15E+02 3.91E+02 2.52E+02 1.55E+02 9.88E+01 5.86E+01 3.15E+01 1.62E+01 5.94E+00 1.08E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.372  8.34E+03 1.85E+04 2.50E+05 5.48E+02 1.13E+03 1.63E+03 1.95E+03 2.14E+03 2.10E+03 1.96E+03 1.73E+03 1.48E+03 1.25E+03 8.75E+02 6.43E+02 4.33E+02 2.70E+02 1.76E+02 9.65E+01 5.99E+01 2.75E+01 1.51E+01 4.32E+00 1.08E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.387  1.53E+04 3.75E+04 5.16E+05 1.07E+03 2.19E+03 3.20E+03 3.80E+03 4.18E+03 4.21E+03 3.98E+03 3.57E+03 3.01E+03 2.53E+03 1.83E+03 1.41E+03 9.68E+02 6.10E+02 4.14E+02 2.19E+02 1.21E+02 7.64E+01 3.35E+01 1.63E+01 4.49E+00 1.08E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.401  2.77E+04 6.10E+04 8.44E+05 1.74E+03 3.54E+03 5.21E+03 6.26E+03 6.85E+03 6.74E+03 6.34E+03 5.71E+03 4.91E+03 4.20E+03 2.99E+03 2.31E+03 1.63E+03 1.07E+03 6.96E+02 4.03E+02 2.22E+02 1.18E+02 6.60E+01 2.79E+01 1.49E+01 2.70E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.415  5.05E+04 1.21E+05 1.71E+06 3.32E+03 6.71E+03 9.86E+03 1.19E+04 1.31E+04 1.32E+04 1.29E+04 1.16E+04 1.00E+04 8.46E+03 6.21E+03 4.91E+03 3.39E+03 2.28E+03 1.56E+03 8.90E+02 5.25E+02 2.89E+02 1.39E+02 8.31E+01 3.09E+01 1.66E+01 3.05E+00 1.08E+00 5.40E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.429  8.99E+04 1.94E+05 2.76E+06 5.31E+03 1.07E+04 1.57E+04 1.90E+04 2.10E+04 2.10E+04 2.02E+04 1.82E+04 1.60E+04 1.38E+04 1.00E+04 7.94E+03 5.65E+03 3.76E+03 2.58E+03 1.54E+03 9.04E+02 5.19E+02 2.55E+02 1.31E+02 6.45E+01 2.92E+01 1.34E+01 1.25E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.442  1.62E+05 3.79E+05 5.49E+06 1.00E+04 2.01E+04 2.94E+04 3.58E+04 3.98E+04 4.02E+04 3.92E+04 3.61E+04 3.15E+04 2.72E+04 2.05E+04 1.64E+04 1.16E+04 8.00E+03 5.60E+03 3.31E+03 2.05E+03 1.18E+03 6.19E+02 3.25E+02 1.42E+02 7.53E+01 3.17E+01 1.28E+01 1.08E+00 1.08E+00 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.455  2.84E+05 6.01E+05 8.74E+06 1.59E+04 3.17E+04 4.66E+04 5.68E+04 6.30E+04 6.34E+04 6.14E+04 5.61E+04 4.97E+04 4.34E+04 3.25E+04 2.61E+04 1.92E+04 1.30E+04 9.20E+03 5.59E+03 3.42E+03 2.05E+03 1.09E+03 5.79E+02 2.65E+02 1.30E+02 5.74E+01 2.21E+01 6.11E+00 1.16E+00 7.14E-01 5.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.468  5.05E+05 1.16E+06 1.72E+07 2.96E+04 5.92E+04 8.70E+04 1.06E+05 1.19E+05 1.21E+05 1.19E+05 1.10E+05 9.74E+04 8.49E+04 6.46E+04 5.27E+04 3.86E+04 2.72E+04 1.94E+04 1.19E+04 7.47E+03 4.49E+03 2.50E+03 1.38E+03 6.49E+02 3.19E+02 1.47E+02 6.22E+01 2.37E+01 3.55E+00 2.23E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.480  8.79E+05 1.83E+06 2.72E+07 4.66E+04 9.29E+04 1.37E+05 1.68E+05 1.87E+05 1.89E+05 1.84E+05 1.70E+05 1.52E+05 1.34E+05 1.02E+05 8.31E+04 6.21E+04 4.37E+04 3.14E+04 1.96E+04 1.25E+04 7.69E+03 4.26E+03 2.45E+03 1.17E+03 5.84E+02 2.60E+02 1.24E+02 5.09E+01 1.63E+01 3.48E+00 2.78E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
