                    *********************************************************************************
                    *  Z= 63 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for EU153  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  70.00  2.229  1.04E+20 7.57E+18 1.59E+20 6.79E+16 1.36E+17 2.81E+17 5.88E+17 5.06E+17 5.52E+17 4.01E+17 5.46E+17 5.45E+17 5.87E+17 4.66E+17 5.05E+17 4.58E+17 3.37E+17 2.56E+17 2.48E+17 1.89E+17 1.74E+17 1.43E+17 1.22E+17 9.54E+16 7.93E+16 6.88E+16 5.41E+16 4.56E+16 3.58E+16 2.81E+16 2.50E+16 2.06E+16 1.21E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.383  2.18E+20 1.51E+19 3.18E+20 1.36E+17 2.71E+17 5.62E+17 1.17E+18 1.01E+18 1.10E+18 8.00E+17 1.09E+18 1.09E+18 1.17E+18 9.31E+17 1.01E+18 9.15E+17 6.73E+17 5.11E+17 4.96E+17 3.77E+17 3.49E+17 2.86E+17 2.44E+17 1.91E+17 1.58E+17 1.38E+17 1.08E+17 9.12E+16 7.16E+16 5.62E+16 5.00E+16 4.13E+16 2.41E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.527  4.44E+20 3.02E+19 6.36E+20 2.71E+17 5.41E+17 1.12E+18 2.35E+18 2.02E+18 2.20E+18 1.60E+18 2.18E+18 2.18E+18 2.34E+18 1.86E+18 2.02E+18 1.83E+18 1.34E+18 1.02E+18 9.92E+17 7.54E+17 6.97E+17 5.71E+17 4.87E+17 3.81E+17 3.17E+17 2.75E+17 2.16E+17 1.82E+17 1.43E+17 1.12E+17 9.99E+16 8.25E+16 4.82E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.664  8.98E+20 6.04E+19 1.27E+21 5.41E+17 1.08E+18 2.24E+18 4.69E+18 4.03E+18 4.40E+18 3.19E+18 4.35E+18 4.35E+18 4.68E+18 3.72E+18 4.03E+18 3.65E+18 2.69E+18 2.04E+18 1.98E+18 1.51E+18 1.39E+18 1.14E+18 9.73E+17 7.63E+17 6.33E+17 5.50E+17 4.33E+17 3.65E+17 2.86E+17 2.25E+17 2.00E+17 1.65E+17 9.64E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.794  1.80E+21 1.21E+20 2.54E+21 1.08E+18 2.16E+18 4.48E+18 9.37E+18 8.06E+18 8.79E+18 6.38E+18 8.70E+18 8.68E+18 9.36E+18 7.43E+18 8.06E+18 7.30E+18 5.37E+18 4.08E+18 3.96E+18 3.01E+18 2.79E+18 2.28E+18 1.95E+18 1.52E+18 1.27E+18 1.10E+18 8.65E+17 7.29E+17 5.72E+17 4.49E+17 3.99E+17 3.30E+17 1.93E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.918  3.61E+21 2.41E+20 5.08E+21 2.16E+18 4.31E+18 8.95E+18 1.87E+19 1.61E+19 1.76E+19 1.27E+19 1.74E+19 1.74E+19 1.87E+19 1.48E+19 1.61E+19 1.46E+19 1.07E+19 8.16E+18 7.92E+18 6.02E+18 5.57E+18 4.56E+18 3.89E+18 3.05E+18 2.53E+18 2.20E+18 1.73E+18 1.46E+18 1.14E+18 8.98E+17 7.99E+17 6.60E+17 3.86E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.037  7.23E+21 4.82E+20 1.01E+22 4.31E+18 8.60E+18 1.79E+19 3.74E+19 3.22E+19 3.51E+19 2.55E+19 3.47E+19 3.47E+19 3.74E+19 2.97E+19 3.22E+19 2.92E+19 2.15E+19 1.63E+19 1.58E+19 1.20E+19 1.11E+19 9.12E+18 7.78E+18 6.10E+18 5.06E+18 4.40E+18 3.46E+18 2.92E+18 2.29E+18 1.80E+18 1.60E+18 1.32E+18 7.71E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.152  1.45E+22 9.63E+20 2.03E+22 8.61E+18 1.72E+19 3.57E+19 7.48E+19 6.43E+19 7.01E+19 5.09E+19 6.94E+19 6.93E+19 7.47E+19 5.93E+19 6.44E+19 5.83E+19 4.29E+19 3.26E+19 3.16E+19 2.40E+19 2.23E+19 1.82E+19 1.55E+19 1.22E+19 1.01E+19 8.79E+18 6.92E+18 5.83E+18 4.58E+18 3.59E+18 3.19E+18 2.64E+18 1.54E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.263  2.89E+22 1.93E+21 4.05E+22 1.72E+19 3.43E+19 7.14E+19 1.49E+20 1.28E+20 1.40E+20 1.02E+20 1.39E+20 1.38E+20 1.49E+20 1.18E+20 1.29E+20 1.17E+20 8.57E+19 6.51E+19 6.32E+19 4.81E+19 4.45E+19 3.65E+19 3.11E+19 2.44E+19 2.02E+19 1.76E+19 1.38E+19 1.17E+19 9.15E+18 7.18E+18 6.39E+18 5.28E+18 3.08E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.370  5.78E+22 3.85E+21 8.10E+22 3.44E+19 6.85E+19 1.43E+20 2.99E+20 2.57E+20 2.80E+20 2.03E+20 2.77E+20 2.77E+20 2.98E+20 2.37E+20 2.57E+20 2.33E+20 1.71E+20 1.30E+20 1.26E+20 9.61E+19 8.89E+19 7.29E+19 6.21E+19 4.87E+19 4.05E+19 3.52E+19 2.76E+19 2.33E+19 1.83E+19 1.44E+19 1.28E+19 1.06E+19 6.17E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.473  1.15E+23 7.69E+21 1.62E+23 6.86E+19 1.37E+20 2.85E+20 5.96E+20 5.13E+20 5.59E+20 4.06E+20 5.53E+20 5.53E+20 5.96E+20 4.73E+20 5.14E+20 4.66E+20 3.42E+20 2.60E+20 2.53E+20 1.92E+20 1.78E+20 1.46E+20 1.24E+20 9.74E+19 8.09E+19 7.03E+19 5.53E+19 4.66E+19 3.66E+19 2.87E+19 2.55E+19 2.11E+19 1.23E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.574  2.31E+23 1.54E+22 3.24E+23 1.37E+20 2.73E+20 5.69E+20 1.19E+21 1.02E+21 1.12E+21 8.10E+20 1.11E+21 1.10E+21 1.19E+21 9.45E+20 1.03E+21 9.30E+20 6.84E+20 5.20E+20 5.05E+20 3.84E+20 3.55E+20 2.91E+20 2.48E+20 1.95E+20 1.62E+20 1.41E+20 1.11E+20 9.32E+19 7.32E+19 5.74E+19 5.11E+19 4.22E+19 2.47E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.672  4.61E+23 3.07E+22 6.47E+23 2.74E+20 5.46E+20 1.14E+21 2.38E+21 2.05E+21 2.23E+21 1.62E+21 2.21E+21 2.21E+21 2.38E+21 1.89E+21 2.05E+21 1.86E+21 1.37E+21 1.04E+21 1.01E+21 7.67E+20 7.10E+20 5.82E+20 4.97E+20 3.89E+20 3.23E+20 2.81E+20 2.21E+20 1.86E+20 1.46E+20 1.15E+20 1.02E+20 8.44E+19 4.93E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.767  9.21E+23 6.14E+22 1.29E+24 5.47E+20 1.09E+21 2.27E+21 4.76E+21 4.09E+21 4.46E+21 3.23E+21 4.41E+21 4.41E+21 4.75E+21 3.77E+21 4.10E+21 3.72E+21 2.73E+21 2.08E+21 2.02E+21 1.53E+21 1.42E+21 1.16E+21 9.93E+20 7.78E+20 6.47E+20 5.62E+20 4.42E+20 3.73E+20 2.93E+20 2.30E+20 2.04E+20 1.69E+20 9.87E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 63 A=155: Negative-parity Spin-dependent Level Density [MeV-1] for EU155  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.133  1.00E+00 5.31E+00 6.20E+01 0.00E+00 0.00E+00 1.00E+00 7.18E-01 7.18E-01 7.18E-01 7.18E-01 7.18E-01 7.18E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.188  3.00E+00 7.97E+00 7.05E+01 8.35E-02 1.67E+00 2.03E+00 1.20E+00 5.99E-01 5.99E-01 5.99E-01 5.99E-01 5.99E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.231  6.00E+00 1.54E+01 1.43E+02 7.15E-02 1.48E+00 4.60E+00 3.08E+00 2.05E+00 1.54E+00 5.13E-01 5.13E-01 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.266  1.10E+01 2.63E+01 2.26E+02 1.10E+00 4.45E+00 6.15E+00 3.79E+00 4.10E+00 3.08E+00 1.54E+00 5.13E-01 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.298  2.10E+01 5.47E+01 5.06E+02 1.61E+00 6.50E+00 1.12E+01 1.06E+01 8.21E+00 6.19E+00 4.82E+00 3.08E+00 1.03E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.326  3.80E+01 8.12E+01 7.98E+02 2.35E+00 7.58E+00 1.47E+01 1.42E+01 1.37E+01 1.03E+01 7.92E+00 4.82E+00 3.08E+00 1.03E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.352  6.60E+01 1.46E+02 1.47E+03 4.36E+00 1.52E+01 2.56E+01 2.36E+01 2.05E+01 1.91E+01 1.48E+01 1.05E+01 5.85E+00 3.59E+00 1.54E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.377  1.14E+02 2.33E+02 2.36E+03 8.67E+00 2.33E+01 3.98E+01 3.93E+01 3.34E+01 2.74E+01 2.21E+01 1.67E+01 1.10E+01 6.05E+00 3.08E+00 1.03E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.400  1.99E+02 4.44E+02 4.55E+03 1.86E+01 4.64E+01 6.74E+01 7.13E+01 6.59E+01 5.59E+01 4.19E+01 2.79E+01 2.03E+01 1.45E+01 8.72E+00 3.59E+00 1.03E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.421  3.34E+02 6.42E+02 6.76E+03 2.43E+01 5.94E+01 8.97E+01 1.03E+02 9.79E+01 8.19E+01 6.69E+01 4.72E+01 2.85E+01 2.01E+01 1.41E+01 5.64E+00 2.05E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.442  5.51E+02 1.09E+03 1.18E+04 4.14E+01 9.62E+01 1.46E+02 1.65E+02 1.60E+02 1.41E+02 1.15E+02 8.75E+01 6.08E+01 3.37E+01 2.35E+01 1.44E+01 5.64E+00 2.05E+00 5.13E-01 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.461  8.84E+02 1.57E+03 1.72E+04 5.99E+01 1.40E+02 2.11E+02 2.38E+02 2.16E+02 2.00E+02 1.59E+02 1.26E+02 9.20E+01 5.84E+01 3.43E+01 2.05E+01 1.18E+01 4.62E+00 1.03E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.480  1.43E+03 2.76E+03 3.05E+04 1.06E+02 2.45E+02 3.62E+02 4.07E+02 3.94E+02 3.39E+02 2.70E+02 2.19E+02 1.61E+02 1.10E+02 7.39E+01 3.39E+01 2.12E+01 1.13E+01 4.10E+00 1.03E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.498  2.27E+03 4.03E+03 4.44E+04 1.66E+02 3.63E+02 5.22E+02 5.99E+02 5.58E+02 5.09E+02 3.89E+02 3.06E+02 2.30E+02 1.57E+02 1.11E+02 5.91E+01 3.00E+01 1.71E+01 6.67E+00 2.05E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.516  3.64E+03 6.92E+03 7.76E+04 2.83E+02 6.06E+02 8.67E+02 9.76E+02 9.57E+02 8.90E+02 7.03E+02 5.64E+02 3.91E+02 2.64E+02 1.91E+02 1.18E+02 5.98E+01 2.90E+01 1.58E+01 5.64E+00 1.54E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.533  5.75E+03 9.96E+03 1.13E+05 3.94E+02 8.54E+02 1.23E+03 1.40E+03 1.37E+03 1.26E+03 1.03E+03 8.08E+02 5.95E+02 3.91E+02 2.73E+02 1.72E+02 9.88E+01 4.30E+01 2.50E+01 1.13E+01 3.08E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.549  9.09E+03 1.67E+04 1.93E+05 6.53E+02 1.39E+03 1.98E+03 2.27E+03 2.27E+03 2.13E+03 1.75E+03 1.40E+03 1.04E+03 7.20E+02 4.85E+02 2.92E+02 1.76E+02 9.71E+01 4.02E+01 2.36E+01 1.09E+01 2.05E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.565  1.42E+04 2.41E+04 2.79E+05 9.55E+02 2.00E+03 2.82E+03 3.26E+03 3.22E+03 3.01E+03 2.49E+03 2.04E+03 1.51E+03 1.06E+03 7.41E+02 4.32E+02 2.65E+02 1.50E+02 7.04E+01 3.15E+01 1.67E+01 4.62E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.581  2.23E+04 4.07E+04 4.77E+05 1.61E+03 3.32E+03 4.66E+03 5.40E+03 5.43E+03 5.13E+03 4.22E+03 3.44E+03 2.60E+03 1.84E+03 1.33E+03 8.07E+02 4.47E+02 2.69E+02 1.40E+02 6.09E+01 2.93E+01 1.27E+01 3.08E+00 5.13E-01 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.596  3.47E+04 5.83E+04 6.85E+05 2.31E+03 4.73E+03 6.63E+03 7.67E+03 7.72E+03 7.28E+03 6.03E+03 4.96E+03 3.72E+03 2.67E+03 1.90E+03 1.21E+03 6.90E+02 3.75E+02 2.10E+02 1.01E+02 4.16E+01 2.17E+01 5.85E+00 1.03E+00 5.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
